pair_id,base_id,template,op_family,split,variant,bound_value,bound_answer,other_answer,logp_bound,logp_other,logit_diff,correct,argmax_token_id,argmax_is_bound_answer,both_counterfactuals_correct
base_0051_threshold,base_0051,global_shadow,threshold,test,source,5,0,1,-0.9603230953216553,-0.5228230953216553,-0.4375,False,16,False,False
base_0051_threshold,base_0051,global_shadow,threshold,test,target,6,1,0,-0.5560175180435181,-0.8685175180435181,0.3125,True,16,True,False
base_0052_affine,base_0052,call_frame,affine,calib,source,6,7,5,-1.4057278633117676,-0.7494779229164124,-0.6562499403953552,False,20,False,False
base_0052_affine,base_0052,call_frame,affine,calib,target,4,5,7,-0.3910481333732605,-2.8597981929779053,2.4687500596046448,True,20,True,False
base_0052_threshold,base_0052,call_frame,threshold,calib,source,6,1,0,-0.6988654732704163,-0.7613654732704163,0.0625,True,16,True,False
base_0052_threshold,base_0052,call_frame,threshold,calib,target,4,0,1,-0.8804630041122437,-0.5679630041122437,-0.3125,False,16,False,False
base_0053_affine,base_0053,padded_shadow,affine,test,source,5,7,8,-1.9157414436340332,-2.290741443634033,0.375,True,16,False,False
base_0053_affine,base_0053,padded_shadow,affine,test,target,6,8,7,-1.6573303937911987,-1.3135803937911987,-0.34375,False,22,False,False
base_0053_threshold,base_0053,padded_shadow,threshold,test,source,5,0,1,-0.7869265079498291,-0.6619265079498291,-0.125,False,16,False,False
base_0053_threshold,base_0053,padded_shadow,threshold,test,target,6,1,0,-0.6492099761962891,-0.7742099761962891,0.125,True,16,True,False
base_0054_affine,base_0054,global_shadow,affine,test,source,6,8,9,-1.1134419441223145,-1.9259419441223145,0.8125,True,23,True,False
base_0054_affine,base_0054,global_shadow,affine,test,target,7,9,8,-1.935171365737915,-1.747671365737915,-0.1875,False,22,False,False
base_0054_threshold,base_0054,global_shadow,threshold,test,source,6,0,1,-0.7634310126304626,-0.6696810126304626,-0.09375,False,16,False,False
base_0054_threshold,base_0054,global_shadow,threshold,test,target,7,1,0,-0.6873450875282288,-0.7185950875282288,0.03125,True,16,True,False
base_0055_affine,base_0055,call_frame,affine,test,source,6,7,5,-0.8442220091819763,-1.312972068786621,0.4687500596046448,True,22,True,True
base_0055_affine,base_0055,call_frame,affine,test,target,4,5,7,-0.7768864631652832,-1.3081364631652832,0.53125,True,20,True,True
base_0055_threshold,base_0055,call_frame,threshold,test,source,6,1,0,-0.7736923694610596,-0.7736923694610596,0.0,False,15,False,False
base_0055_threshold,base_0055,call_frame,threshold,test,target,4,0,1,-0.7147266268730164,-0.7147266268730164,0.0,False,15,True,False
base_0056_affine,base_0056,padded_shadow,affine,test,source,5,9,8,-2.1846725940704346,-2.4659225940704346,0.28125,True,16,False,False
base_0056_affine,base_0056,padded_shadow,affine,test,target,4,8,9,-2.3196349143981934,-2.2258849143981934,-0.09375,False,21,False,False
base_0056_threshold,base_0056,padded_shadow,threshold,test,source,5,1,0,-0.7083100080490112,-0.7395600080490112,0.03125,True,16,True,False
base_0056_threshold,base_0056,padded_shadow,threshold,test,target,4,0,1,-0.8340139389038086,-0.6152639389038086,-0.21875,False,16,False,False
base_0057_affine,base_0057,global_shadow,affine,test,source,6,9,7,-0.8810527324676514,-1.7248027324676514,0.84375,True,24,True,True
base_0057_affine,base_0057,global_shadow,affine,test,target,4,7,9,-1.3146471977233887,-1.8458971977233887,0.53125,True,22,True,True
base_0057_threshold,base_0057,global_shadow,threshold,test,source,6,1,0,-0.6935698390007019,-0.7248198390007019,0.03125,True,16,True,True
base_0057_threshold,base_0057,global_shadow,threshold,test,target,4,0,1,-0.6880286931991577,-0.7192786931991577,0.03125,True,15,True,True
base_0058_affine,base_0058,call_frame,affine,test,source,5,8,9,-1.4432612657546997,-1.8182612657546997,0.375,True,23,True,False
base_0058_affine,base_0058,call_frame,affine,test,target,6,9,8,-2.7992777824401855,-1.049277901649475,-1.7499998807907104,False,23,False,False
base_0058_threshold,base_0058,call_frame,threshold,test,source,5,0,1,-0.7327654361724854,-0.7327654361724854,0.0,False,15,True,False
base_0058_threshold,base_0058,call_frame,threshold,test,target,6,1,0,-0.6782979369163513,-0.7407979369163513,0.0625,True,16,True,False
base_0059_affine,base_0059,padded_shadow,affine,calib,source,5,9,7,-1.6481714248657227,-2.0856714248657227,0.4375,True,16,False,False
base_0059_affine,base_0059,padded_shadow,affine,calib,target,3,7,9,-1.6559709310531616,-1.4372209310531616,-0.21875,False,24,False,False
base_0059_threshold,base_0059,padded_shadow,threshold,calib,source,5,1,0,-0.7789220213890076,-0.6851720213890076,-0.09375,False,15,False,False
base_0059_threshold,base_0059,padded_shadow,threshold,calib,target,3,0,1,-0.7004693150520325,-0.7629693150520325,0.0625,True,15,True,False
base_0060_affine,base_0060,global_shadow,affine,test,source,3,4,8,-0.8586201667785645,-2.8898701667785645,2.03125,True,19,True,False
base_0060_affine,base_0060,global_shadow,affine,test,target,7,8,4,-1.6531975269317627,-0.9969475269317627,-0.65625,False,19,False,False
base_0060_threshold,base_0060,global_shadow,threshold,test,source,3,0,1,-0.6711242198944092,-0.8273742198944092,0.15625,True,15,True,False
base_0060_threshold,base_0060,global_shadow,threshold,test,target,7,1,0,-0.83266282081604,-0.58266282081604,-0.25,False,15,False,False
base_0061_affine,base_0061,call_frame,affine,test,source,5,6,8,-0.6740134954452515,-2.017763614654541,1.3437501192092896,True,21,True,False
base_0061_affine,base_0061,call_frame,affine,test,target,7,8,6,-3.4018237590789795,-0.6205736994743347,-2.7812500596046448,False,21,False,False
base_0061_threshold,base_0061,call_frame,threshold,test,source,5,0,1,-0.8706068396568298,-0.7456068396568298,-0.125,False,16,False,False
base_0061_threshold,base_0061,call_frame,threshold,test,target,7,1,0,-0.6350829601287842,-0.8538329601287842,0.21875,True,16,True,False
base_0062_affine,base_0062,padded_shadow,affine,test,source,7,8,3,-1.3028371334075928,-3.4278371334075928,2.125,True,23,True,False
base_0062_affine,base_0062,padded_shadow,affine,test,target,2,3,8,-2.0986075401306152,-1.9423575401306152,-0.15625,False,23,False,False
base_0062_threshold,base_0062,padded_shadow,threshold,test,source,7,1,0,-0.7897126078605652,-0.6647126078605652,-0.125,False,15,False,False
base_0062_threshold,base_0062,padded_shadow,threshold,test,target,2,0,1,-0.7370176315307617,-0.7057676315307617,-0.03125,False,16,False,False
base_0063_affine,base_0063,global_shadow,affine,test,source,6,7,4,-0.8554670214653015,-2.9804670810699463,2.1250000596046448,True,22,True,True
base_0063_affine,base_0063,global_shadow,affine,test,target,3,4,7,-0.5015217065811157,-3.001521587371826,2.4999998807907104,True,19,True,True
base_0063_threshold,base_0063,global_shadow,threshold,test,source,6,1,0,-0.722147524356842,-0.690897524356842,-0.03125,False,15,False,False
base_0063_threshold,base_0063,global_shadow,threshold,test,target,3,0,1,-0.64304518699646,-0.76804518699646,0.125,True,15,True,False
base_0064_affine,base_0064,call_frame,affine,calib,source,6,8,9,-1.8730427026748657,-1.0605427026748657,-0.8125,False,24,False,False
base_0064_affine,base_0064,call_frame,affine,calib,target,7,9,8,-2.332704544067383,-1.8327046632766724,-0.49999988079071045,False,22,False,False
base_0064_threshold,base_0064,call_frame,threshold,calib,source,6,0,1,-0.7930464744567871,-0.6992964744567871,-0.09375,False,16,False,False
base_0064_threshold,base_0064,call_frame,threshold,calib,target,7,1,0,-0.6365185976028442,-0.8240185976028442,0.1875,True,16,True,False
base_0065_affine,base_0065,padded_shadow,affine,test,source,5,9,7,-1.6440702676773071,-2.3940701484680176,0.7499998807907104,True,16,False,False
base_0065_affine,base_0065,padded_shadow,affine,test,target,3,7,9,-1.934988260269165,-1.434988260269165,-0.5,False,16,False,False
base_0065_threshold,base_0065,padded_shadow,threshold,test,source,5,1,0,-0.6664099097251892,-0.7914099097251892,0.125,True,16,True,False
base_0065_threshold,base_0065,padded_shadow,threshold,test,target,3,0,1,-0.8554555177688599,-0.6054555177688599,-0.25,False,16,False,False
base_0066_affine,base_0066,global_shadow,affine,calib,source,5,8,6,-0.9364750385284424,-2.0927250385284424,1.15625,True,23,True,True
base_0066_affine,base_0066,global_shadow,affine,calib,target,3,6,8,-1.150301456451416,-1.369051456451416,0.21875,True,21,True,True
base_0066_threshold,base_0066,global_shadow,threshold,calib,source,5,1,0,-0.735622227191925,-0.704372227191925,-0.03125,False,15,False,False
base_0066_threshold,base_0066,global_shadow,threshold,calib,target,3,0,1,-0.6281378865242004,-0.7843878865242004,0.15625,True,15,True,False
base_0067_affine,base_0067,call_frame,affine,test,source,4,6,9,-1.3590372800827026,-2.234037399291992,0.8750001192092896,True,21,True,False
base_0067_affine,base_0067,call_frame,affine,test,target,7,9,6,-2.6389288902282715,-1.326428771018982,-1.3125001192092896,False,21,False,False
base_0067_threshold,base_0067,call_frame,threshold,test,source,4,0,1,-0.7504552602767944,-0.8754552602767944,0.125,True,15,True,False
base_0067_threshold,base_0067,call_frame,threshold,test,target,7,1,0,-0.7631105184555054,-0.7631105184555054,0.0,False,15,False,False
base_0068_affine,base_0068,padded_shadow,affine,test,source,5,9,7,-1.6591776609420776,-1.5966776609420776,-0.0625,False,22,False,False
base_0068_affine,base_0068,padded_shadow,affine,test,target,3,7,9,-1.174070954322815,-2.2678208351135254,1.0937498807907104,True,22,True,False
base_0068_threshold,base_0068,padded_shadow,threshold,test,source,5,1,0,-0.7392624020576477,-0.7392624020576477,0.0,False,15,False,False
base_0068_threshold,base_0068,padded_shadow,threshold,test,target,3,0,1,-0.8312467336654663,-0.7062467336654663,-0.125,False,16,False,False
base_0069_affine,base_0069,global_shadow,affine,calib,source,5,6,3,-0.6284173727035522,-3.909667491912842,3.2812501192092896,True,21,True,True
base_0069_affine,base_0069,global_shadow,affine,calib,target,2,3,6,-1.1604485511779785,-1.3479485511779785,0.1875,True,18,True,True
base_0069_threshold,base_0069,global_shadow,threshold,calib,source,5,1,0,-0.7385333776473999,-0.7072833776473999,-0.03125,False,15,False,False
base_0069_threshold,base_0069,global_shadow,threshold,calib,target,2,0,1,-0.6430408358573914,-0.7680408358573914,0.125,True,15,True,False
base_0070_affine,base_0070,call_frame,affine,test,source,6,9,8,-1.8504970073699951,-1.3192470073699951,-0.53125,False,23,False,False
base_0070_affine,base_0070,call_frame,affine,test,target,5,8,9,-0.7941192388534546,-2.762869358062744,1.9687501192092896,True,23,True,False
base_0070_threshold,base_0070,call_frame,threshold,test,source,6,1,0,-0.5716177225112915,-0.8841177225112915,0.3125,True,16,True,False
base_0070_threshold,base_0070,call_frame,threshold,test,target,5,0,1,-0.9282777309417725,-0.5220277309417725,-0.40625,False,16,False,False
base_0071_affine,base_0071,padded_shadow,affine,test,source,6,8,9,-1.4943586587905884,-2.400608539581299,0.9062498807907104,True,16,False,False
base_0071_affine,base_0071,padded_shadow,affine,test,target,7,9,8,-2.359177589416504,-1.2341777086257935,-1.1249998807907104,False,23,False,False
base_0071_threshold,base_0071,padded_shadow,threshold,test,source,6,0,1,-0.7972174882888794,-0.6722174882888794,-0.125,False,16,False,False
base_0071_threshold,base_0071,padded_shadow,threshold,test,target,7,1,0,-0.6013350486755371,-0.8513350486755371,0.25,True,16,True,False
base_0072_affine,base_0072,global_shadow,affine,calib,source,4,8,9,-0.7489436864852905,-2.68644380569458,1.9375001192092896,True,23,True,False
base_0072_affine,base_0072,global_shadow,affine,calib,target,5,9,8,-1.6740573644638062,-1.6428073644638062,-0.03125,False,20,False,False
base_0072_threshold,base_0072,global_shadow,threshold,calib,source,4,0,1,-0.8793725371360779,-0.5668725371360779,-0.3125,False,16,False,False
base_0072_threshold,base_0072,global_shadow,threshold,calib,target,5,1,0,-0.6098929047584534,-0.7973929047584534,0.1875,True,16,True,False
base_0073_affine,base_0073,call_frame,affine,calib,source,2,6,9,-1.381356954574585,-3.068856954574585,1.6875,True,22,False,False
base_0073_affine,base_0073,call_frame,affine,calib,target,5,9,6,-3.0837254524230957,-2.1774754524230957,-0.90625,False,22,False,False
base_0073_threshold,base_0073,call_frame,threshold,calib,source,2,0,1,-0.8923366665840149,-0.6110866665840149,-0.28125,False,16,False,False
base_0073_threshold,base_0073,call_frame,threshold,calib,target,5,1,0,-0.5900280475616455,-0.9025280475616455,0.3125,True,16,True,False
base_0074_affine,base_0074,padded_shadow,affine,test,source,5,6,4,-1.269510269165039,-3.144510269165039,1.875,True,21,True,False
base_0074_affine,base_0074,padded_shadow,affine,test,target,3,4,6,-2.063429594039917,-1.188429594039917,-0.875,False,21,False,False
base_0074_threshold,base_0074,padded_shadow,threshold,test,source,5,1,0,-0.6706216335296631,-0.7956216335296631,0.125,True,16,True,False
base_0074_threshold,base_0074,padded_shadow,threshold,test,target,3,0,1,-0.874697744846344,-0.593447744846344,-0.28125,False,16,False,False
base_0075_affine,base_0075,global_shadow,affine,calib,source,5,8,7,-1.1597328186035156,-2.3472328186035156,1.1875,True,23,True,True
base_0075_affine,base_0075,global_shadow,affine,calib,target,4,7,8,-1.8298494815826416,-1.9235994815826416,0.09375,True,20,False,True
base_0075_threshold,base_0075,global_shadow,threshold,calib,source,5,1,0,-0.7334907650947571,-0.7334907650947571,0.0,False,15,False,False
base_0075_threshold,base_0075,global_shadow,threshold,calib,target,4,0,1,-0.7729390859603882,-0.6479390859603882,-0.125,False,16,False,False
base_0076_affine,base_0076,call_frame,affine,calib,source,7,9,8,-1.6122721433639526,-1.2997721433639526,-0.3125,False,23,False,False
base_0076_affine,base_0076,call_frame,affine,calib,target,6,8,9,-1.5362937450408936,-1.7550437450408936,0.21875,True,23,True,False
base_0076_threshold,base_0076,call_frame,threshold,calib,source,7,1,0,-0.6102932691574097,-0.8602932691574097,0.25,True,16,True,False
base_0076_threshold,base_0076,call_frame,threshold,calib,target,6,0,1,-0.9106034636497498,-0.5356034636497498,-0.375,False,16,False,False
base_0077_affine,base_0077,padded_shadow,affine,test,source,3,4,8,-1.3340442180633545,-2.7090442180633545,1.375,True,19,True,True
base_0077_affine,base_0077,padded_shadow,affine,test,target,7,8,4,-1.9332354068756104,-2.2144854068756104,0.28125,True,22,False,True
base_0077_threshold,base_0077,padded_shadow,threshold,test,source,3,0,1,-0.7748156785964966,-0.7748156785964966,0.0,False,15,True,False
base_0077_threshold,base_0077,padded_shadow,threshold,test,target,7,1,0,-0.7182595133781433,-0.7495095133781433,0.03125,True,16,True,False
base_0078_affine,base_0078,global_shadow,affine,test,source,3,7,9,-0.5404133200645447,-3.4154133796691895,2.8750000596046448,True,22,True,False
base_0078_affine,base_0078,global_shadow,affine,test,target,5,9,7,-4.498615741729736,-0.23299089074134827,-4.265624850988388,False,22,False,False
base_0078_threshold,base_0078,global_shadow,threshold,test,source,3,0,1,-0.7529398202896118,-0.6904398202896118,-0.0625,False,16,False,False
base_0078_threshold,base_0078,global_shadow,threshold,test,target,5,1,0,-0.7315852642059326,-0.6690852642059326,-0.0625,False,15,False,False
base_0079_affine,base_0079,call_frame,affine,test,source,3,5,6,-1.1884217262268066,-1.6884217262268066,0.5,True,20,True,False
base_0079_affine,base_0079,call_frame,affine,test,target,4,6,5,-2.1128058433532715,-0.8315557241439819,-1.2812501192092896,False,20,False,False
base_0079_threshold,base_0079,call_frame,threshold,test,source,3,0,1,-0.8750008940696716,-0.6875008940696716,-0.1875,False,16,False,False
base_0079_threshold,base_0079,call_frame,threshold,test,target,4,1,0,-0.6342930197715759,-0.8842930197715759,0.25,True,16,True,False
base_0080_affine,base_0080,padded_shadow,affine,test,source,7,8,4,-1.2409759759902954,-3.115975856781006,1.8749998807907104,True,23,True,True
base_0080_affine,base_0080,padded_shadow,affine,test,target,3,4,8,-1.5410733222961426,-1.9160733222961426,0.375,True,19,True,True
base_0080_threshold,base_0080,padded_shadow,threshold,test,source,7,1,0,-0.7437153458595276,-0.7124653458595276,-0.03125,False,15,False,False
base_0080_threshold,base_0080,padded_shadow,threshold,test,target,3,0,1,-0.8129981160163879,-0.6254981160163879,-0.1875,False,16,False,False
base_0081_affine,base_0081,global_shadow,affine,test,source,6,8,4,-1.022432804107666,-2.303682804107666,1.28125,True,23,True,True
base_0081_affine,base_0081,global_shadow,affine,test,target,2,4,8,-0.6384956240653992,-2.544745683670044,1.9062500596046448,True,19,True,True
base_0081_threshold,base_0081,global_shadow,threshold,test,source,6,1,0,-0.6499089598655701,-0.7749089598655701,0.125,True,16,True,True
base_0081_threshold,base_0081,global_shadow,threshold,test,target,2,0,1,-0.6372698545455933,-0.7622698545455933,0.125,True,15,True,True
base_0082_affine,base_0082,call_frame,affine,test,source,7,8,5,-0.7665613293647766,-2.391561269760132,1.6249999403953552,True,23,True,False
base_0082_affine,base_0082,call_frame,affine,test,target,4,5,8,-1.3666645288467407,-1.2416645288467407,-0.125,False,23,False,False
base_0082_threshold,base_0082,call_frame,threshold,test,source,7,1,0,-0.6033384799957275,-0.9470884799957275,0.34375,True,16,True,False
base_0082_threshold,base_0082,call_frame,threshold,test,target,4,0,1,-0.9686697721481323,-0.5311697721481323,-0.4375,False,16,False,False
base_0083_affine,base_0083,padded_shadow,affine,test,source,7,8,6,-0.9844218492507935,-3.234421730041504,2.2499998807907104,True,23,True,False
base_0083_affine,base_0083,padded_shadow,affine,test,target,5,6,8,-1.6423592567443848,-1.3923592567443848,-0.25,False,23,False,False
base_0083_threshold,base_0083,padded_shadow,threshold,test,source,7,1,0,-0.7318527102470398,-0.7006027102470398,-0.03125,False,15,False,False
base_0083_threshold,base_0083,padded_shadow,threshold,test,target,5,0,1,-0.7420073747634888,-0.6795073747634888,-0.0625,False,16,False,False
base_0084_affine,base_0084,global_shadow,affine,test,source,5,8,9,-0.8453531265258789,-2.376603126525879,1.53125,True,23,True,False
base_0084_affine,base_0084,global_shadow,affine,test,target,6,9,8,-2.8292553424835205,-0.9230053424835205,-1.90625,False,23,False,False
base_0084_threshold,base_0084,global_shadow,threshold,test,source,5,0,1,-0.7388551235198975,-0.7076051235198975,-0.03125,False,16,False,False
base_0084_threshold,base_0084,global_shadow,threshold,test,target,6,1,0,-0.698910653591156,-0.698910653591156,0.0,False,15,False,False
base_0085_affine,base_0085,call_frame,affine,calib,source,5,8,6,-0.8593225479125977,-2.1405725479125977,1.28125,True,23,True,False
base_0085_affine,base_0085,call_frame,affine,calib,target,3,6,8,-1.8813380002975464,-1.1938380002975464,-0.6875,False,20,False,False
base_0085_threshold,base_0085,call_frame,threshold,calib,source,5,1,0,-0.8682639598846436,-0.7432639598846436,-0.125,False,15,False,False
base_0085_threshold,base_0085,call_frame,threshold,calib,target,3,0,1,-0.7420334219932556,-0.7107834219932556,-0.03125,False,16,False,False
base_0086_affine,base_0086,padded_shadow,affine,calib,source,3,4,6,-1.055363416671753,-2.305363416671753,1.25,True,19,True,False
base_0086_affine,base_0086,padded_shadow,affine,calib,target,5,6,4,-1.8089981079101562,-1.2777481079101562,-0.53125,False,19,False,False
base_0086_threshold,base_0086,padded_shadow,threshold,calib,source,3,0,1,-0.832079291343689,-0.707079291343689,-0.125,False,16,False,False
base_0086_threshold,base_0086,padded_shadow,threshold,calib,target,5,1,0,-0.669579029083252,-0.794579029083252,0.125,True,16,True,False
base_0087_affine,base_0087,global_shadow,affine,test,source,2,3,7,-0.7530691027641296,-2.5968191623687744,1.8437500596046448,True,18,True,False
base_0087_affine,base_0087,global_shadow,affine,test,target,6,7,3,-1.807783842086792,-1.276533842086792,-0.53125,False,18,False,False
base_0087_threshold,base_0087,global_shadow,threshold,test,source,2,0,1,-0.6775735020637512,-0.8338235020637512,0.15625,True,15,True,False
base_0087_threshold,base_0087,global_shadow,threshold,test,target,6,1,0,-0.7364794015884399,-0.6739794015884399,-0.0625,False,15,False,False
base_0088_affine,base_0088,call_frame,affine,test,source,6,8,5,-1.4484103918075562,-2.1984105110168457,0.7500001192092896,True,23,True,True
base_0088_affine,base_0088,call_frame,affine,test,target,3,5,8,-1.0976436138153076,-2.0351436138153076,0.9375,True,20,True,True
base_0088_threshold,base_0088,call_frame,threshold,test,source,6,1,0,-0.7059244513511658,-0.7684244513511658,0.0625,True,16,True,False
base_0088_threshold,base_0088,call_frame,threshold,test,target,3,0,1,-0.795329749584198,-0.639079749584198,-0.15625,False,16,False,False
base_0089_affine,base_0089,padded_shadow,affine,calib,source,4,9,8,-1.4738892316818237,-2.2551393508911133,0.7812501192092896,True,16,False,False
base_0089_affine,base_0089,padded_shadow,affine,calib,target,3,8,9,-1.6848777532577515,-1.3723777532577515,-0.3125,False,24,False,False
base_0089_threshold,base_0089,padded_shadow,threshold,calib,source,4,1,0,-0.7208946347236633,-0.7833946347236633,0.0625,True,16,True,False
base_0089_threshold,base_0089,padded_shadow,threshold,calib,target,3,0,1,-0.8522059917449951,-0.6022059917449951,-0.25,False,16,False,False
base_0090_affine,base_0090,global_shadow,affine,test,source,5,8,9,-0.8644351363182068,-2.3331851959228516,1.4687500596046448,True,23,True,False
base_0090_affine,base_0090,global_shadow,affine,test,target,6,9,8,-2.5800158977508545,-0.7987658381462097,-1.7812500596046448,False,23,False,False
base_0090_threshold,base_0090,global_shadow,threshold,test,source,5,0,1,-0.8641529083251953,-0.5829029083251953,-0.28125,False,16,False,False
base_0090_threshold,base_0090,global_shadow,threshold,test,target,6,1,0,-0.6382163763046265,-0.7632163763046265,0.125,True,16,True,False
base_0091_affine,base_0091,call_frame,affine,test,source,4,6,5,-1.09334397315979,-1.46834397315979,0.375,True,21,True,True
base_0091_affine,base_0091,call_frame,affine,test,target,3,5,6,-0.9229105710983276,-2.079160690307617,1.1562501192092896,True,20,True,True
base_0091_threshold,base_0091,call_frame,threshold,test,source,4,1,0,-0.7413938045501709,-0.7726438045501709,0.03125,True,16,True,False
base_0091_threshold,base_0091,call_frame,threshold,test,target,3,0,1,-0.8898515701293945,-0.6086015701293945,-0.28125,False,16,False,False
base_0092_affine,base_0092,padded_shadow,affine,test,source,3,5,9,-1.5960590839385986,-2.0335590839385986,0.4375,True,20,True,False
base_0092_affine,base_0092,padded_shadow,affine,test,target,7,9,5,-1.7128512859344482,-1.3378512859344482,-0.375,False,20,False,False
base_0092_threshold,base_0092,padded_shadow,threshold,test,source,3,0,1,-0.6811199188232422,-0.8061199188232422,0.125,True,15,True,False
base_0092_threshold,base_0092,padded_shadow,threshold,test,target,7,1,0,-0.7942540645599365,-0.6380040645599365,-0.15625,False,15,False,False
base_0093_affine,base_0093,global_shadow,affine,calib,source,4,8,7,-2.1101369857788086,-1.0476369857788086,-1.0625,False,22,False,False
base_0093_affine,base_0093,global_shadow,affine,calib,target,3,7,8,-0.5846943259239197,-3.3346943855285645,2.7500000596046448,True,22,True,False
base_0093_threshold,base_0093,global_shadow,threshold,calib,source,4,1,0,-0.7557449340820312,-0.6932449340820312,-0.0625,False,15,False,False
base_0093_threshold,base_0093,global_shadow,threshold,calib,target,3,0,1,-0.7646400332450867,-0.6396400332450867,-0.125,False,16,False,False
base_0094_affine,base_0094,call_frame,affine,test,source,2,4,9,-2.478494167327881,-1.8534941673278809,-0.625,False,20,False,False
base_0094_affine,base_0094,call_frame,affine,test,target,7,9,4,-1.411790132522583,-3.286790132522583,1.875,True,20,False,False
base_0094_threshold,base_0094,call_frame,threshold,test,source,2,0,1,-0.736982524394989,-0.736982524394989,0.0,False,15,True,False
base_0094_threshold,base_0094,call_frame,threshold,test,target,7,1,0,-0.71010422706604,-0.71010422706604,0.0,False,15,False,False
base_0095_affine,base_0095,padded_shadow,affine,test,source,6,9,7,-1.5963904857635498,-2.34639048576355,0.75,True,16,False,False
base_0095_affine,base_0095,padded_shadow,affine,test,target,4,7,9,-2.14680814743042,-1.52180814743042,-0.625,False,24,False,False
base_0095_threshold,base_0095,padded_shadow,threshold,test,source,6,1,0,-0.6744248270988464,-0.7994248270988464,0.125,True,16,True,False
base_0095_threshold,base_0095,padded_shadow,threshold,test,target,4,0,1,-0.8509920835494995,-0.6009920835494995,-0.25,False,16,False,False
base_0096_affine,base_0096,global_shadow,affine,test,source,2,4,9,-2.042107105255127,-2.542107105255127,0.5,True,20,False,True
base_0096_affine,base_0096,global_shadow,affine,test,target,7,9,4,-1.8078356981277466,-4.870335578918457,3.0624998807907104,True,20,False,True
base_0096_threshold,base_0096,global_shadow,threshold,test,source,2,0,1,-0.6740627884864807,-0.8303127884864807,0.15625,True,15,True,False
base_0096_threshold,base_0096,global_shadow,threshold,test,target,7,1,0,-0.8301908373832703,-0.5801908373832703,-0.25,False,15,False,False
base_0097_affine,base_0097,call_frame,affine,test,source,3,5,9,-0.8284034132957458,-2.3284034729003906,1.5000000596046448,True,20,True,False
base_0097_affine,base_0097,call_frame,affine,test,target,7,9,5,-2.2648468017578125,-0.6710967421531677,-1.5937500596046448,False,20,False,False
base_0097_threshold,base_0097,call_frame,threshold,test,source,3,0,1,-0.6914029717445374,-0.7851529717445374,0.09375,True,15,True,True
base_0097_threshold,base_0097,call_frame,threshold,test,target,7,1,0,-0.682848334312439,-0.745348334312439,0.0625,True,16,True,True
base_0098_affine,base_0098,padded_shadow,affine,test,source,6,8,9,-1.5925315618515015,-1.9050315618515015,0.3125,True,16,False,False
base_0098_affine,base_0098,padded_shadow,affine,test,target,7,9,8,-2.096733331680298,-1.1904833316802979,-0.90625,False,23,False,False
base_0098_threshold,base_0098,padded_shadow,threshold,test,source,6,0,1,-0.7560747861862183,-0.6935747861862183,-0.0625,False,16,False,False
base_0098_threshold,base_0098,padded_shadow,threshold,test,target,7,1,0,-0.6877038478851318,-0.7502038478851318,0.0625,True,16,True,False
base_0099_affine,base_0099,global_shadow,affine,test,source,4,5,7,-0.7344215512275696,-2.359421491622925,1.6249999403953552,True,20,True,True
base_0099_affine,base_0099,global_shadow,affine,test,target,6,7,5,-1.2028146982192993,-1.4840646982192993,0.28125,True,21,False,True
base_0099_threshold,base_0099,global_shadow,threshold,test,source,4,0,1,-0.7024174332618713,-0.7336674332618713,0.03125,True,15,True,False
base_0099_threshold,base_0099,global_shadow,threshold,test,target,6,1,0,-0.7792609333992004,-0.6230109333992004,-0.15625,False,15,False,False
