model,base_id,split,arm,binding,n_tokens_bare,n_tokens_prompt,use_index,mutation_index,use_minus_mutation,use_token_id,scored_text_is_program,bare_prefix_matches_prompt,use_is_last_bare,use_token_identical,one_token_mutation,mutation_distance_ok,ok
deepseek-coder-6.7b,base_0066,calib,ba,target,16,21,15,9,6,258,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0067,test,ab,source,16,21,15,9,6,270,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0067,test,ab,target,16,21,15,9,6,270,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0067,test,ba,source,16,21,15,9,6,270,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0067,test,ba,target,16,21,15,9,6,270,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0068,calib,ab,source,16,21,15,9,6,521,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0068,calib,ab,target,16,21,15,9,6,521,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0068,calib,ba,source,16,21,15,9,6,521,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0068,calib,ba,target,16,21,15,9,6,521,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0069,calib,ab,source,16,21,15,9,6,252,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0069,calib,ab,target,16,21,15,9,6,252,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0069,calib,ba,source,16,21,15,9,6,252,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0069,calib,ba,target,16,21,15,9,6,252,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0070,test,ab,source,16,21,15,9,6,286,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0070,test,ab,target,16,21,15,9,6,286,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0070,test,ba,source,16,21,15,9,6,286,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0070,test,ba,target,16,21,15,9,6,286,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0071,test,ab,source,16,21,15,9,6,528,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0071,test,ab,target,16,21,15,9,6,528,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0071,test,ba,source,16,21,15,9,6,528,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0071,test,ba,target,16,21,15,9,6,528,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0072,calib,ab,source,16,21,15,9,6,353,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0072,calib,ab,target,16,21,15,9,6,353,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0072,calib,ba,source,16,21,15,9,6,353,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0072,calib,ba,target,16,21,15,9,6,353,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0073,test,ab,source,16,21,15,9,6,273,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0073,test,ab,target,16,21,15,9,6,273,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0073,test,ba,source,16,21,15,9,6,273,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0073,test,ba,target,16,21,15,9,6,273,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0074,calib,ab,source,16,21,15,9,6,353,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0074,calib,ab,target,16,21,15,9,6,353,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0074,calib,ba,source,16,21,15,9,6,353,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0074,calib,ba,target,16,21,15,9,6,353,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0075,calib,ab,source,16,21,15,9,6,270,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0075,calib,ab,target,16,21,15,9,6,270,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0075,calib,ba,source,16,21,15,9,6,270,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0075,calib,ba,target,16,21,15,9,6,270,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0076,test,ab,source,16,21,15,9,6,2631,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0076,test,ab,target,16,21,15,9,6,2631,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0076,test,ba,source,16,21,15,9,6,2631,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0076,test,ba,target,16,21,15,9,6,2631,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0077,calib,ab,source,16,21,15,9,6,2631,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0077,calib,ab,target,16,21,15,9,6,2631,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0077,calib,ba,source,16,21,15,9,6,2631,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0077,calib,ba,target,16,21,15,9,6,2631,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0078,test,ab,source,16,21,15,9,6,320,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0078,test,ab,target,16,21,15,9,6,320,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0078,test,ba,source,16,21,15,9,6,320,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0078,test,ba,target,16,21,15,9,6,320,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0079,test,ab,source,16,21,15,9,6,265,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0079,test,ab,target,16,21,15,9,6,265,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0079,test,ba,source,16,21,15,9,6,265,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0079,test,ba,target,16,21,15,9,6,265,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0080,test,ab,source,16,21,15,9,6,259,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0080,test,ab,target,16,21,15,9,6,259,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0080,test,ba,source,16,21,15,9,6,259,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0080,test,ba,target,16,21,15,9,6,259,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0081,test,ab,source,16,21,15,9,6,258,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0081,test,ab,target,16,21,15,9,6,258,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0081,test,ba,source,16,21,15,9,6,258,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0081,test,ba,target,16,21,15,9,6,258,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0082,test,ab,source,16,21,15,9,6,259,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0082,test,ab,target,16,21,15,9,6,259,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0082,test,ba,source,16,21,15,9,6,259,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0082,test,ba,target,16,21,15,9,6,259,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0083,test,ab,source,16,21,15,9,6,460,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0083,test,ab,target,16,21,15,9,6,460,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0083,test,ba,source,16,21,15,9,6,460,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0083,test,ba,target,16,21,15,9,6,460,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0084,test,ab,source,16,21,15,9,6,265,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0084,test,ab,target,16,21,15,9,6,265,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0084,test,ba,source,16,21,15,9,6,265,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0084,test,ba,target,16,21,15,9,6,265,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0085,calib,ab,source,16,21,15,9,6,427,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0085,calib,ab,target,16,21,15,9,6,427,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0085,calib,ba,source,16,21,15,9,6,427,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0085,calib,ba,target,16,21,15,9,6,427,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0086,test,ab,source,16,21,15,9,6,427,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0086,test,ab,target,16,21,15,9,6,427,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0086,test,ba,source,16,21,15,9,6,427,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0086,test,ba,target,16,21,15,9,6,427,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0087,test,ab,source,16,21,15,9,6,258,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0087,test,ab,target,16,21,15,9,6,258,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0087,test,ba,source,16,21,15,9,6,258,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0087,test,ba,target,16,21,15,9,6,258,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0088,calib,ab,source,16,21,15,9,6,528,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0088,calib,ab,target,16,21,15,9,6,528,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0088,calib,ba,source,16,21,15,9,6,528,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0088,calib,ba,target,16,21,15,9,6,528,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0089,calib,ab,source,16,21,15,9,6,521,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0089,calib,ab,target,16,21,15,9,6,521,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0089,calib,ba,source,16,21,15,9,6,521,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0089,calib,ba,target,16,21,15,9,6,521,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0090,test,ab,source,16,21,15,9,6,427,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0090,test,ab,target,16,21,15,9,6,427,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0090,test,ba,source,16,21,15,9,6,427,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0090,test,ba,target,16,21,15,9,6,427,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0091,test,ab,source,16,21,15,9,6,320,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0091,test,ab,target,16,21,15,9,6,320,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0091,test,ba,source,16,21,15,9,6,320,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0091,test,ba,target,16,21,15,9,6,320,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0092,test,ab,source,16,21,15,9,6,273,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0092,test,ab,target,16,21,15,9,6,273,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0092,test,ba,source,16,21,15,9,6,273,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0092,test,ba,target,16,21,15,9,6,273,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0093,calib,ab,source,16,21,15,9,6,263,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0093,calib,ab,target,16,21,15,9,6,263,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0093,calib,ba,source,16,21,15,9,6,263,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0093,calib,ba,target,16,21,15,9,6,263,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0094,calib,ab,source,16,21,15,9,6,300,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0094,calib,ab,target,16,21,15,9,6,300,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0094,calib,ba,source,16,21,15,9,6,300,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0094,calib,ba,target,16,21,15,9,6,300,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0095,test,ab,source,16,21,15,9,6,460,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0095,test,ab,target,16,21,15,9,6,460,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0095,test,ba,source,16,21,15,9,6,460,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0095,test,ba,target,16,21,15,9,6,460,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0096,calib,ab,source,16,21,15,9,6,2631,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0096,calib,ab,target,16,21,15,9,6,2631,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0096,calib,ba,source,16,21,15,9,6,2631,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0096,calib,ba,target,16,21,15,9,6,2631,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0097,calib,ab,source,16,21,15,9,6,258,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0097,calib,ab,target,16,21,15,9,6,258,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0097,calib,ba,source,16,21,15,9,6,258,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0097,calib,ba,target,16,21,15,9,6,258,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0098,test,ab,source,16,21,15,9,6,245,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0098,test,ab,target,16,21,15,9,6,245,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0098,test,ba,source,16,21,15,9,6,245,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0098,test,ba,target,16,21,15,9,6,245,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0099,calib,ab,source,16,21,15,9,6,286,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0099,calib,ab,target,16,21,15,9,6,286,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0099,calib,ba,source,16,21,15,9,6,286,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0099,calib,ba,target,16,21,15,9,6,286,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0100,calib,ab,source,16,21,15,9,6,353,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0100,calib,ab,target,16,21,15,9,6,353,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0100,calib,ba,source,16,21,15,9,6,353,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0100,calib,ba,target,16,21,15,9,6,353,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0101,test,ab,source,16,21,15,9,6,300,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0101,test,ab,target,16,21,15,9,6,300,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0101,test,ba,source,16,21,15,9,6,300,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0101,test,ba,target,16,21,15,9,6,300,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0102,test,ab,source,16,21,15,9,6,259,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0102,test,ab,target,16,21,15,9,6,259,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0102,test,ba,source,16,21,15,9,6,259,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0102,test,ba,target,16,21,15,9,6,259,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0103,test,ab,source,16,21,15,9,6,300,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0103,test,ab,target,16,21,15,9,6,300,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0103,test,ba,source,16,21,15,9,6,300,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0103,test,ba,target,16,21,15,9,6,300,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0104,test,ab,source,16,21,15,9,6,270,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0104,test,ab,target,16,21,15,9,6,270,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0104,test,ba,source,16,21,15,9,6,270,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0104,test,ba,target,16,21,15,9,6,270,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0105,test,ab,source,16,21,15,9,6,263,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0105,test,ab,target,16,21,15,9,6,263,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0105,test,ba,source,16,21,15,9,6,263,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0105,test,ba,target,16,21,15,9,6,263,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0106,calib,ab,source,16,21,15,9,6,320,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0106,calib,ab,target,16,21,15,9,6,320,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0106,calib,ba,source,16,21,15,9,6,320,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0106,calib,ba,target,16,21,15,9,6,320,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0107,test,ab,source,16,21,15,9,6,286,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0107,test,ab,target,16,21,15,9,6,286,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0107,test,ba,source,16,21,15,9,6,286,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0107,test,ba,target,16,21,15,9,6,286,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0108,test,ab,source,16,21,15,9,6,291,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0108,test,ab,target,16,21,15,9,6,291,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0108,test,ba,source,16,21,15,9,6,291,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0108,test,ba,target,16,21,15,9,6,291,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0109,test,ab,source,16,21,15,9,6,528,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0109,test,ab,target,16,21,15,9,6,528,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0109,test,ba,source,16,21,15,9,6,528,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0109,test,ba,target,16,21,15,9,6,528,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0110,test,ab,source,16,21,15,9,6,265,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0110,test,ab,target,16,21,15,9,6,265,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0110,test,ba,source,16,21,15,9,6,265,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0110,test,ba,target,16,21,15,9,6,265,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0111,test,ab,source,16,21,15,9,6,460,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0111,test,ab,target,16,21,15,9,6,460,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0111,test,ba,source,16,21,15,9,6,460,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0111,test,ba,target,16,21,15,9,6,460,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0112,test,ab,source,16,21,15,9,6,521,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0112,test,ab,target,16,21,15,9,6,521,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0112,test,ba,source,16,21,15,9,6,521,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0112,test,ba,target,16,21,15,9,6,521,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0113,test,ab,source,16,21,15,9,6,265,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0113,test,ab,target,16,21,15,9,6,265,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0113,test,ba,source,16,21,15,9,6,265,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0113,test,ba,target,16,21,15,9,6,265,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0114,test,ab,source,16,21,15,9,6,528,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0114,test,ab,target,16,21,15,9,6,528,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0114,test,ba,source,16,21,15,9,6,528,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0114,test,ba,target,16,21,15,9,6,528,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0115,test,ab,source,16,21,15,9,6,265,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0115,test,ab,target,16,21,15,9,6,265,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0115,test,ba,source,16,21,15,9,6,265,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0115,test,ba,target,16,21,15,9,6,265,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0116,test,ab,source,16,21,15,9,6,263,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0116,test,ab,target,16,21,15,9,6,263,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0116,test,ba,source,16,21,15,9,6,263,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0116,test,ba,target,16,21,15,9,6,263,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0117,test,ab,source,16,21,15,9,6,528,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0117,test,ab,target,16,21,15,9,6,528,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0117,test,ba,source,16,21,15,9,6,528,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0117,test,ba,target,16,21,15,9,6,528,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0118,test,ab,source,16,21,15,9,6,4652,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0118,test,ab,target,16,21,15,9,6,4652,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0118,test,ba,source,16,21,15,9,6,4652,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0118,test,ba,target,16,21,15,9,6,4652,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0119,test,ab,source,16,21,15,9,6,4652,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0119,test,ab,target,16,21,15,9,6,4652,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0119,test,ba,source,16,21,15,9,6,4652,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0119,test,ba,target,16,21,15,9,6,4652,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0120,calib,ab,source,16,21,15,9,6,265,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0120,calib,ab,target,16,21,15,9,6,265,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0120,calib,ba,source,16,21,15,9,6,265,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0120,calib,ba,target,16,21,15,9,6,265,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0121,test,ab,source,16,21,15,9,6,270,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0121,test,ab,target,16,21,15,9,6,270,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0121,test,ba,source,16,21,15,9,6,270,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0121,test,ba,target,16,21,15,9,6,270,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0122,calib,ab,source,16,21,15,9,6,353,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0122,calib,ab,target,16,21,15,9,6,353,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0122,calib,ba,source,16,21,15,9,6,353,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0122,calib,ba,target,16,21,15,9,6,353,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0123,calib,ab,source,16,21,15,9,6,258,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0123,calib,ab,target,16,21,15,9,6,258,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0123,calib,ba,source,16,21,15,9,6,258,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0123,calib,ba,target,16,21,15,9,6,258,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0124,test,ab,source,16,21,15,9,6,263,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0124,test,ab,target,16,21,15,9,6,263,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0124,test,ba,source,16,21,15,9,6,263,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0124,test,ba,target,16,21,15,9,6,263,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0125,test,ab,source,16,21,15,9,6,4652,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0125,test,ab,target,16,21,15,9,6,4652,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0125,test,ba,source,16,21,15,9,6,4652,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0125,test,ba,target,16,21,15,9,6,4652,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0126,test,ab,source,16,21,15,9,6,353,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0126,test,ab,target,16,21,15,9,6,353,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0126,test,ba,source,16,21,15,9,6,353,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0126,test,ba,target,16,21,15,9,6,353,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0127,calib,ab,source,16,21,15,9,6,265,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0127,calib,ab,target,16,21,15,9,6,265,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0127,calib,ba,source,16,21,15,9,6,265,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0127,calib,ba,target,16,21,15,9,6,265,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0128,test,ab,source,16,21,15,9,6,273,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0128,test,ab,target,16,21,15,9,6,273,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0128,test,ba,source,16,21,15,9,6,273,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0128,test,ba,target,16,21,15,9,6,273,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0129,test,ab,source,16,21,15,9,6,273,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0129,test,ab,target,16,21,15,9,6,273,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0129,test,ba,source,16,21,15,9,6,273,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0129,test,ba,target,16,21,15,9,6,273,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0130,calib,ab,source,16,21,15,9,6,259,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0130,calib,ab,target,16,21,15,9,6,259,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0130,calib,ba,source,16,21,15,9,6,259,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0130,calib,ba,target,16,21,15,9,6,259,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0131,test,ab,source,16,21,15,9,6,427,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0131,test,ab,target,16,21,15,9,6,427,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0131,test,ba,source,16,21,15,9,6,427,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0131,test,ba,target,16,21,15,9,6,427,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0132,test,ab,source,16,21,15,9,6,2631,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0132,test,ab,target,16,21,15,9,6,2631,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0132,test,ba,source,16,21,15,9,6,2631,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0132,test,ba,target,16,21,15,9,6,2631,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0133,calib,ab,source,16,21,15,9,6,258,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0133,calib,ab,target,16,21,15,9,6,258,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0133,calib,ba,source,16,21,15,9,6,258,True,True,True,True,True,True,True
deepseek-coder-6.7b,base_0133,calib,ba,target,16,21,15,9,6,258,True,True,True,True,True,True,True
