pair_id,base_id,op_family,split,variant,answer_correct,logp_correct,logp_other,logit_diff,correct,argmax_token,argmax_is_correct,gates_required,gate_override,gate_override_reason
base_0035_add,base_0035,add,test,base,9,-2.6645607948303223,-1.4458106756210327,-1.2187501192092896,0,21,0,G0,False,
base_0035_add,base_0035,add,test,counter,7,-1.7511556148529053,-3.2511556148529053,1.5,1,20,0,G0,False,
base_0035_double_sub,base_0035,double_sub,test,base,7,-2.7560410499572754,-2.5372910499572754,-0.21875,0,16,0,G0,False,
base_0035_double_sub,base_0035,double_sub,test,counter,3,-2.4854798316955566,-2.9229798316955566,0.4375,1,16,0,G0,False,
base_0035_mod,base_0035,mod,test,base,3,-1.563607096672058,-1.313607096672058,-0.25,0,16,0,G0,False,
base_0035_mod,base_0035,mod,test,counter,1,-1.4401086568832397,-1.4401086568832397,0.0,0,17,0,G0,False,
base_0036_add,base_0036,add,test,base,9,-2.8825600147247314,-1.5388100147247314,-1.34375,0,22,0,G0,False,
base_0036_add,base_0036,add,test,counter,7,-2.0716631412506104,-3.6029131412506104,1.53125,1,20,0,G0,False,
base_0036_sub_from,base_0036,sub_from,test,base,1,-1.8582147359848022,-2.264464855194092,0.40625011920928955,1,20,0,G0,False,
base_0036_sub_from,base_0036,sub_from,test,counter,3,-2.020773410797119,-1.8645235300064087,-0.15624988079071045,0,20,0,G0,False,
base_0036_double_sub,base_0036,double_sub,test,base,9,-3.1379899978637695,-2.4504899978637695,-0.6875,0,16,0,G0,False,
base_0036_double_sub,base_0036,double_sub,test,counter,5,-2.1203064918518066,-3.1515564918518066,1.03125,1,16,0,G0,False,
base_0037_add,base_0037,add,test,base,9,-2.530768394470215,-2.062018394470215,-0.46875,0,22,0,G0,False,
base_0037_add,base_0037,add,test,counter,8,-1.8039767742156982,-2.3977267742156982,0.59375,1,22,0,G0,False,
base_0037_sub_from,base_0037,sub_from,test,base,1,-2.2673540115356445,-2.4236040115356445,0.15625,1,23,0,G0,False,
base_0037_sub_from,base_0037,sub_from,test,counter,2,-2.4728055000305176,-2.1603055000305176,-0.3125,0,20,0,G0,False,
base_0037_mod,base_0037,mod,test,base,1,-1.3017339706420898,-1.3017339706420898,0.0,0,15,0,G0,False,
base_0037_mod,base_0037,mod,test,counter,0,-1.2908034324645996,-1.2283034324645996,-0.0625,0,16,0,G0,False,
base_0038_add,base_0038,add,test,base,9,-2.4789178371429443,-2.0414178371429443,-0.4375,0,22,0,G0,False,
base_0038_add,base_0038,add,test,counter,8,-2.1237471103668213,-2.4987471103668213,0.375,1,22,0,G0,False,
base_0038_sub_from,base_0038,sub_from,test,base,1,-1.8835556507110596,-2.3523056507110596,0.46875,1,23,0,G0,False,
base_0038_sub_from,base_0038,sub_from,test,counter,2,-2.4685158729553223,-1.7185157537460327,-0.7500001192092896,0,20,0,G0,False,
base_0038_mod,base_0038,mod,test,base,1,-1.447283148765564,-1.384783148765564,-0.0625,0,15,0,G0,False,
base_0038_mod,base_0038,mod,test,counter,0,-1.45417058467865,-1.45417058467865,0.0,0,15,1,G0,False,
base_0039_add,base_0039,add,calib,base,9,-3.1243841648101807,-1.2181341648101807,-1.90625,0,21,0,G0,False,
base_0039_add,base_0039,add,calib,counter,7,-1.799578070640564,-4.0183281898498535,2.2187501192092896,1,21,0,G0,False,
base_0039_sub_from,base_0039,sub_from,calib,base,1,-2.512329578399658,-2.168579578399658,-0.34375,0,20,0,G0,False,
base_0039_sub_from,base_0039,sub_from,calib,counter,3,-2.261610984802246,-2.574110984802246,0.3125,1,20,0,G0,False,
base_0039_double_sub,base_0039,double_sub,calib,base,9,-2.767589807510376,-2.423839807510376,-0.34375,0,16,0,G0,False,
base_0039_double_sub,base_0039,double_sub,calib,counter,5,-2.4597203731536865,-3.0534703731536865,0.59375,1,16,0,G0,False,
base_0039_mod,base_0039,mod,calib,base,3,-1.4023208618164062,-1.3398208618164062,-0.0625,0,16,0,G0,False,
base_0039_mod,base_0039,mod,calib,counter,1,-1.5946277379989624,-1.1571277379989624,-0.4375,0,18,0,G0,False,
base_0040_add,base_0040,add,test,base,9,-2.7525455951690674,-1.5025455951690674,-1.25,0,21,0,G0,False,
base_0040_add,base_0040,add,test,counter,7,-1.875545620918274,-3.3442955017089844,1.4687498807907104,1,20,0,G0,False,
base_0040_sub_from,base_0040,sub_from,test,base,1,-2.4434635639190674,-2.5372135639190674,0.09375,1,24,0,G0,False,
base_0040_sub_from,base_0040,sub_from,test,counter,3,-2.565033435821533,-2.408783435821533,-0.15625,0,24,0,G0,False,
base_0040_double_sub,base_0040,double_sub,test,base,9,-3.0103018283843994,-2.4165518283843994,-0.59375,0,16,0,G0,False,
base_0040_double_sub,base_0040,double_sub,test,counter,5,-2.389516830444336,-3.108266830444336,0.71875,1,16,0,G0,False,
base_0040_mod,base_0040,mod,test,base,3,-1.285191535949707,-1.347691535949707,0.0625,1,18,1,G0,False,
base_0040_mod,base_0040,mod,test,counter,1,-1.7917249202728271,-1.0417249202728271,-0.75,0,18,0,G0,False,
base_0041_add,base_0041,add,calib,base,8,-1.5131276845932007,-2.5756278038024902,1.0625001192092896,1,23,1,G0,False,
base_0041_add,base_0041,add,calib,counter,9,-2.2196030616760254,-1.844603180885315,-0.37499988079071045,0,22,0,G0,False,
base_0041_sub_from,base_0041,sub_from,calib,base,2,-2.7161855697631836,-2.2474355697631836,-0.46875,0,23,0,G0,False,
base_0041_sub_from,base_0041,sub_from,calib,counter,1,-1.7911148071289062,-2.3848648071289062,0.59375,1,20,0,G0,False,
base_0041_mod,base_0041,mod,calib,base,1,-2.0537421703338623,-1.8349921703338623,-0.21875,0,18,0,G0,False,
base_0041_mod,base_0041,mod,calib,counter,2,-1.6346276998519897,-1.5721276998519897,-0.0625,0,18,0,G0,False,
base_0042_add,base_0042,add,test,base,9,-2.138457775115967,-1.9509577751159668,-0.1875,0,16,0,G0,False,
base_0042_add,base_0042,add,test,counter,8,-1.9334170818328857,-2.4021670818328857,0.46875,1,16,0,G0,False,
base_0042_sub_from,base_0042,sub_from,test,base,1,-2.3948609828948975,-2.4886109828948975,0.09375,1,20,0,G0,False,
base_0042_sub_from,base_0042,sub_from,test,counter,2,-2.4770803451538086,-2.3208303451538086,-0.15625,0,23,0,G0,False,
base_0042_mod,base_0042,mod,test,base,2,-1.745733380317688,-1.558233380317688,-0.1875,0,16,0,G0,False,
base_0042_mod,base_0042,mod,test,counter,1,-1.7345706224441528,-1.7345706224441528,0.0,0,18,0,G0,False,
base_0043_sub_from,base_0043,sub_from,test,base,1,-2.077160120010376,-2.545910120010376,0.46875,1,24,0,G0,False,
base_0043_sub_from,base_0043,sub_from,test,counter,3,-2.2142701148986816,-1.8705202341079712,-0.34374988079071045,0,20,0,G0,False,
base_0043_double_sub,base_0043,double_sub,test,base,7,-2.7380762100219727,-2.7068262100219727,-0.03125,0,16,0,G0,False,
base_0043_double_sub,base_0043,double_sub,test,counter,3,-2.5708553791046143,-2.6958553791046143,0.125,1,16,0,G0,False,
base_0043_mod,base_0043,mod,test,base,3,-1.6849124431610107,-1.5599124431610107,-0.125,0,16,0,G0,False,
base_0043_mod,base_0043,mod,test,counter,1,-1.564429759979248,-1.189429759979248,-0.375,0,18,0,G0,False,
base_0044_add,base_0044,add,test,base,7,-1.6889173984527588,-3.188917398452759,1.5,1,21,0,G0,False,
base_0044_add,base_0044,add,test,counter,9,-2.511784791946411,-1.6992847919464111,-0.8125,0,21,0,G0,False,
base_0044_double_sub,base_0044,double_sub,test,base,5,-2.1718430519104004,-2.9843430519104004,0.8125,1,16,0,G0,False,
base_0044_double_sub,base_0044,double_sub,test,counter,9,-3.1096479892730713,-2.5783979892730713,-0.53125,0,16,0,G0,False,
base_0044_mod,base_0044,mod,test,base,1,-1.6979491710662842,-1.1354491710662842,-0.5625,0,18,0,G0,False,
base_0044_mod,base_0044,mod,test,counter,3,-1.6987282037734985,-1.4487282037734985,-0.25,0,16,0,G0,False,
base_0045_add,base_0045,add,test,base,8,-1.9360918998718262,-2.967341899871826,1.03125,1,21,0,G0,False,
base_0045_add,base_0045,add,test,counter,9,-2.6951005458831787,-2.3826005458831787,-0.3125,0,22,0,G0,False,
base_0045_sub_from,base_0045,sub_from,test,base,2,-2.571141481399536,-1.8836414813995361,-0.6875,0,20,0,G0,False,
base_0045_sub_from,base_0045,sub_from,test,counter,1,-1.8133209943771362,-2.469571113586426,0.6562501192092896,1,20,0,G0,False,
base_0045_mod,base_0045,mod,test,base,1,-1.810809850692749,-1.685809850692749,-0.125,0,18,0,G0,False,
base_0045_mod,base_0045,mod,test,counter,2,-1.630226969718933,-1.692726969718933,0.0625,1,17,1,G0,False,
base_0046_add,base_0046,add,test,base,9,-2.6076693534851074,-1.826419472694397,-0.7812498807907104,0,22,0,G0,False,
base_0046_add,base_0046,add,test,counter,8,-1.8657331466674805,-3.4594831466674805,1.59375,1,20,0,G0,False,
base_0046_sub_from,base_0046,sub_from,test,base,1,-2.275829315185547,-2.463329315185547,0.1875,1,20,0,G0,False,
base_0046_sub_from,base_0046,sub_from,test,counter,2,-2.6315979957580566,-2.5378479957580566,-0.09375,0,20,0,G0,False,
base_0046_mod,base_0046,mod,test,base,1,-1.262357473373413,-1.262357473373413,0.0,0,15,0,G0,False,
base_0046_mod,base_0046,mod,test,counter,0,-0.7910179495811462,-1.634768009185791,0.8437500596046448,1,15,1,G0,False,
base_0047_add,base_0047,add,calib,base,8,-1.5425708293914795,-2.5425708293914795,1.0,1,22,0,G0,False,
base_0047_add,base_0047,add,calib,counter,9,-2.3226943016052246,-1.853944182395935,-0.46875011920928955,0,22,0,G0,False,
base_0047_sub_from,base_0047,sub_from,calib,base,2,-2.750652313232422,-2.281902313232422,-0.46875,0,23,0,G0,False,
base_0047_sub_from,base_0047,sub_from,calib,counter,1,-2.250359058380127,-2.656609058380127,0.40625,1,20,0,G0,False,
base_0047_mod,base_0047,mod,calib,base,0,-0.9280727505683899,-1.7718226909637451,0.8437499403953552,1,15,1,G0,False,
base_0047_mod,base_0047,mod,calib,counter,1,-1.1376430988311768,-1.4501430988311768,0.3125,1,16,1,G0,False,
base_0048_add,base_0048,add,test,base,7,-1.4282276630401611,-3.303227663040161,1.875,1,21,0,G0,False,
base_0048_add,base_0048,add,test,counter,9,-2.196132183074951,-1.5398821830749512,-0.65625,0,22,0,G0,False,
base_0048_double_sub,base_0048,double_sub,test,base,3,-2.597126007080078,-2.659626007080078,0.0625,1,16,0,G0,False,
base_0048_double_sub,base_0048,double_sub,test,counter,7,-2.793804407119751,-2.606304407119751,-0.1875,0,16,0,G0,False,
base_0048_mod,base_0048,mod,test,base,1,-1.4939932823181152,-1.2439932823181152,-0.25,0,18,0,G0,False,
base_0048_mod,base_0048,mod,test,counter,3,-1.7862892150878906,-1.3487892150878906,-0.4375,0,16,0,G0,False,
base_0049_add,base_0049,add,test,base,9,-3.058128833770752,-2.401878833770752,-0.65625,0,21,0,G0,False,
base_0049_add,base_0049,add,test,counter,8,-2.309305191040039,-2.840555191040039,0.53125,1,22,0,G0,False,
base_0049_sub_from,base_0049,sub_from,test,base,1,-2.190546989440918,-2.034296989440918,-0.15625,0,19,0,G0,False,
base_0049_sub_from,base_0049,sub_from,test,counter,2,-2.293649435043335,-1.856149435043335,-0.4375,0,20,0,G0,False,
base_0049_mod,base_0049,mod,test,base,1,-1.237624168395996,-1.425124168395996,0.1875,1,16,1,G0,False,
base_0049_mod,base_0049,mod,test,counter,0,-1.2211267948150635,-1.2836267948150635,0.0625,1,15,1,G0,False,
base_0050_add,base_0050,add,calib,base,7,-1.849592924118042,-3.443342924118042,1.59375,1,20,0,G0,False,
base_0050_add,base_0050,add,calib,counter,9,-2.6893296241760254,-1.3768296241760254,-1.3125,0,21,0,G0,False,
base_0050_sub_from,base_0050,sub_from,calib,base,3,-2.5050361156463623,-2.1612861156463623,-0.34375,0,24,0,G0,False,
base_0050_sub_from,base_0050,sub_from,calib,counter,1,-2.326504707336426,-2.607754707336426,0.28125,1,24,0,G0,False,
base_0050_double_sub,base_0050,double_sub,calib,base,3,-2.549194574356079,-3.017944574356079,0.46875,1,16,0,G0,False,
base_0050_double_sub,base_0050,double_sub,calib,counter,7,-2.9295034408569336,-2.4607534408569336,-0.46875,0,16,0,G0,False,
base_0051_add,base_0051,add,calib,base,9,-2.594576358795166,-2.094576358795166,-0.5,0,22,0,G0,False,
base_0051_add,base_0051,add,calib,counter,8,-1.5947110652923584,-2.6884610652923584,1.09375,1,21,0,G0,False,
base_0051_sub_from,base_0051,sub_from,calib,base,1,-1.8311351537704468,-2.5811352729797363,0.7500001192092896,1,23,0,G0,False,
base_0051_sub_from,base_0051,sub_from,calib,counter,2,-2.9023873805999756,-2.2148873805999756,-0.6875,0,23,0,G0,False,
base_0051_mod,base_0051,mod,calib,base,1,-1.3335856199264526,-1.4585856199264526,0.125,1,16,1,G0,False,
base_0051_mod,base_0051,mod,calib,counter,0,-0.8370823860168457,-2.0558323860168457,1.21875,1,15,1,G0,False,
base_0052_add,base_0052,add,calib,base,9,-2.728869915008545,-2.010119915008545,-0.71875,0,21,0,G0,False,
base_0052_add,base_0052,add,calib,counter,8,-2.20281982421875,-2.98406982421875,0.78125,1,22,0,G0,False,
base_0052_sub_from,base_0052,sub_from,calib,base,1,-1.82645845413208,-2.35770845413208,0.53125,1,16,1,G0,False,
base_0052_sub_from,base_0052,sub_from,calib,counter,2,-2.5769712924957275,-1.9207212924957275,-0.65625,0,20,0,G0,False,
base_0052_mod,base_0052,mod,calib,base,1,-1.3546247482299805,-1.1671247482299805,-0.1875,0,15,0,G0,False,
base_0052_mod,base_0052,mod,calib,counter,0,-1.1346501111984253,-1.3221501111984253,0.1875,1,15,1,G0,False,
base_0053_add,base_0053,add,test,base,9,-3.007081985473633,-1.6320819854736328,-1.375,0,21,0,G0,False,
base_0053_add,base_0053,add,test,counter,7,-1.9659422636032104,-3.5596923828125,1.5937501192092896,1,20,0,G0,False,
base_0053_sub_from,base_0053,sub_from,test,base,1,-1.8874859809875488,-2.106235980987549,0.21875,1,20,0,G0,False,
base_0053_sub_from,base_0053,sub_from,test,counter,3,-2.0450263023376465,-2.0450263023376465,0.0,0,20,0,G0,False,
base_0053_double_sub,base_0053,double_sub,test,base,7,-2.9792208671569824,-2.5417208671569824,-0.4375,0,16,0,G0,False,
base_0053_double_sub,base_0053,double_sub,test,counter,3,-2.7156200408935547,-3.2781200408935547,0.5625,1,16,0,G0,False,
base_0054_add,base_0054,add,test,base,7,-1.7226336002349854,-3.5351336002349854,1.8125,1,21,0,G0,False,
base_0054_add,base_0054,add,test,counter,9,-2.6114001274108887,-1.5489000082015991,-1.0625001192092896,0,20,0,G0,False,
base_0054_sub_from,base_0054,sub_from,test,base,3,-2.3613672256469727,-2.8613672256469727,0.5,1,20,0,G0,False,
base_0054_sub_from,base_0054,sub_from,test,counter,1,-2.6826975345611572,-2.5889475345611572,-0.09375,0,24,0,G0,False,
base_0054_double_sub,base_0054,double_sub,test,base,5,-2.210604190826416,-2.960604190826416,0.75,1,16,0,G0,False,
base_0054_double_sub,base_0054,double_sub,test,counter,9,-3.0086467266082764,-2.5086467266082764,-0.5,0,16,0,G0,False,
base_0054_mod,base_0054,mod,test,base,1,-1.4979474544525146,-0.9354474544525146,-0.5625,0,18,0,G0,False,
base_0054_mod,base_0054,mod,test,counter,3,-1.8002452850341797,-1.2064952850341797,-0.59375,0,16,0,G0,False,
base_0055_add,base_0055,add,test,base,9,-2.697652816772461,-1.541402816772461,-1.15625,0,21,0,G0,False,
base_0055_add,base_0055,add,test,counter,7,-1.8223662376403809,-3.353616237640381,1.53125,1,20,0,G0,False,
base_0055_sub_from,base_0055,sub_from,test,base,1,-2.11811900138855,-2.43061900138855,0.3125,1,24,0,G0,False,
base_0055_sub_from,base_0055,sub_from,test,counter,3,-2.280039072036743,-1.9987890720367432,-0.28125,0,24,0,G0,False,
base_0055_double_sub,base_0055,double_sub,test,base,9,-2.8472485542297363,-2.2847485542297363,-0.5625,0,16,0,G0,False,
base_0055_double_sub,base_0055,double_sub,test,counter,5,-2.2073874473571777,-2.8948874473571777,0.6875,1,16,0,G0,False,
base_0055_mod,base_0055,mod,test,base,3,-1.4571775197982788,-1.2071775197982788,-0.25,0,16,0,G0,False,
base_0055_mod,base_0055,mod,test,counter,1,-1.5312892198562622,-1.1562892198562622,-0.375,0,18,0,G0,False,
base_0056_add,base_0056,add,test,base,7,-1.642715334892273,-3.0489654541015625,1.4062501192092896,1,21,0,G0,False,
base_0056_add,base_0056,add,test,counter,9,-2.3153631687164307,-1.7216131687164307,-0.59375,0,22,0,G0,False,
base_0056_sub_from,base_0056,sub_from,test,base,3,-2.381155014038086,-1.9749051332473755,-0.40624988079071045,0,20,0,G0,False,
base_0056_sub_from,base_0056,sub_from,test,counter,1,-2.0033416748046875,-2.6595916748046875,0.65625,1,24,0,G0,False,
base_0056_double_sub,base_0056,double_sub,test,base,3,-2.7364635467529297,-3.0489635467529297,0.3125,1,16,0,G0,False,
base_0056_double_sub,base_0056,double_sub,test,counter,7,-3.1888670921325684,-2.5013670921325684,-0.6875,0,16,0,G0,False,
base_0056_mod,base_0056,mod,test,base,1,-1.5439205169677734,-1.4189205169677734,-0.125,0,18,0,G0,False,
base_0056_mod,base_0056,mod,test,counter,3,-1.8959366083145142,-1.4584366083145142,-0.4375,0,16,0,G0,False,
base_0057_add,base_0057,add,test,base,7,-2.898482084274292,-4.679732322692871,1.781250238418579,1,20,0,G0,False,
base_0057_add,base_0057,add,test,counter,9,-3.8067827224731445,-2.1505327224731445,-1.65625,0,20,0,G0,False,
base_0057_sub_from,base_0057,sub_from,test,base,3,-2.434014081954956,-1.715264081954956,-0.71875,0,24,0,G0,False,
base_0057_sub_from,base_0057,sub_from,test,counter,1,-1.955873727798462,-2.487123727798462,0.53125,1,24,0,G0,False,
base_0057_double_sub,base_0057,double_sub,test,base,3,-2.370777130126953,-3.027027130126953,0.65625,1,16,0,G0,False,
base_0057_double_sub,base_0057,double_sub,test,counter,7,-2.836695671081543,-2.336695671081543,-0.5,0,16,0,G0,False,
base_0057_mod,base_0057,mod,test,base,1,-1.8069746494293213,-0.8069747090339661,-0.9999999403953552,0,18,0,G0,False,
base_0057_mod,base_0057,mod,test,counter,3,-1.466437578201294,-1.278937578201294,-0.1875,0,16,0,G0,False,
base_0058_add,base_0058,add,test,base,8,-1.5734142065048218,-2.0421643257141113,0.46875011920928955,1,16,0,G0,False,
base_0058_add,base_0058,add,test,counter,9,-2.0403804779052734,-1.8528803586959839,-0.18750011920928955,0,16,0,G0,False,
base_0058_sub_from,base_0058,sub_from,test,base,2,-2.4710779190063477,-2.0960779190063477,-0.375,0,20,0,G0,False,
base_0058_sub_from,base_0058,sub_from,test,counter,1,-2.054697036743164,-2.304697036743164,0.25,1,23,0,G0,False,
base_0058_mod,base_0058,mod,test,base,0,-1.2958059310913086,-1.1708059310913086,-0.125,0,16,0,G0,False,
base_0058_mod,base_0058,mod,test,counter,1,-1.1787866353988647,-1.3975366353988647,0.21875,1,16,1,G0,False,
base_0059_add,base_0059,add,test,base,9,-2.443110466003418,-2.036860466003418,-0.40625,0,22,0,G0,False,
base_0059_add,base_0059,add,test,counter,8,-1.7635184526443481,-2.8885183334350586,1.1249998807907104,1,21,0,G0,False,
base_0059_sub_from,base_0059,sub_from,test,base,1,-1.6790108680725098,-2.5227608680725098,0.84375,1,16,1,G0,False,
base_0059_sub_from,base_0059,sub_from,test,counter,2,-2.5693740844726562,-1.9131240844726562,-0.65625,0,23,0,G0,False,
base_0059_mod,base_0059,mod,test,base,2,-1.4591161012649536,-1.7091161012649536,0.25,1,17,1,G0,False,
base_0059_mod,base_0059,mod,test,counter,1,-2.0857181549072266,-1.523218035697937,-0.5625001192092896,0,18,0,G0,False,
base_0060_add,base_0060,add,test,base,7,-1.770664930343628,-3.176914930343628,1.40625,1,20,0,G0,False,
base_0060_add,base_0060,add,test,counter,9,-2.8504319190979004,-1.6941819190979004,-1.15625,0,21,0,G0,False,
base_0060_sub_from,base_0060,sub_from,test,base,3,-2.213935375213623,-2.401435375213623,0.1875,1,24,0,G0,False,
base_0060_sub_from,base_0060,sub_from,test,counter,1,-2.533146381378174,-2.251896381378174,-0.28125,0,24,0,G0,False,
base_0060_double_sub,base_0060,double_sub,test,base,3,-2.5647172927856445,-2.8772172927856445,0.3125,1,16,0,G0,False,
base_0060_double_sub,base_0060,double_sub,test,counter,7,-2.540128231048584,-2.477628231048584,-0.0625,0,16,0,G0,False,
base_0060_mod,base_0060,mod,test,base,1,-1.838247299194336,-1.275747299194336,-0.5625,0,17,0,G0,False,
base_0060_mod,base_0060,mod,test,counter,3,-1.703373908996582,-1.547123908996582,-0.15625,0,17,0,G0,False,
base_0061_sub_from,base_0061,sub_from,calib,base,3,-2.590318441390991,-1.9965684413909912,-0.59375,0,24,0,G0,False,
base_0061_sub_from,base_0061,sub_from,calib,counter,1,-2.192490816116333,-2.692490816116333,0.5,1,24,0,G0,False,
base_0061_double_sub,base_0061,double_sub,calib,base,5,-2.4877023696899414,-3.0502023696899414,0.5625,1,16,0,G0,False,
base_0061_double_sub,base_0061,double_sub,calib,counter,9,-3.1550209522247314,-2.7487709522247314,-0.40625,0,16,0,G0,False,
base_0061_mod,base_0061,mod,calib,base,1,-1.8544963598251343,-1.4169963598251343,-0.4375,0,17,0,G0,False,
base_0061_mod,base_0061,mod,calib,counter,3,-1.5020414590835571,-1.7520414590835571,0.25,1,17,0,G0,False,
base_0062_add,base_0062,add,calib,base,9,-2.4005115032196045,-1.9005115032196045,-0.5,0,22,0,G0,False,
base_0062_add,base_0062,add,calib,counter,8,-1.7456859350204468,-3.0269360542297363,1.2812501192092896,1,21,0,G0,False,
base_0062_sub_from,base_0062,sub_from,calib,base,1,-1.9633268117904663,-2.400826930999756,0.43750011920928955,1,23,0,G0,False,
base_0062_sub_from,base_0062,sub_from,calib,counter,2,-2.569289207458496,-2.163039207458496,-0.40625,0,23,0,G0,False,
base_0062_mod,base_0062,mod,calib,base,1,-1.4061808586120605,-1.2811808586120605,-0.125,0,15,0,G0,False,
base_0062_mod,base_0062,mod,calib,counter,0,-0.810540497303009,-1.7792904376983643,0.9687499403953552,1,15,1,G0,False,
base_0063_add,base_0063,add,test,base,8,-2.2583281993865967,-2.7895781993865967,0.53125,1,22,0,G0,False,
base_0063_add,base_0063,add,test,counter,9,-2.5656089782714844,-2.0031089782714844,-0.5625,0,22,0,G0,False,
base_0063_sub_from,base_0063,sub_from,test,base,2,-2.339035987854004,-2.026535987854004,-0.3125,0,20,0,G0,False,
base_0063_sub_from,base_0063,sub_from,test,counter,1,-2.172075033187866,-2.390825033187866,0.21875,1,23,0,G0,False,
base_0063_mod,base_0063,mod,test,base,1,-1.7557673454284668,-1.8182673454284668,0.0625,1,19,0,G0,False,
base_0063_mod,base_0063,mod,test,counter,2,-2.0611488819122314,-1.9048988819122314,-0.15625,0,19,0,G0,False,
base_0064_sub_from,base_0064,sub_from,test,base,1,-2.0847063064575195,-2.6472063064575195,0.5625,1,24,0,G0,False,
base_0064_sub_from,base_0064,sub_from,test,counter,3,-2.2748472690582275,-2.0560972690582275,-0.21875,0,20,0,G0,False,
base_0064_double_sub,base_0064,double_sub,test,base,9,-3.2157726287841797,-2.5907726287841797,-0.625,0,16,0,G0,False,
base_0064_double_sub,base_0064,double_sub,test,counter,5,-2.3146138191223145,-3.1583638191223145,0.84375,1,16,0,G0,False,
base_0064_mod,base_0064,mod,test,base,3,-2.1098787784576416,-1.3286287784576416,-0.78125,0,16,0,G0,False,
base_0064_mod,base_0064,mod,test,counter,1,-1.4160569906234741,-1.4785569906234741,0.0625,1,16,1,G0,False,
base_0065_add,base_0065,add,test,base,9,-3.1065032482147217,-1.9190032482147217,-1.1875,0,21,0,G0,False,
base_0065_add,base_0065,add,test,counter,8,-2.388071060180664,-2.950571060180664,0.5625,1,22,0,G0,False,
base_0065_sub_from,base_0065,sub_from,test,base,1,-2.3040950298309326,-2.4603450298309326,0.15625,1,19,0,G0,False,
base_0065_sub_from,base_0065,sub_from,test,counter,2,-2.374645709991455,-1.8746458292007446,-0.49999988079071045,0,20,0,G0,False,
base_0065_mod,base_0065,mod,test,base,2,-1.8936344385147095,-1.7061344385147095,-0.1875,0,15,0,G0,False,
base_0065_mod,base_0065,mod,test,counter,1,-1.6857588291168213,-1.6232588291168213,-0.0625,0,17,0,G0,False,
base_0066_add,base_0066,add,calib,base,9,-2.251110553741455,-1.657360553741455,-0.59375,0,22,0,G0,False,
base_0066_add,base_0066,add,calib,counter,7,-1.6838610172271729,-3.371361017227173,1.6875,1,21,0,G0,False,
base_0066_sub_from,base_0066,sub_from,calib,base,1,-1.9654300212860107,-2.5591800212860107,0.59375,1,24,0,G0,False,
base_0066_sub_from,base_0066,sub_from,calib,counter,3,-2.194035053253174,-2.100285053253174,-0.09375,0,20,0,G0,False,
base_0066_double_sub,base_0066,double_sub,calib,base,7,-2.781416893005371,-2.406416893005371,-0.375,0,16,0,G0,False,
base_0066_double_sub,base_0066,double_sub,calib,counter,3,-2.358394145965576,-2.795894145965576,0.4375,1,16,0,G0,False,
base_0066_mod,base_0066,mod,calib,base,3,-2.03684663772583,-1.22434663772583,-0.8125,0,16,0,G0,False,
base_0066_mod,base_0066,mod,calib,counter,1,-1.5313860177993774,-1.1251360177993774,-0.40625,0,18,0,G0,False,
base_0067_add,base_0067,add,test,base,8,-2.614901065826416,-3.302401065826416,0.6875,1,22,0,G0,False,
base_0067_add,base_0067,add,test,counter,9,-3.2847981452941895,-2.6597981452941895,-0.625,0,21,0,G0,False,
base_0067_sub_from,base_0067,sub_from,test,base,2,-2.844893455505371,-2.094893455505371,-0.75,0,20,0,G0,False,
base_0067_sub_from,base_0067,sub_from,test,counter,1,-2.3188018798828125,-2.4750518798828125,0.15625,1,23,0,G0,False,
base_0067_mod,base_0067,mod,test,base,0,-1.408324956893921,-1.283324956893921,-0.125,0,16,0,G0,False,
base_0067_mod,base_0067,mod,test,counter,1,-1.2207454442977905,-1.5332454442977905,0.3125,1,16,1,G0,False,
base_0068_add,base_0068,add,calib,base,8,-2.3992254734039307,-3.1179754734039307,0.71875,1,22,0,G0,False,
base_0068_add,base_0068,add,calib,counter,9,-2.5558526515960693,-1.9621026515960693,-0.59375,0,22,0,G0,False,
base_0068_sub_from,base_0068,sub_from,calib,base,2,-2.620340347290039,-1.9953402280807495,-0.6250001192092896,0,20,0,G0,False,
base_0068_sub_from,base_0068,sub_from,calib,counter,1,-2.164229393005371,-2.507979393005371,0.34375,1,23,0,G0,False,
base_0068_mod,base_0068,mod,calib,base,1,-1.7257683277130127,-1.7882683277130127,0.0625,1,18,0,G0,False,
base_0068_mod,base_0068,mod,calib,counter,2,-1.9341665506362915,-1.6841665506362915,-0.25,0,19,0,G0,False,
base_0069_add,base_0069,add,test,base,7,-1.6007529497146606,-2.819502830505371,1.2187498807907104,1,21,0,G0,False,
base_0069_add,base_0069,add,test,counter,9,-2.4268345832824707,-1.7705847024917603,-0.6562498807907104,0,20,0,G0,False,
base_0069_sub_from,base_0069,sub_from,test,base,3,-2.3126704692840576,-1.8439204692840576,-0.46875,0,20,0,G0,False,
base_0069_sub_from,base_0069,sub_from,test,counter,1,-1.881036400794983,-2.5685362815856934,0.6874998807907104,1,24,0,G0,False,
base_0069_mod,base_0069,mod,test,base,1,-1.6963118314743042,-1.1963118314743042,-0.5,0,18,0,G0,False,
base_0069_mod,base_0069,mod,test,counter,3,-1.835080862045288,-1.428830862045288,-0.40625,0,16,0,G0,False,
base_0070_add,base_0070,add,calib,base,8,-1.8569073677062988,-2.450657367706299,0.59375,1,22,0,G0,False,
