pair_id,base_id,op_family,split,base_agree,base_detail,counter_agree,counter_detail,irrelevant_agree,irrelevant_detail,text_absent,trichotomy_distinct,answers_disjoint,mutation_distance_ok,anchors_ordered,semantics_agree,verified
base_0047_sub_from,base_0047,sub_from,calib,True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,True,True,True,True,True,True
base_0047_mod,base_0047,mod,calib,True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,True,True,True,True,True,True
base_0048_add,base_0048,add,test,True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,True,True,True,True,True,True
base_0048_double_sub,base_0048,double_sub,test,True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,True,True,True,True,True,True
base_0048_mod,base_0048,mod,test,True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,True,True,True,True,True,True
base_0049_add,base_0049,add,test,True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,True,True,True,True,True,True
base_0049_sub_from,base_0049,sub_from,test,True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,True,True,True,True,True,True
base_0049_mod,base_0049,mod,test,True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,True,True,True,True,True,True
base_0050_add,base_0050,add,calib,True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,True,True,True,True,True,True
base_0050_sub_from,base_0050,sub_from,calib,True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,True,True,True,True,True,True
base_0050_double_sub,base_0050,double_sub,calib,True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,True,True,True,True,True,True
base_0051_add,base_0051,add,calib,True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,True,True,True,True,True,True
base_0051_sub_from,base_0051,sub_from,calib,True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,True,True,True,True,True,True
base_0051_mod,base_0051,mod,calib,True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,True,True,True,True,True,True
base_0052_add,base_0052,add,calib,True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,True,True,True,True,True,True
base_0052_sub_from,base_0052,sub_from,calib,True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,True,True,True,True,True,True
base_0052_mod,base_0052,mod,calib,True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,True,True,True,True,True,True
base_0053_add,base_0053,add,test,True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,True,True,True,True,True,True
base_0053_sub_from,base_0053,sub_from,test,True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,True,True,True,True,True,True
base_0053_double_sub,base_0053,double_sub,test,True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,True,True,True,True,True,True
base_0054_add,base_0054,add,test,True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,True,True,True,True,True,True
base_0054_sub_from,base_0054,sub_from,test,True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,True,True,True,True,True,True
base_0054_double_sub,base_0054,double_sub,test,True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,True,True,True,True,True,True
base_0054_mod,base_0054,mod,test,True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,True,True,True,True,True,True
base_0055_add,base_0055,add,test,True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,True,True,True,True,True,True
base_0055_sub_from,base_0055,sub_from,test,True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,True,True,True,True,True,True
base_0055_double_sub,base_0055,double_sub,test,True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,True,True,True,True,True,True
base_0055_mod,base_0055,mod,test,True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,True,True,True,True,True,True
base_0056_add,base_0056,add,test,True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,True,True,True,True,True,True
base_0056_sub_from,base_0056,sub_from,test,True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,True,True,True,True,True,True
base_0056_double_sub,base_0056,double_sub,test,True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,True,True,True,True,True,True
base_0056_mod,base_0056,mod,test,True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,True,True,True,True,True,True
base_0057_add,base_0057,add,test,True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,True,True,True,True,True,True
base_0057_sub_from,base_0057,sub_from,test,True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,True,True,True,True,True,True
base_0057_double_sub,base_0057,double_sub,test,True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,True,True,True,True,True,True
base_0057_mod,base_0057,mod,test,True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,True,True,True,True,True,True
base_0058_add,base_0058,add,test,True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,True,True,True,True,True,True
base_0058_sub_from,base_0058,sub_from,test,True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,True,True,True,True,True,True
base_0058_mod,base_0058,mod,test,True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,True,True,True,True,True,True
base_0059_add,base_0059,add,test,True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,True,True,True,True,True,True
base_0059_sub_from,base_0059,sub_from,test,True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,True,True,True,True,True,True
base_0059_mod,base_0059,mod,test,True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,True,True,True,True,True,True
base_0060_add,base_0060,add,test,True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,True,True,True,True,True,True
base_0060_sub_from,base_0060,sub_from,test,True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,True,True,True,True,True,True
base_0060_double_sub,base_0060,double_sub,test,True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,True,True,True,True,True,True
base_0060_mod,base_0060,mod,test,True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,True,True,True,True,True,True
base_0061_sub_from,base_0061,sub_from,calib,True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,True,True,True,True,True,True
base_0061_double_sub,base_0061,double_sub,calib,True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,True,True,True,True,True,True
base_0061_mod,base_0061,mod,calib,True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,True,True,True,True,True,True
base_0062_add,base_0062,add,calib,True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,True,True,True,True,True,True
base_0062_sub_from,base_0062,sub_from,calib,True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,True,True,True,True,True,True
base_0062_mod,base_0062,mod,calib,True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,True,True,True,True,True,True
base_0063_add,base_0063,add,test,True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,True,True,True,True,True,True
base_0063_sub_from,base_0063,sub_from,test,True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,True,True,True,True,True,True
base_0063_mod,base_0063,mod,test,True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,True,True,True,True,True,True
base_0064_sub_from,base_0064,sub_from,test,True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,True,True,True,True,True,True
base_0064_double_sub,base_0064,double_sub,test,True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,True,True,True,True,True,True
base_0064_mod,base_0064,mod,test,True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,True,True,True,True,True,True
base_0065_add,base_0065,add,test,True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,True,True,True,True,True,True
base_0065_sub_from,base_0065,sub_from,test,True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,True,True,True,True,True,True
base_0065_mod,base_0065,mod,test,True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,True,True,True,True,True,True
base_0066_add,base_0066,add,calib,True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,True,True,True,True,True,True
base_0066_sub_from,base_0066,sub_from,calib,True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,True,True,True,True,True,True
base_0066_double_sub,base_0066,double_sub,calib,True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,True,True,True,True,True,True
base_0066_mod,base_0066,mod,calib,True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,True,True,True,True,True,True
base_0067_add,base_0067,add,test,True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,True,True,True,True,True,True
base_0067_sub_from,base_0067,sub_from,test,True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,True,True,True,True,True,True
base_0067_mod,base_0067,mod,test,True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,True,True,True,True,True,True
base_0068_add,base_0068,add,calib,True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,True,True,True,True,True,True
base_0068_sub_from,base_0068,sub_from,calib,True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,True,True,True,True,True,True
base_0068_mod,base_0068,mod,calib,True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,True,True,True,True,True,True
base_0069_add,base_0069,add,test,True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,True,True,True,True,True,True
base_0069_sub_from,base_0069,sub_from,test,True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,True,True,True,True,True,True
base_0069_mod,base_0069,mod,test,True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,True,True,True,True,True,True
base_0070_add,base_0070,add,calib,True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,True,True,True,True,True,True
base_0070_sub_from,base_0070,sub_from,calib,True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,True,True,True,True,True,True
base_0070_mod,base_0070,mod,calib,True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,True,True,True,True,True,True
base_0071_add,base_0071,add,test,True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,True,True,True,True,True,True
base_0071_sub_from,base_0071,sub_from,test,True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,True,True,True,True,True,True
base_0071_double_sub,base_0071,double_sub,test,True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,True,True,True,True,True,True
base_0071_mod,base_0071,mod,test,True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,True,True,True,True,True,True
base_0072_add,base_0072,add,test,True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,True,True,True,True,True,True
base_0072_sub_from,base_0072,sub_from,test,True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,True,True,True,True,True,True
base_0072_mod,base_0072,mod,test,True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,True,True,True,True,True,True
base_0073_add,base_0073,add,test,True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,True,True,True,True,True,True
base_0073_double_sub,base_0073,double_sub,test,True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,True,True,True,True,True,True
base_0073_mod,base_0073,mod,test,True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,True,True,True,True,True,True
base_0074_add,base_0074,add,test,True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,True,True,True,True,True,True
base_0074_sub_from,base_0074,sub_from,test,True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,True,True,True,True,True,True
base_0074_mod,base_0074,mod,test,True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,True,True,True,True,True,True
base_0075_add,base_0075,add,test,True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,True,True,True,True,True,True
base_0075_sub_from,base_0075,sub_from,test,True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,True,True,True,True,True,True
base_0075_double_sub,base_0075,double_sub,test,True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,True,True,True,True,True,True
base_0075_mod,base_0075,mod,test,True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,True,True,True,True,True,True
base_0076_add,base_0076,add,test,True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,True,True,True,True,True,True
base_0076_sub_from,base_0076,sub_from,test,True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,True,True,True,True,True,True
base_0076_double_sub,base_0076,double_sub,test,True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,True,True,True,True,True,True
base_0076_mod,base_0076,mod,test,True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,True,True,True,True,True,True
base_0077_add,base_0077,add,test,True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,True,True,True,True,True,True
base_0077_sub_from,base_0077,sub_from,test,True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,True,True,True,True,True,True
base_0077_mod,base_0077,mod,test,True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,True,True,True,True,True,True
base_0078_add,base_0078,add,calib,True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,True,True,True,True,True,True
base_0078_sub_from,base_0078,sub_from,calib,True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,True,True,True,True,True,True
base_0078_mod,base_0078,mod,calib,True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,True,True,True,True,True,True
base_0079_add,base_0079,add,calib,True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,True,True,True,True,True,True
base_0079_sub_from,base_0079,sub_from,calib,True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,True,True,True,True,True,True
base_0079_double_sub,base_0079,double_sub,calib,True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,True,True,True,True,True,True
base_0079_mod,base_0079,mod,calib,True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,True,True,True,True,True,True
base_0080_add,base_0080,add,calib,True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,True,True,True,True,True,True
base_0080_sub_from,base_0080,sub_from,calib,True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,True,True,True,True,True,True
base_0080_mod,base_0080,mod,calib,True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,True,True,True,True,True,True
base_0081_add,base_0081,add,test,True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,True,True,True,True,True,True
base_0081_double_sub,base_0081,double_sub,test,True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,True,True,True,True,True,True
base_0081_mod,base_0081,mod,test,True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,True,True,True,True,True,True
base_0082_add,base_0082,add,calib,True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,True,True,True,True,True,True
base_0082_sub_from,base_0082,sub_from,calib,True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,True,True,True,True,True,True
base_0082_mod,base_0082,mod,calib,True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,True,True,True,True,True,True
base_0083_add,base_0083,add,test,True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,True,True,True,True,True,True
base_0083_sub_from,base_0083,sub_from,test,True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,True,True,True,True,True,True
base_0083_double_sub,base_0083,double_sub,test,True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,True,True,True,True,True,True
base_0083_mod,base_0083,mod,test,True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,True,True,True,True,True,True
base_0084_add,base_0084,add,calib,True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,True,True,True,True,True,True
base_0084_sub_from,base_0084,sub_from,calib,True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,True,True,True,True,True,True
base_0084_mod,base_0084,mod,calib,True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,True,True,True,True,True,True
base_0085_add,base_0085,add,test,True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,True,True,True,True,True,True
base_0085_sub_from,base_0085,sub_from,test,True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,True,True,True,True,True,True
base_0085_mod,base_0085,mod,test,True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,True,True,True,True,True,True
base_0086_add,base_0086,add,test,True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,True,True,True,True,True,True
base_0086_sub_from,base_0086,sub_from,test,True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,True,True,True,True,True,True
base_0086_double_sub,base_0086,double_sub,test,True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,True,True,True,True,True,True
base_0086_mod,base_0086,mod,test,True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,True,True,True,True,True,True
base_0087_add,base_0087,add,calib,True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,True,True,True,True,True,True
base_0087_sub_from,base_0087,sub_from,calib,True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,True,True,True,True,True,True
base_0087_double_sub,base_0087,double_sub,calib,True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,True,True,True,True,True,True
base_0088_add,base_0088,add,calib,True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,True,True,True,True,True,True
base_0088_sub_from,base_0088,sub_from,calib,True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,True,True,True,True,True,True
base_0088_mod,base_0088,mod,calib,True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,True,True,True,True,True,True
base_0089_add,base_0089,add,test,True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,True,True,True,True,True,True
base_0089_sub_from,base_0089,sub_from,test,True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,True,True,True,True,True,True
base_0089_mod,base_0089,mod,test,True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,True,True,True,True,True,True
base_0090_sub_from,base_0090,sub_from,test,True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,True,True,True,True,True,True
base_0090_double_sub,base_0090,double_sub,test,True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,True,True,True,True,True,True
base_0090_mod,base_0090,mod,test,True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,True,True,True,True,True,True
base_0091_add,base_0091,add,test,True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,True,True,True,True,True,True
base_0091_sub_from,base_0091,sub_from,test,True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,True,True,True,True,True,True
base_0091_double_sub,base_0091,double_sub,test,True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,True,True,True,True,True,True
base_0091_mod,base_0091,mod,test,True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,True,True,True,True,True,True
base_0092_add,base_0092,add,calib,True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,True,True,True,True,True,True
base_0092_double_sub,base_0092,double_sub,calib,True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,True,True,True,True,True,True
base_0092_mod,base_0092,mod,calib,True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,True,True,True,True,True,True
base_0093_add,base_0093,add,calib,True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,True,True,True,True,True,True
base_0093_sub_from,base_0093,sub_from,calib,True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,True,True,True,True,True,True
base_0093_double_sub,base_0093,double_sub,calib,True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,"trace, interpreter and record agree at every statement",True,True,True,True,True,True,True
