model,base_id,split,arm,binding,cell,style,variant,question,kind,correct_pole,inner_token,outer_token,logp_inner,logp_outer,margin_inner,margin_correct,says_inner,correct,argmax_token,argmax_is_a_choice,n_prompt_tokens,question_text
deepseek-coder-6.7b,base_0009,calib,ba,target,ba_target,binding,direct,binding/direct,word,inner,9526,12915,-0.35211440920829773,-1.6582667827606201,1.3061523735523224,1.3061523735523224,1,1,9526,1,35,"
# Question: does f return the inner n or the outer n? Answer: the"
deepseek-coder-6.7b,base_0009,calib,ab,source,ab_source,binding,swapped,binding/swapped,word,outer,9526,12915,-0.491597443819046,-1.3000080585479736,0.8084106147289276,-0.8084106147289276,1,0,9526,1,35,"
# Question: does f return the outer n or the inner n? Answer: the"
deepseek-coder-6.7b,base_0009,calib,ab,target,ab_target,binding,swapped,binding/swapped,word,inner,9526,12915,-0.1980230063199997,-2.3992979526519775,2.201274946331978,2.201274946331978,1,1,9526,1,35,"
# Question: does f return the outer n or the inner n? Answer: the"
deepseek-coder-6.7b,base_0009,calib,ba,source,ba_source,binding,swapped,binding/swapped,word,outer,9526,12915,-0.5134415626525879,-1.2386689186096191,0.7252273559570312,-0.7252273559570312,1,0,9526,1,35,"
# Question: does f return the outer n or the inner n? Answer: the"
deepseek-coder-6.7b,base_0009,calib,ba,target,ba_target,binding,swapped,binding/swapped,word,inner,9526,12915,-0.21188831329345703,-2.263779640197754,2.051891326904297,2.051891326904297,1,1,9526,1,35,"
# Question: does f return the outer n or the inner n? Answer: the"
deepseek-coder-6.7b,base_0009,calib,ab,source,ab_source,pyscope,direct,pyscope/direct,word,outer,2291,5160,-2.084941864013672,-1.1402093172073364,-0.9447325468063354,0.9447325468063354,0,1,5160,1,33,"
# Question: is the n returned by f local or global? Answer:"
deepseek-coder-6.7b,base_0009,calib,ab,target,ab_target,pyscope,direct,pyscope/direct,word,inner,2291,5160,-1.6360156536102295,-1.5475261211395264,-0.08848953247070312,-0.08848953247070312,0,0,5160,1,33,"
# Question: is the n returned by f local or global? Answer:"
deepseek-coder-6.7b,base_0009,calib,ba,source,ba_source,pyscope,direct,pyscope/direct,word,outer,2291,5160,-2.217545509338379,-1.1111479997634888,-1.1063975095748901,1.1063975095748901,0,1,5160,1,33,"
# Question: is the n returned by f local or global? Answer:"
deepseek-coder-6.7b,base_0009,calib,ba,target,ba_target,pyscope,direct,pyscope/direct,word,inner,2291,5160,-1.5178180932998657,-1.5955654382705688,0.07774734497070312,0.07774734497070312,1,1,2291,1,33,"
# Question: is the n returned by f local or global? Answer:"
deepseek-coder-6.7b,base_0009,calib,ab,source,ab_source,pyscope,swapped,pyscope/swapped,word,outer,2291,5160,-1.632173776626587,-1.4926073551177979,-0.13956642150878906,0.13956642150878906,0,1,5160,1,33,"
# Question: is the n returned by f global or local? Answer:"
deepseek-coder-6.7b,base_0009,calib,ab,target,ab_target,pyscope,swapped,pyscope/swapped,word,inner,2291,5160,-1.2689400911331177,-2.27239990234375,1.0034598112106323,1.0034598112106323,1,1,2291,1,33,"
# Question: is the n returned by f global or local? Answer:"
deepseek-coder-6.7b,base_0009,calib,ba,source,ba_source,pyscope,swapped,pyscope/swapped,word,outer,2291,5160,-1.6599621772766113,-1.494774341583252,-0.16518783569335938,0.16518783569335938,0,1,5160,1,33,"
# Question: is the n returned by f global or local? Answer:"
deepseek-coder-6.7b,base_0009,calib,ba,target,ba_target,pyscope,swapped,pyscope/swapped,word,inner,2291,5160,-1.1869395971298218,-2.393435001373291,1.2064954042434692,1.2064954042434692,1,1,2291,1,33,"
# Question: is the n returned by f global or local? Answer:"
deepseek-coder-6.7b,base_0009,calib,ab,source,ab_source,shadow,direct,shadow/direct,word,outer,5336,637,-0.9467399716377258,-1.5284144878387451,0.5816745162010193,-0.5816745162010193,1,0,5336,1,34,"
# Question: is n shadowed inside f (yes/no)? Answer:"
deepseek-coder-6.7b,base_0009,calib,ab,target,ab_target,shadow,direct,shadow/direct,word,inner,5336,637,-0.7846681475639343,-1.6747210025787354,0.890052855014801,0.890052855014801,1,1,5336,1,34,"
# Question: is n shadowed inside f (yes/no)? Answer:"
deepseek-coder-6.7b,base_0009,calib,ba,source,ba_source,shadow,direct,shadow/direct,word,outer,5336,637,-0.9486761093139648,-1.5018682479858398,0.553192138671875,-0.553192138671875,1,0,5336,1,34,"
# Question: is n shadowed inside f (yes/no)? Answer:"
deepseek-coder-6.7b,base_0009,calib,ba,target,ba_target,shadow,direct,shadow/direct,word,inner,5336,637,-0.7861271500587463,-1.705474853515625,0.9193477034568787,0.9193477034568787,1,1,5336,1,34,"
# Question: is n shadowed inside f (yes/no)? Answer:"
deepseek-coder-6.7b,base_0009,calib,ab,source,ab_source,shadow,swapped,shadow/swapped,word,outer,637,5336,-1.5896714925765991,-1.1162275075912476,-0.47344398498535156,0.47344398498535156,0,1,5336,1,36,"
# Question: does f return the n from outside f (yes/no)? Answer:"
deepseek-coder-6.7b,base_0009,calib,ab,target,ab_target,shadow,swapped,shadow/swapped,word,inner,637,5336,-1.397012710571289,-1.0717658996582031,-0.32524681091308594,-0.32524681091308594,0,0,5336,1,36,"
# Question: does f return the n from outside f (yes/no)? Answer:"
deepseek-coder-6.7b,base_0009,calib,ba,source,ba_source,shadow,swapped,shadow/swapped,word,outer,637,5336,-1.6004009246826172,-1.0989437103271484,-0.5014572143554688,0.5014572143554688,0,1,5336,1,36,"
# Question: does f return the n from outside f (yes/no)? Answer:"
deepseek-coder-6.7b,base_0009,calib,ba,target,ba_target,shadow,swapped,shadow/swapped,word,inner,637,5336,-1.4418518543243408,-1.040992021560669,-0.4008598327636719,-0.4008598327636719,0,0,5336,1,36,"
# Question: does f return the n from outside f (yes/no)? Answer:"
deepseek-coder-6.7b,base_0009,calib,ab,source,ab_source,value,direct,value/direct,value,outer,20,17,-2.496351718902588,-0.16719293594360352,-2.3291587829589844,2.3291587829589844,0,1,17,1,21,"
assert f() == "
deepseek-coder-6.7b,base_0009,calib,ab,target,ab_target,value,direct,value/direct,value,inner,20,17,-0.05871792510151863,-3.558645486831665,3.4999275617301464,3.4999275617301464,1,1,20,1,21,"
assert f() == "
deepseek-coder-6.7b,base_0009,calib,ba,source,ba_source,value,direct,value/direct,value,outer,17,20,-1.768586277961731,-0.30927762389183044,-1.4593086540699005,1.4593086540699005,0,1,20,1,21,"
assert f() == "
deepseek-coder-6.7b,base_0009,calib,ba,target,ba_target,value,direct,value/direct,value,inner,17,20,-0.057455990463495255,-3.9330854415893555,3.87562945112586,3.87562945112586,1,1,17,1,21,"
assert f() == "
deepseek-coder-6.7b,base_0010,calib,ab,source,ab_source,scope,direct,scope/direct,word,outer,4640,4871,-4.171669006347656,-2.637989044189453,-1.5336799621582031,1.5336799621582031,0,1,359,0,35,"
# Question: does f return the d assigned inside f or outside f? Answer:"
deepseek-coder-6.7b,base_0010,calib,ab,target,ab_target,scope,direct,scope/direct,word,inner,4640,4871,-3.372060775756836,-3.1844253540039062,-0.1876354217529297,-0.1876354217529297,0,0,359,0,35,"
# Question: does f return the d assigned inside f or outside f? Answer:"
deepseek-coder-6.7b,base_0010,calib,ba,source,ba_source,scope,direct,scope/direct,word,outer,4640,4871,-4.032214164733887,-2.5493927001953125,-1.4828214645385742,1.4828214645385742,0,1,359,0,35,"
# Question: does f return the d assigned inside f or outside f? Answer:"
deepseek-coder-6.7b,base_0010,calib,ba,target,ba_target,scope,direct,scope/direct,word,inner,4640,4871,-3.2653422355651855,-3.0485358238220215,-0.21680641174316406,-0.21680641174316406,0,0,359,0,35,"
# Question: does f return the d assigned inside f or outside f? Answer:"
deepseek-coder-6.7b,base_0010,calib,ab,source,ab_source,scope,swapped,scope/swapped,word,outer,4640,4871,-2.6899209022521973,-2.7045960426330566,0.014675140380859375,-0.014675140380859375,1,0,359,0,35,"
# Question: does f return the d assigned outside f or inside f? Answer:"
deepseek-coder-6.7b,base_0010,calib,ab,target,ab_target,scope,swapped,scope/swapped,word,inner,4640,4871,-2.266958713531494,-3.3270182609558105,1.0600595474243164,1.0600595474243164,1,1,359,0,35,"
# Question: does f return the d assigned outside f or inside f? Answer:"
deepseek-coder-6.7b,base_0010,calib,ba,source,ba_source,scope,swapped,scope/swapped,word,outer,4640,4871,-2.6302413940429688,-2.658346176147461,0.028104782104492188,-0.028104782104492188,1,0,359,0,35,"
# Question: does f return the d assigned outside f or inside f? Answer:"
deepseek-coder-6.7b,base_0010,calib,ba,target,ba_target,scope,swapped,scope/swapped,word,inner,4640,4871,-2.2102103233337402,-3.20259428024292,0.9923839569091797,0.9923839569091797,1,1,359,0,35,"
# Question: does f return the d assigned outside f or inside f? Answer:"
deepseek-coder-6.7b,base_0010,calib,ab,source,ab_source,binding,direct,binding/direct,word,outer,9526,12915,-0.5205877423286438,-1.123227834701538,0.6026400923728943,-0.6026400923728943,1,0,9526,1,35,"
# Question: does f return the inner d or the outer d? Answer: the"
deepseek-coder-6.7b,base_0010,calib,ab,target,ab_target,binding,direct,binding/direct,word,inner,9526,12915,-0.3020113706588745,-1.7462538480758667,1.4442424774169922,1.4442424774169922,1,1,9526,1,35,"
# Question: does f return the inner d or the outer d? Answer: the"
deepseek-coder-6.7b,base_0010,calib,ba,source,ba_source,binding,direct,binding/direct,word,outer,9526,12915,-0.5194905400276184,-1.1273491382598877,0.6078585982322693,-0.6078585982322693,1,0,9526,1,35,"
# Question: does f return the inner d or the outer d? Answer: the"
deepseek-coder-6.7b,base_0010,calib,ba,target,ba_target,binding,direct,binding/direct,word,inner,9526,12915,-0.3310481607913971,-1.6398097276687622,1.3087615668773651,1.3087615668773651,1,1,9526,1,35,"
# Question: does f return the inner d or the outer d? Answer: the"
deepseek-coder-6.7b,base_0010,calib,ab,source,ab_source,binding,swapped,binding/swapped,word,outer,9526,12915,-0.4991793632507324,-1.1676783561706543,0.6684989929199219,-0.6684989929199219,1,0,9526,1,35,"
# Question: does f return the outer d or the inner d? Answer: the"
deepseek-coder-6.7b,base_0010,calib,ab,target,ab_target,binding,swapped,binding/swapped,word,inner,9526,12915,-0.17521587014198303,-2.402442216873169,2.227226346731186,2.227226346731186,1,1,9526,1,35,"
# Question: does f return the outer d or the inner d? Answer: the"
deepseek-coder-6.7b,base_0010,calib,ba,source,ba_source,binding,swapped,binding/swapped,word,outer,9526,12915,-0.52500319480896,-1.1246259212493896,0.5996227264404297,-0.5996227264404297,1,0,9526,1,35,"
# Question: does f return the outer d or the inner d? Answer: the"
deepseek-coder-6.7b,base_0010,calib,ba,target,ba_target,binding,swapped,binding/swapped,word,inner,9526,12915,-0.19902196526527405,-2.2198426723480225,2.0208207070827484,2.0208207070827484,1,1,9526,1,35,"
# Question: does f return the outer d or the inner d? Answer: the"
deepseek-coder-6.7b,base_0010,calib,ab,source,ab_source,pyscope,direct,pyscope/direct,word,outer,2291,5160,-1.927720546722412,-1.256558895111084,-0.6711616516113281,0.6711616516113281,0,1,5160,1,33,"
# Question: is the d returned by f local or global? Answer:"
deepseek-coder-6.7b,base_0010,calib,ab,target,ab_target,pyscope,direct,pyscope/direct,word,inner,2291,5160,-1.4933595657348633,-1.6250982284545898,0.13173866271972656,0.13173866271972656,1,1,2291,1,33,"
# Question: is the d returned by f local or global? Answer:"
deepseek-coder-6.7b,base_0010,calib,ba,source,ba_source,pyscope,direct,pyscope/direct,word,outer,2291,5160,-1.9784032106399536,-1.2141190767288208,-0.7642841339111328,0.7642841339111328,0,1,5160,1,33,"
# Question: is the d returned by f local or global? Answer:"
deepseek-coder-6.7b,base_0010,calib,ba,target,ba_target,pyscope,direct,pyscope/direct,word,inner,2291,5160,-1.4373753070831299,-1.655686616897583,0.21831130981445312,0.21831130981445312,1,1,2291,1,33,"
# Question: is the d returned by f local or global? Answer:"
deepseek-coder-6.7b,base_0010,calib,ab,source,ab_source,pyscope,swapped,pyscope/swapped,word,outer,2291,5160,-1.5885241031646729,-1.6023294925689697,0.013805389404296875,-0.013805389404296875,1,0,2291,1,33,"
# Question: is the d returned by f global or local? Answer:"
deepseek-coder-6.7b,base_0010,calib,ab,target,ab_target,pyscope,swapped,pyscope/swapped,word,inner,2291,5160,-1.2366044521331787,-2.2747037410736084,1.0380992889404297,1.0380992889404297,1,1,2291,1,33,"
# Question: is the d returned by f global or local? Answer:"
deepseek-coder-6.7b,base_0010,calib,ba,source,ba_source,pyscope,swapped,pyscope/swapped,word,outer,2291,5160,-1.6303505897521973,-1.5262742042541504,-0.10407638549804688,0.10407638549804688,0,1,5160,1,33,"
# Question: is the d returned by f global or local? Answer:"
deepseek-coder-6.7b,base_0010,calib,ba,target,ba_target,pyscope,swapped,pyscope/swapped,word,inner,2291,5160,-1.1772042512893677,-2.367961883544922,1.1907576322555542,1.1907576322555542,1,1,2291,1,33,"
# Question: is the d returned by f global or local? Answer:"
deepseek-coder-6.7b,base_0010,calib,ab,source,ab_source,shadow,direct,shadow/direct,word,outer,5336,637,-0.7997413277626038,-1.739102840423584,0.9393615126609802,-0.9393615126609802,1,0,5336,1,34,"
# Question: is d shadowed inside f (yes/no)? Answer:"
deepseek-coder-6.7b,base_0010,calib,ab,target,ab_target,shadow,direct,shadow/direct,word,inner,5336,637,-0.7120075821876526,-1.8584403991699219,1.1464328169822693,1.1464328169822693,1,1,5336,1,34,"
# Question: is d shadowed inside f (yes/no)? Answer:"
deepseek-coder-6.7b,base_0010,calib,ba,source,ba_source,shadow,direct,shadow/direct,word,outer,5336,637,-0.7926645278930664,-1.7537603378295898,0.9610958099365234,-0.9610958099365234,1,0,5336,1,34,"
# Question: is d shadowed inside f (yes/no)? Answer:"
deepseek-coder-6.7b,base_0010,calib,ba,target,ba_target,shadow,direct,shadow/direct,word,inner,5336,637,-0.6923838257789612,-1.9155550003051758,1.2231711745262146,1.2231711745262146,1,1,5336,1,34,"
# Question: is d shadowed inside f (yes/no)? Answer:"
deepseek-coder-6.7b,base_0010,calib,ab,source,ab_source,shadow,swapped,shadow/swapped,word,outer,637,5336,-1.7295424938201904,-1.0677821636199951,-0.6617603302001953,0.6617603302001953,0,1,5336,1,36,"
# Question: does f return the d from outside f (yes/no)? Answer:"
deepseek-coder-6.7b,base_0010,calib,ab,target,ab_target,shadow,swapped,shadow/swapped,word,inner,637,5336,-1.5296844244003296,-1.037096381187439,-0.4925880432128906,-0.4925880432128906,0,0,5336,1,36,"
# Question: does f return the d from outside f (yes/no)? Answer:"
deepseek-coder-6.7b,base_0010,calib,ba,source,ba_source,shadow,swapped,shadow/swapped,word,outer,637,5336,-1.7782800197601318,-1.0741441249847412,-0.7041358947753906,0.7041358947753906,0,1,5336,1,36,"
# Question: does f return the d from outside f (yes/no)? Answer:"
deepseek-coder-6.7b,base_0010,calib,ba,target,ba_target,shadow,swapped,shadow/swapped,word,inner,637,5336,-1.5847933292388916,-1.0439836978912354,-0.5408096313476562,-0.5408096313476562,0,0,5336,1,36,"
# Question: does f return the d from outside f (yes/no)? Answer:"
deepseek-coder-6.7b,base_0010,calib,ab,source,ab_source,value,direct,value/direct,value,outer,21,19,-3.6184439659118652,-0.04573209956288338,-3.572711866348982,3.572711866348982,0,1,19,1,21,"
assert f() == "
deepseek-coder-6.7b,base_0010,calib,ab,target,ab_target,value,direct,value/direct,value,inner,21,19,-0.040535811334848404,-4.0739030838012695,4.033367272466421,4.033367272466421,1,1,21,1,21,"
assert f() == "
deepseek-coder-6.7b,base_0010,calib,ba,source,ba_source,value,direct,value/direct,value,outer,19,21,-3.481175184249878,-0.05605394393205643,-3.4251212403178215,3.4251212403178215,0,1,21,1,21,"
assert f() == "
deepseek-coder-6.7b,base_0010,calib,ba,target,ba_target,value,direct,value/direct,value,inner,19,21,-0.02678569033741951,-4.686348915100098,4.659563224762678,4.659563224762678,1,1,19,1,21,"
assert f() == "
deepseek-coder-6.7b,base_0011,calib,ab,source,ab_source,scope,direct,scope/direct,word,outer,4640,4871,-3.9149816036224365,-2.4475038051605225,-1.467477798461914,1.467477798461914,0,1,359,0,35,"
# Question: does f return the k assigned inside f or outside f? Answer:"
deepseek-coder-6.7b,base_0011,calib,ab,target,ab_target,scope,direct,scope/direct,word,inner,4640,4871,-3.4593820571899414,-2.9087018966674805,-0.5506801605224609,-0.5506801605224609,0,0,359,0,35,"
# Question: does f return the k assigned inside f or outside f? Answer:"
deepseek-coder-6.7b,base_0011,calib,ba,source,ba_source,scope,direct,scope/direct,word,outer,4640,4871,-3.902439594268799,-2.4398341178894043,-1.4626054763793945,1.4626054763793945,0,1,359,0,35,"
# Question: does f return the k assigned inside f or outside f? Answer:"
deepseek-coder-6.7b,base_0011,calib,ba,target,ba_target,scope,direct,scope/direct,word,inner,4640,4871,-3.2058091163635254,-2.968151569366455,-0.2376575469970703,-0.2376575469970703,0,0,207,0,35,"
# Question: does f return the k assigned inside f or outside f? Answer:"
deepseek-coder-6.7b,base_0011,calib,ab,source,ab_source,scope,swapped,scope/swapped,word,outer,4640,4871,-2.7530035972595215,-2.5451464653015137,-0.2078571319580078,0.2078571319580078,0,1,359,0,35,"
# Question: does f return the k assigned outside f or inside f? Answer:"
deepseek-coder-6.7b,base_0011,calib,ab,target,ab_target,scope,swapped,scope/swapped,word,inner,4640,4871,-2.3924951553344727,-2.982306480407715,0.5898113250732422,0.5898113250732422,1,1,359,0,35,"
# Question: does f return the k assigned outside f or inside f? Answer:"
deepseek-coder-6.7b,base_0011,calib,ba,source,ba_source,scope,swapped,scope/swapped,word,outer,4640,4871,-2.7130565643310547,-2.536497116088867,-0.1765594482421875,0.1765594482421875,0,1,359,0,35,"
# Question: does f return the k assigned outside f or inside f? Answer:"
deepseek-coder-6.7b,base_0011,calib,ba,target,ba_target,scope,swapped,scope/swapped,word,inner,4640,4871,-2.272146224975586,-2.9720535278320312,0.6999073028564453,0.6999073028564453,1,1,359,0,35,"
# Question: does f return the k assigned outside f or inside f? Answer:"
deepseek-coder-6.7b,base_0011,calib,ab,source,ab_source,binding,direct,binding/direct,word,outer,9526,12915,-0.4215296506881714,-1.348850131034851,0.9273204803466797,-0.9273204803466797,1,0,9526,1,35,"
# Question: does f return the inner k or the outer k? Answer: the"
deepseek-coder-6.7b,base_0011,calib,ab,target,ab_target,binding,direct,binding/direct,word,inner,9526,12915,-0.29559648036956787,-1.7392133474349976,1.4436168670654297,1.4436168670654297,1,1,9526,1,35,"
# Question: does f return the inner k or the outer k? Answer: the"
deepseek-coder-6.7b,base_0011,calib,ba,source,ba_source,binding,direct,binding/direct,word,outer,9526,12915,-0.4112203121185303,-1.3857533931732178,0.9745330810546875,-0.9745330810546875,1,0,9526,1,35,"
# Question: does f return the inner k or the outer k? Answer: the"
deepseek-coder-6.7b,base_0011,calib,ba,target,ba_target,binding,direct,binding/direct,word,inner,9526,12915,-0.26477575302124023,-1.9099764823913574,1.6452007293701172,1.6452007293701172,1,1,9526,1,35,"
# Question: does f return the inner k or the outer k? Answer: the"
deepseek-coder-6.7b,base_0011,calib,ab,source,ab_source,binding,swapped,binding/swapped,word,outer,9526,12915,-0.4624673128128052,-1.243658185005188,0.7811908721923828,-0.7811908721923828,1,0,9526,1,35,"
# Question: does f return the outer k or the inner k? Answer: the"
deepseek-coder-6.7b,base_0011,calib,ab,target,ab_target,binding,swapped,binding/swapped,word,inner,9526,12915,-0.2008252739906311,-2.174917697906494,1.974092423915863,1.974092423915863,1,1,9526,1,35,"
# Question: does f return the outer k or the inner k? Answer: the"
deepseek-coder-6.7b,base_0011,calib,ba,source,ba_source,binding,swapped,binding/swapped,word,outer,9526,12915,-0.46192020177841187,-1.2512993812561035,0.7893791794776917,-0.7893791794776917,1,0,9526,1,35,"
# Question: does f return the outer k or the inner k? Answer: the"
deepseek-coder-6.7b,base_0011,calib,ba,target,ba_target,binding,swapped,binding/swapped,word,inner,9526,12915,-0.18778757750988007,-2.292294979095459,2.104507401585579,2.104507401585579,1,1,9526,1,35,"
# Question: does f return the outer k or the inner k? Answer: the"
deepseek-coder-6.7b,base_0011,calib,ab,source,ab_source,pyscope,direct,pyscope/direct,word,outer,2291,5160,-2.0531389713287354,-1.2233774662017822,-0.8297615051269531,0.8297615051269531,0,1,5160,1,33,"
# Question: is the k returned by f local or global? Answer:"
deepseek-coder-6.7b,base_0011,calib,ab,target,ab_target,pyscope,direct,pyscope/direct,word,inner,2291,5160,-1.4827194213867188,-1.657327651977539,0.1746082305908203,0.1746082305908203,1,1,2291,1,33,"
# Question: is the k returned by f local or global? Answer:"
deepseek-coder-6.7b,base_0011,calib,ba,source,ba_source,pyscope,direct,pyscope/direct,word,outer,2291,5160,-1.9976247549057007,-1.2110875844955444,-0.7865371704101562,0.7865371704101562,0,1,5160,1,33,"
# Question: is the k returned by f local or global? Answer:"
deepseek-coder-6.7b,base_0011,calib,ba,target,ba_target,pyscope,direct,pyscope/direct,word,inner,2291,5160,-1.56023108959198,-1.5687168836593628,0.008485794067382812,0.008485794067382812,1,1,2291,1,33,"
# Question: is the k returned by f local or global? Answer:"
deepseek-coder-6.7b,base_0011,calib,ab,source,ab_source,pyscope,swapped,pyscope/swapped,word,outer,2291,5160,-1.6672807931900024,-1.558846116065979,-0.10843467712402344,0.10843467712402344,0,1,5160,1,33,"
# Question: is the k returned by f global or local? Answer:"
deepseek-coder-6.7b,base_0011,calib,ab,target,ab_target,pyscope,swapped,pyscope/swapped,word,inner,2291,5160,-1.2213914394378662,-2.3132741451263428,1.0918827056884766,1.0918827056884766,1,1,2291,1,33,"
# Question: is the k returned by f global or local? Answer:"
deepseek-coder-6.7b,base_0011,calib,ba,source,ba_source,pyscope,swapped,pyscope/swapped,word,outer,2291,5160,-1.619690179824829,-1.561382532119751,-0.058307647705078125,0.058307647705078125,0,1,5160,1,33,"
# Question: is the k returned by f global or local? Answer:"
deepseek-coder-6.7b,base_0011,calib,ba,target,ba_target,pyscope,swapped,pyscope/swapped,word,inner,2291,5160,-1.2831602096557617,-2.148655891418457,0.8654956817626953,0.8654956817626953,1,1,2291,1,33,"
# Question: is the k returned by f global or local? Answer:"
deepseek-coder-6.7b,base_0011,calib,ab,source,ab_source,shadow,direct,shadow/direct,word,outer,5336,637,-0.9074380993843079,-1.672576665878296,0.765138566493988,-0.765138566493988,1,0,5336,1,34,"
# Question: is k shadowed inside f (yes/no)? Answer:"
deepseek-coder-6.7b,base_0011,calib,ab,target,ab_target,shadow,direct,shadow/direct,word,inner,5336,637,-0.792147159576416,-1.6993870735168457,0.9072399139404297,0.9072399139404297,1,1,5336,1,34,"
# Question: is k shadowed inside f (yes/no)? Answer:"
deepseek-coder-6.7b,base_0011,calib,ba,source,ba_source,shadow,direct,shadow/direct,word,outer,5336,637,-0.9221432209014893,-1.705836534500122,0.7836933135986328,-0.7836933135986328,1,0,5336,1,34,"
# Question: is k shadowed inside f (yes/no)? Answer:"
deepseek-coder-6.7b,base_0011,calib,ba,target,ba_target,shadow,direct,shadow/direct,word,inner,5336,637,-0.8125633001327515,-1.708025336265564,0.8954620361328125,0.8954620361328125,1,1,5336,1,34,"
# Question: is k shadowed inside f (yes/no)? Answer:"
deepseek-coder-6.7b,base_0011,calib,ab,source,ab_source,shadow,swapped,shadow/swapped,word,outer,637,5336,-1.6787258386611938,-1.1017776727676392,-0.5769481658935547,0.5769481658935547,0,1,5336,1,36,"
# Question: does f return the k from outside f (yes/no)? Answer:"
deepseek-coder-6.7b,base_0011,calib,ab,target,ab_target,shadow,swapped,shadow/swapped,word,inner,637,5336,-1.5141260623931885,-1.070190668106079,-0.4439353942871094,-0.4439353942871094,0,0,5336,1,36,"
# Question: does f return the k from outside f (yes/no)? Answer:"
deepseek-coder-6.7b,base_0011,calib,ba,source,ba_source,shadow,swapped,shadow/swapped,word,outer,637,5336,-1.6884241104125977,-1.161362648010254,-0.5270614624023438,0.5270614624023438,0,1,5336,1,36,"
# Question: does f return the k from outside f (yes/no)? Answer:"
deepseek-coder-6.7b,base_0011,calib,ba,target,ba_target,shadow,swapped,shadow/swapped,word,inner,637,5336,-1.5114001035690308,-1.124027132987976,-0.3873729705810547,-0.3873729705810547,0,0,5336,1,36,"
# Question: does f return the k from outside f (yes/no)? Answer:"
deepseek-coder-6.7b,base_0011,calib,ab,source,ab_source,value,direct,value/direct,value,outer,20,22,-2.6986818313598633,-0.13669312000274658,-2.5619887113571167,2.5619887113571167,0,1,22,1,21,"
assert f() == "
deepseek-coder-6.7b,base_0011,calib,ab,target,ab_target,value,direct,value/direct,value,inner,20,22,-0.05020339414477348,-3.7449607849121094,3.694757390767336,3.694757390767336,1,1,20,1,21,"
assert f() == "
deepseek-coder-6.7b,base_0011,calib,ba,source,ba_source,value,direct,value/direct,value,outer,22,20,-2.7260563373565674,-0.1137574315071106,-2.612298905849457,2.612298905849457,0,1,20,1,21,"
assert f() == "
deepseek-coder-6.7b,base_0011,calib,ba,target,ba_target,value,direct,value/direct,value,inner,22,20,-0.03074588067829609,-4.4137797355651855,4.3830338548868895,4.3830338548868895,1,1,22,1,21,"
assert f() == "
deepseek-coder-6.7b,base_0012,test,ab,source,ab_source,scope,direct,scope/direct,word,outer,4640,4871,-4.044744491577148,-2.4160501956939697,-1.6286942958831787,1.6286942958831787,0,1,359,0,35,"
# Question: does f return the v assigned inside f or outside f? Answer:"
deepseek-coder-6.7b,base_0012,test,ab,target,ab_target,scope,direct,scope/direct,word,inner,4640,4871,-3.3098013401031494,-2.715594530105591,-0.5942068099975586,-0.5942068099975586,0,0,359,0,35,"
# Question: does f return the v assigned inside f or outside f? Answer:"
deepseek-coder-6.7b,base_0012,test,ba,source,ba_source,scope,direct,scope/direct,word,outer,4640,4871,-4.222157001495361,-2.5313210487365723,-1.690835952758789,1.690835952758789,0,1,359,0,35,"
# Question: does f return the v assigned inside f or outside f? Answer:"
deepseek-coder-6.7b,base_0012,test,ba,target,ba_target,scope,direct,scope/direct,word,inner,4640,4871,-3.4025073051452637,-2.78751802444458,-0.6149892807006836,-0.6149892807006836,0,0,359,0,35,"
# Question: does f return the v assigned inside f or outside f? Answer:"
deepseek-coder-6.7b,base_0012,test,ab,source,ab_source,scope,swapped,scope/swapped,word,outer,4640,4871,-2.7408103942871094,-2.651071548461914,-0.08973884582519531,0.08973884582519531,0,1,359,0,35,"
# Question: does f return the v assigned outside f or inside f? Answer:"
deepseek-coder-6.7b,base_0012,test,ab,target,ab_target,scope,swapped,scope/swapped,word,inner,4640,4871,-2.260101795196533,-2.9384522438049316,0.6783504486083984,0.6783504486083984,1,1,359,0,35,"
# Question: does f return the v assigned outside f or inside f? Answer:"
deepseek-coder-6.7b,base_0012,test,ba,source,ba_source,scope,swapped,scope/swapped,word,outer,4640,4871,-2.8528738021850586,-2.705733299255371,-0.1471405029296875,0.1471405029296875,0,1,359,0,35,"
# Question: does f return the v assigned outside f or inside f? Answer:"
deepseek-coder-6.7b,base_0012,test,ba,target,ba_target,scope,swapped,scope/swapped,word,inner,4640,4871,-2.33003568649292,-3.0466208457946777,0.7165851593017578,0.7165851593017578,1,1,359,0,35,"
# Question: does f return the v assigned outside f or inside f? Answer:"
deepseek-coder-6.7b,base_0012,test,ab,source,ab_source,binding,direct,binding/direct,word,outer,9526,12915,-0.4810541570186615,-1.2711313962936401,0.7900772392749786,-0.7900772392749786,1,0,9526,1,35,"
# Question: does f return the inner v or the outer v? Answer: the"
deepseek-coder-6.7b,base_0012,test,ab,target,ab_target,binding,direct,binding/direct,word,inner,9526,12915,-0.27404120564460754,-1.881699562072754,1.6076583564281464,1.6076583564281464,1,1,9526,1,35,"
# Question: does f return the inner v or the outer v? Answer: the"
deepseek-coder-6.7b,base_0012,test,ba,source,ba_source,binding,direct,binding/direct,word,outer,9526,12915,-0.4666672348976135,-1.2862396240234375,0.819572389125824,-0.819572389125824,1,0,9526,1,35,"
# Question: does f return the inner v or the outer v? Answer: the"
