model,base_id,donor_id,split,contrast,contrast_kind,contrast_order,binding_changes,expect,layer,target_condition,rho_from,rho_to,delta_frac_inner_def_name,delta_frac_inner_def_value,delta_frac_outer_def_name,delta_frac_outer_def_value,delta_frac_use_site,delta_frac_return_kw,delta_frac_signature,delta_frac_suffix,delta_frac_other,delta_frac_outer_def,delta_frac_inner_def,delta_frac_inner_def_identical,delta_frac_both_defs,binding_shift,binding_shift_identical
deepseek-coder-1.3b,base_0097,base_0132,test,flip_ab_mismatched,mismatched,90,1,no_shift,11,bound,0.999999919235955,1.0000000265387419,-0.009990296594864286,0.03345312351336181,0.0004039499253938039,-0.012546268298905039,-0.01776592951244818,0.004647506921717056,-0.027268195977672,0.01409048539416885,0.01497573193203483,-0.012142318373511207,0.023462826918497534,0.03345312351336181,0.01132050854498634,0.03560514529200874,0.04559544188687302
deepseek-coder-1.3b,base_0097,base_0132,test,flip_ab_mismatched,mismatched,90,1,no_shift,15,bound,1.0000000116068088,0.9999999017792955,-0.011907387426601959,0.06664230178369554,0.007705051633061233,-0.018151785753066613,-0.021302008875053256,0.011445130219977565,-0.028960530261443268,-0.03061641983774621,0.025145538689663616,-0.010446734120005352,0.05473491435709359,0.06664230178369554,0.04428818023708825,0.06518164847709895,0.07708903590370089
deepseek-coder-1.3b,base_0097,base_0132,test,flip_ab_mismatched,mismatched,90,1,no_shift,19,bound,0.9999999915367019,1.0000000091654417,-0.008618257472490088,0.052763523626541214,-0.0007742296265640797,0.011371061028930318,0.009414959966069968,0.003390228226351445,-0.030010517081196494,-0.030948727124877395,-0.006588023914025102,0.010596831402366225,0.04414526615405112,0.052763523626541214,0.054742097556417346,0.0335484347516849,0.04216669222417499
deepseek-coder-1.3b,base_0097,base_0132,test,flip_ab_mismatched,mismatched,90,1,no_shift,0,other,1.0000000185032818,0.9999999754635773,-0.0036630670411974455,-0.016166042259407626,0.04607725774757987,0.04906346705667005,-0.027591684279683486,0.002912259789521363,-0.056229342899773785,-0.022699033480682695,0.02829614232726932,0.0951407248042499,-0.019829109300605066,-0.016166042259407626,0.07531161550364479,-0.11496983410485496,-0.11130676706365752
deepseek-coder-1.3b,base_0097,base_0132,test,flip_ab_mismatched,mismatched,90,1,no_shift,3,other,1.0000001228944626,0.9999999690922411,-0.0017551410633787996,-0.026262969490477496,0.023621169572168477,0.06485730803813107,-0.016520861552678796,0.004534214062476187,-0.03867898651082196,-0.026892737748415052,0.017097850890775035,0.08847847761029953,-0.028018110553856293,-0.026262969490477496,0.060460367056443254,-0.11649658816415583,-0.11474144710077702
deepseek-coder-1.3b,base_0097,base_0132,test,flip_ab_mismatched,mismatched,90,1,no_shift,7,other,1.0000001677547108,0.9999999967465517,-0.015275095926950283,-0.01619438013218663,0.00475071612048833,0.08793074510445775,-0.00018316085202670085,0.005275202156408796,-0.03485661904042835,-0.015520907836444053,-0.01592667060147822,0.09268146122494614,-0.031469476059136914,-0.01619438013218663,0.06121198516580928,-0.12415093728408305,-0.10887584135713277
deepseek-coder-1.3b,base_0097,base_0132,test,flip_ab_mismatched,mismatched,90,1,no_shift,11,other,1.0000000542846705,0.999999998102155,-0.01128523602242999,-0.04498173906512837,-0.0013723576143267746,0.10718063575368157,-0.02140466289879278,0.005064714616904877,-0.03503615294731063,-0.0018358744906391,0.0036706164855258017,0.10580827813935478,-0.05626697508755836,-0.04498173906512837,0.04954130305179638,-0.16207525322691313,-0.15079001720448315
deepseek-coder-1.3b,base_0097,base_0132,test,flip_ab_mismatched,mismatched,90,1,no_shift,15,other,1.0000001135956995,0.9999999693633617,-0.011956382092444413,-0.03371952318080598,0.0033383008426457472,0.10581128243531109,-0.026398402910000975,0.011494243753096035,-0.03742813610379425,-0.03101896878643695,0.019877441810092027,0.10914958327795687,-0.0456759052732504,-0.03371952318080598,0.06347367800470644,-0.15482548855120726,-0.14286910645876286
deepseek-coder-1.3b,base_0097,base_0132,test,flip_ab_mismatched,mismatched,90,1,no_shift,19,other,1.0000000766519654,0.9999999089034475,-0.009504805449015549,-0.0019987940973664534,-0.006086935440442101,0.041904804171266324,0.00844091909926074,0.002599036427528373,-0.03603753844638531,0.011095705214652973,-0.010412559228017048,0.03581786873082421,-0.011503599546382002,-0.0019987940973664534,0.02431426918444221,-0.04732146827720621,-0.03781666282819066
deepseek-coder-1.3b,base_0098,base_0107,test,flip_ab_mismatched,mismatched,90,1,no_shift,0,bound,0.9999999810422646,0.9999976765051888,-0.15616372799888398,0.21595023497881616,-0.24543994204435968,-0.33431980652159204,0.17824103371041117,-0.08962298282638778,-1.1929178543642698,1.6722147189087622,-0.04794397837957198,-0.5797597485659517,0.05978650697993218,0.21595023497881616,-0.5199732415860195,0.6395462555458838,0.7957099835447679
deepseek-coder-1.3b,base_0098,base_0107,test,flip_ab_mismatched,mismatched,90,1,no_shift,3,bound,1.0000000844827934,0.9999970124489679,-0.20567898949006413,0.10598868417491182,-0.03895109175120298,-0.2902204985287542,0.2742292206644855,-0.1662598853738453,-0.8578455156391133,1.8836596237784609,-0.7049246198687037,-0.3291715902799572,-0.09969030531515231,0.10598868417491182,-0.42886189559510957,0.22948128496480485,0.435160274454869
deepseek-coder-1.3b,base_0098,base_0107,test,flip_ab_mismatched,mismatched,90,1,no_shift,7,bound,1.00000019313988,0.999998219823915,-0.21278907079167692,0.3302689701392264,0.44911763878597843,-0.5673846271580342,0.042421623673849385,-0.08208839433726119,-0.7156587682701413,2.2378346613567572,-1.4817240067146629,-0.11826698837205579,0.11747989934754946,0.3302689701392264,-0.0007870890245063045,0.23574688771960525,0.4485359585112822
deepseek-coder-1.3b,base_0098,base_0107,test,flip_ab_mismatched,mismatched,90,1,no_shift,11,bound,1.0000002591738704,0.9999978267250951,0.04670080968048928,0.08264027098423007,0.8274804292102536,-0.8196270430963808,0.2849432507760252,-0.08577332655873693,-0.8285203914356989,2.2298896208531813,-1.7377360528621377,0.007853386113872762,0.12934108066471936,0.08264027098423007,0.13719446677859204,0.1214876945508466,0.07478688487035731
deepseek-coder-1.3b,base_0098,base_0107,test,flip_ab_mismatched,mismatched,90,1,no_shift,15,bound,1.0000002643904287,0.9999989891744625,0.002259336639396016,0.530811706925646,0.9826454368043334,-0.8489003302690113,0.3567424924461644,-0.024563711655339788,-0.6590404032211843,1.5094699821403894,-1.8494257850263598,0.13374510653532198,0.533071043565042,0.530811706925646,0.666816150100364,0.39932593702971997,0.39706660039032404
deepseek-coder-1.3b,base_0098,base_0107,test,flip_ab_mismatched,mismatched,90,1,no_shift,19,bound,1.0000001221437975,0.9999991857238731,-0.05303330892619823,0.5148618128561934,0.9193113056933646,0.018949647941080713,0.2590014344230655,-0.14626314920361586,-0.4861092234631283,0.35712816263596303,-1.3838476183766495,0.9382609536344453,0.4618285039299952,0.5148618128561934,1.4000894575644405,-0.4764324497044501,-0.4233991407782519
deepseek-coder-1.3b,base_0098,base_0107,test,flip_ab_mismatched,mismatched,90,1,no_shift,0,other,1.0000002863971234,1.0000002758790878,-0.15605750157860643,-0.3630079780266826,0.22325158754939575,0.028466693503443285,0.15435775627073678,-0.10064302606040512,-1.0948611984385905,1.498274065347311,-0.1897804090846377,0.251718281052839,-0.519065479605289,-0.3630079780266826,-0.26734719855245004,-0.770783760658128,-0.6147262590795216
deepseek-coder-1.3b,base_0098,base_0107,test,flip_ab_mismatched,mismatched,90,1,no_shift,3,other,1.0000002757794741,0.9999996751330367,-0.16708695546940153,-0.5441058486715105,0.23865097416794165,0.20334746114546562,0.2574486881106077,-0.16757143925178206,-0.7477691028639828,1.6721215697050344,-0.7450359475188096,0.4419984353134073,-0.7111928041409119,-0.5441058486715105,-0.2691943688275047,-1.1531912394543191,-0.9861042839849178
deepseek-coder-1.3b,base_0098,base_0107,test,flip_ab_mismatched,mismatched,90,1,no_shift,7,other,1.0000003495441967,0.9999996390367072,-0.18561135121818306,-0.43283894279362944,0.49887846664402336,0.18506577139930167,0.030444983349364685,-0.0748681462950484,-0.669590560105722,2.0157171752811736,-1.3671981067687697,0.6839442380433249,-0.6184502940118124,-0.43283894279362944,0.06549394403151243,-1.3023945320551373,-1.1167831808369544
deepseek-coder-1.3b,base_0098,base_0107,test,flip_ab_mismatched,mismatched,90,1,no_shift,11,other,1.000000285279476,0.9999992832300335,0.03502883825716124,-0.6562027867954592,0.7496238561249063,0.06757857427293935,0.2688954402459638,-0.07998212272482366,-0.7543888464575619,2.0775473787074654,-1.7081013336800341,0.8172024303978458,-0.6211739485382979,-0.6562027867954592,0.1960284818595478,-1.4383763789361437,-1.473405217193305
deepseek-coder-1.3b,base_0098,base_0107,test,flip_ab_mismatched,mismatched,90,1,no_shift,15,other,1.0000002266029924,0.9999998040484979,0.004739510254474593,-0.399837130731151,0.8511489407348831,0.3411364092321309,0.31733604836340945,-0.02094583736546201,-0.6079923417925741,1.227682143229112,-1.7132681644793177,1.192285349967014,-0.3950976204766764,-0.399837130731151,0.7971877294903373,-1.5873829704436906,-1.592122480698165
deepseek-coder-1.3b,base_0098,base_0107,test,flip_ab_mismatched,mismatched,90,1,no_shift,19,other,1.0000001366323836,1.0000011550825363,-0.04869004706872741,0.18102293117941792,0.8013604315540053,0.42972680292202575,0.2506250997031939,-0.13363233103301303,-0.47226780646424543,0.34462244112491336,-1.352766503467418,1.231087234476031,0.1323328841106905,0.18102293117941792,1.3634201185867214,-1.0987543503653405,-1.050064303296613
deepseek-coder-1.3b,base_0099,base_0170,test,flip_ab_mismatched,mismatched,90,1,no_shift,0,bound,1.00000015518067,1.0000001284252553,0.011686842952398503,0.0075683532938411666,0.061170212112478084,0.021769931183081598,-0.02999201512567946,-0.0029807067131494137,-0.09203802060938404,-0.023302365972622086,0.04611774212362099,0.08294014329555971,0.019255196246239663,0.0075683532938411666,0.10219533954179938,-0.06368494704932004,-0.07537179000171854
deepseek-coder-1.3b,base_0099,base_0170,test,flip_ab_mismatched,mismatched,90,1,no_shift,3,bound,1.0000000005086376,0.9999999557803149,0.021857476202088846,0.015139827655998195,0.017903662650968655,0.03406483585983071,-0.019407913717735797,-0.0012547291483720221,-0.05531056668349109,-0.027634729100272315,0.014642091552662356,0.05196849851079938,0.03699730385808704,0.015139827655998195,0.0889658023688864,-0.014971194652712336,-0.03682867085480118
deepseek-coder-1.3b,base_0099,base_0170,test,flip_ab_mismatched,mismatched,90,1,no_shift,7,bound,0.9999999990752045,0.9999998668705226,-0.0005671362204643137,0.05721221255955172,0.013990083912242823,0.049668496286950914,-0.0370573368589467,0.0003518108386112856,-0.049844673601938706,-0.05857184921876957,0.024818260098080566,0.06365858019919368,0.056645076339087407,0.05721221255955172,0.12030365653828112,-0.007013503860106275,-0.006446367639641959
deepseek-coder-1.3b,base_0099,base_0170,test,flip_ab_mismatched,mismatched,90,1,no_shift,11,bound,0.9999999004920137,0.9999998693010372,0.0064820783162443055,0.03843620289102563,0.005856952501789581,0.04618973517355,-0.05098979757040589,-0.004209930184307778,-0.03625799838637798,-0.031569825958374376,0.026062552025880092,0.0520466876753396,0.044918281207269935,0.03843620289102563,0.09696496888260953,-0.007128406468069663,-0.013610484784313967
deepseek-coder-1.3b,base_0099,base_0170,test,flip_ab_mismatched,mismatched,90,1,no_shift,15,bound,0.9999999670772833,0.9999998460151391,0.008653997548876491,0.06238166527811376,0.007767595299148888,0.009746038233704221,-0.050803289416890954,0.004271799080044914,-0.05058553901026053,-0.01759163253443463,0.026159244459553747,0.017513633532853123,0.07103566282699025,0.06238166527811376,0.08854929635984343,0.05352202929413713,0.044868031745260634
deepseek-coder-1.3b,base_0099,base_0170,test,flip_ab_mismatched,mismatched,90,1,no_shift,19,bound,0.9999999182480855,0.9999999126582817,0.013685868364669776,0.04770870732363516,0.006196628206016561,-0.005635377370175131,0.02431618869310821,-0.010513693194616126,-0.07282630675744325,-0.03352678653097951,0.030594765675980403,0.0005612508358414092,0.061394575688304934,0.04770870732363516,0.06195582652414633,0.060833324852463525,0.047147456487793754
deepseek-coder-1.3b,base_0099,base_0170,test,flip_ab_mismatched,mismatched,90,1,no_shift,0,other,1.000000253442551,0.9999996869579713,0.01080497132032524,-0.04788063873932153,0.1346723622098011,0.09920093808345953,-0.03770182066196056,-0.0007195276999608341,-0.10366896730939851,-0.06432658915864342,0.009618705471119204,0.2338733002932606,-0.03707566741899629,-0.04788063873932153,0.19679763287426422,-0.27094896771225685,-0.2817539390325821
deepseek-coder-1.3b,base_0099,base_0170,test,flip_ab_mismatched,mismatched,90,1,no_shift,3,other,1.0000000188369464,0.9999996504548372,0.022681754024573543,-0.04802429009048714,0.07074924677280786,0.1407303013420606,-0.025657058276681317,0.00020511691416401725,-0.06823196424580379,-0.06844202605846428,-0.024011448764278936,0.21147954811486847,-0.025342536065913607,-0.04802429009048714,0.1861370120489549,-0.23682208418078207,-0.2595038382053556
deepseek-coder-1.3b,base_0099,base_0170,test,flip_ab_mismatched,mismatched,90,1,no_shift,7,other,1.0000000064468695,0.9999998201707074,0.0015509698904030682,-0.019175421407315325,0.028977848973088277,0.20208069251555227,-0.04307676178175488,0.002757933517384504,-0.06820354052219317,-0.1133125254433266,0.008400617981999925,0.23105854148864055,-0.017624451516912262,-0.019175421407315325,0.2134340899717283,-0.2486829930055528,-0.2502339628959559
deepseek-coder-1.3b,base_0099,base_0170,test,flip_ab_mismatched,mismatched,90,1,no_shift,11,other,0.9999999500367627,0.99999974582125,0.007170368757444291,-0.04200157939667365,0.0020276988366103588,0.21335801339947183,-0.06107291380739204,-0.00266038748842026,-0.051132345418650055,-0.08195470441053065,0.01626564531262767,0.2153857122360822,-0.03483121063922936,-0.04200157939667365,0.18055450159685282,-0.25021692287531155,-0.25738729163275587
deepseek-coder-1.3b,base_0099,base_0170,test,flip_ab_mismatched,mismatched,90,1,no_shift,15,other,0.9999999576924201,0.9999997623345728,0.010058622098668642,-0.047106552077856384,-0.0015502308000149845,0.1869019352560143,-0.05911535649483028,0.004391969771669577,-0.06640214340070241,-0.056586493360996915,0.02940805365020114,0.18535170445599936,-0.03704792997918774,-0.047106552077856384,0.14830377447681165,-0.2223996344351871,-0.23245825653385574
deepseek-coder-1.3b,base_0099,base_0170,test,flip_ab_mismatched,mismatched,90,1,no_shift,19,other,1.000000068900916,0.999999871053864,0.014739054960850716,0.006265074646663121,-0.0026607294616781685,0.058989212174934816,0.026621829845067266,-0.011298214032221419,-0.08735602197777437,-0.033390770477509824,0.028090366474615838,0.056328482713256633,0.021004129607513834,0.006265074646663121,0.07733261232077043,-0.0353243531057428,-0.05006340806659351
deepseek-coder-1.3b,base_0100,base_0195,test,flip_ab_mismatched,mismatched,90,1,no_shift,0,bound,0.9999997631781232,0.9999984146500398,0.092146186440642,-0.07729381541497267,0.2572585093305799,0.050245426051819905,-0.12173416532557398,0.056320142362362755,0.5274720022988192,-0.6815795618910898,-0.10283607238067075,0.30750393538239984,0.014852371025669331,-0.07729381541497267,0.3223563064080692,-0.2926515643567305,-0.3847977507973725
deepseek-coder-1.3b,base_0100,base_0195,test,flip_ab_mismatched,mismatched,90,1,no_shift,3,bound,0.9999996174297697,0.9999985079059198,0.10278799692435968,-0.0835657998524565,0.0031384102338287145,0.07208286770476643,-0.09283145044415356,0.06583568534968028,0.2891290509807886,-0.7133833372673797,0.3568054668467159,0.07522127793859518,0.019222197071903174,-0.0835657998524565,0.09444347501049827,-0.055999080866692,-0.15878707779105167
deepseek-coder-1.3b,base_0100,base_0195,test,flip_ab_mismatched,mismatched,90,1,no_shift,7,bound,0.9999997018993108,0.9999987743512911,0.06011721696462253,-0.11735605904280083,-0.16978046340437006,0.21991908124408638,-0.025732577876725865,0.031480175330915426,0.1311198026047809,-0.7576348243709246,0.6278667210023965,0.05013861783971635,-0.05723884207817831,-0.11735605904280083,-0.007100224238461961,-0.10737745991789466,-0.16749467688251718
deepseek-coder-1.3b,base_0100,base_0195,test,flip_ab_mismatched,mismatched,90,1,no_shift,11,bound,0.9999997290831446,0.9999987358647374,0.06904309593268272,-0.001648366714966959,-0.30754969638453233,0.23786554990145314,-0.052429766288307714,0.030591756516294956,0.2605817353872807,-0.898357512821639,0.6619022112533273,-0.06968414648307919,0.06739472921771575,-0.001648366714966959,-0.0022894172653634692,0.13707887570079494,0.06803577976811223
deepseek-coder-1.3b,base_0100,base_0195,test,flip_ab_mismatched,mismatched,90,1,no_shift,15,bound,0.9999996934523566,0.9999991266512824,0.08181328139977637,-0.027320442217439816,-0.4114644856759637,0.22468548435202373,-0.10468775861337605,0.012690047176362502,0.21896061344152448,-0.5410178551435625,0.5463405484795808,-0.18677900132394,0.05449283918233655,-0.027320442217439816,-0.13228616214160344,0.24127184050627656,0.1594585591065002
deepseek-coder-1.3b,base_0100,base_0195,test,flip_ab_mismatched,mismatched,90,1,no_shift,19,bound,0.9999997875974996,0.9999992470451169,0.07059622051545514,-0.16881832847548772,-0.374642070185456,-0.17179930376658872,0.0006696886950853251,0.01622329887205025,0.17727818284882935,-0.010050038949536821,0.4605418098932665,-0.5464413739520447,-0.09822210796003258,-0.16881832847548772,-0.6446634819120773,0.4482192659920121,0.377623045476557
deepseek-coder-1.3b,base_0100,base_0195,test,flip_ab_mismatched,mismatched,90,1,no_shift,0,other,1.0000000554651312,0.9999998251245763,0.10348350554607987,0.06661795674129642,0.15098828219216462,-0.09825340414899385,-0.12938084133575858,0.04994656374844555,0.5251587549380199,-0.6724716395416006,0.0039105915197916175,0.05273487804317076,0.1701014622873763,0.06661795674129642,0.22283634033054706,0.11736658424420554,0.013883078698125662
deepseek-coder-1.3b,base_0100,base_0195,test,flip_ab_mismatched,mismatched,90,1,no_shift,3,other,0.999999775005852,0.9999998136885812,0.1036996558799087,0.10074299133606288,-0.060991728323188416,-0.13209530723332313,-0.10240501279733955,0.059680025295906415,0.29402472930901663,-0.7090847937357838,0.44642947895146945,-0.19308703555651158,0.20444264721597158,0.10074299133606288,0.011355611659459974,0.39752968277248313,0.2938300268925744
deepseek-coder-1.3b,base_0100,base_0195,test,flip_ab_mismatched,mismatched,90,1,no_shift,7,other,0.9999999227561875,0.9999997426901119,0.06341130280179606,0.13350052001175863,-0.19291501424288782,-0.07131623853467549,-0.03675358497882297,0.02527991823125444,0.14129829085280052,-0.7353969107862014,0.6728915365789027,-0.2642312527775633,0.19691182281355468,0.13350052001175863,-0.06731942996400864,0.461143075591118,0.3977317727893219
deepseek-coder-1.3b,base_0100,base_0195,test,flip_ab_mismatched,mismatched,90,1,no_shift,11,other,0.9999999133553177,0.999999698852131,0.06827578714445048,0.27585508824145394,-0.3063944422126937,-0.05057157214685488,-0.047220289145197464,0.025835309634384226,0.25068429582534146,-0.8980001141777111,0.6815357223336405,-0.35696601435954856,0.34413087538590437,0.27585508824145394,-0.012835138973644189,0.7010968897454529,0.6328211026010024
deepseek-coder-1.3b,base_0100,base_0195,test,flip_ab_mismatched,mismatched,90,1,no_shift,15,other,0.9999998451206719,1.0000000952999588,0.07943036644938631,0.2708268524287655,-0.39311586701026546,-0.13051371343274426,-0.10659117989168561,0.012661427603188797,0.20820952839974374,-0.5181694478090915,0.5772622834419889,-0.5236295804430098,0.35025721887815187,0.2708268524287655,-0.17337236156485797,0.8738867993211616,0.7944564328717753
deepseek-coder-1.3b,base_0100,base_0195,test,flip_ab_mismatched,mismatched,90,1,no_shift,19,other,0.9999998090056641,1.000000096729458,0.06751216109817976,-0.14782697166696876,-0.3673859749008658,-0.30873078523386743,0.0008159069527991342,0.017361753411793454,0.16459969494989768,0.0838382611102596,0.4898162420025661,-0.6761167601347332,-0.080314810568789,-0.14782697166696876,-0.7564315707035223,0.5958019495659442,0.5282897884677644
deepseek-coder-1.3b,base_0101,base_0083,calib,flip_ab_mismatched,mismatched,90,1,no_shift,0,bound,0.9999996396876711,1.0000012430654208,-0.13894825931326713,0.09533891145092731,-0.2484275089666986,0.08288852341428186,0.14159610630160435,-0.10525951547804024,-0.7610532398840872,0.8857679477531476,0.04809863809988191,-0.16553898555241672,-0.04360934786233982,0.09533891145092731,-0.20914833341475658,0.1219296376900769,0.260877897003344
deepseek-coder-1.3b,base_0101,base_0083,calib,flip_ab_mismatched,mismatched,90,1,no_shift,3,bound,0.9999996200367185,1.0000014063826792,-0.1536932580191774,0.09186433998566391,0.04667898617666827,0.12652253476419706,0.14407426311195504,-0.12432671555583419,-0.48569070289106747,0.8845158257792548,-0.5299434870056995,0.17320152094086538,-0.061828918033513494,0.09186433998566391,0.1113726029073519,-0.23503043897437886,-0.08133718095520147
deepseek-coder-1.3b,base_0101,base_0083,calib,flip_ab_mismatched,mismatched,90,1,no_shift,7,bound,0.9999996807393186,1.0000015347543236,-0.08481893533261446,0.19596402834678872,0.3684830103615388,0.0006155686807165633,0.009597729661835488,-0.06981318809488968,-0.3050152265922428,0.7908430194394822,-0.9058541524556101,0.36909857904225535,0.11114509301417427,0.19596402834678872,0.48024367205642954,-0.2579534860280811,-0.17313455069546663
deepseek-coder-1.3b,base_0101,base_0083,calib,flip_ab_mismatched,mismatched,90,1,no_shift,11,bound,0.9999996665394865,1.0000017059165156,-0.06049603599294951,-0.02084731938419901,0.5012256403773645,-0.045157213333165865,0.0062992629182996585,-0.053720726005132266,-0.45011598442173023,1.1288428595871518,-1.00602844436861,0.45606842704419864,-0.08134335537714851,-0.02084731938419901,0.37472507166705016,-0.5374117824213471,-0.4769157464283976
deepseek-coder-1.3b,base_0101,base_0083,calib,flip_ab_mismatched,mismatched,90,1,no_shift,15,bound,0.999999755305262,1.0000018485516757,-0.08710064264418535,0.07601734676687101,0.5845854830927251,-0.06413674829590094,0.09867267899889004,-0.011483065321973773,-0.44731281819849184,0.7601278201681094,-0.9093679613196298,0.5204487347968241,-0.01108329587731434,0.07601734676687101,0.5093654389195099,-0.5315320306741385,-0.4444313880299531
deepseek-coder-1.3b,base_0101,base_0083,calib,flip_ab_mismatched,mismatched,90,1,no_shift,19,bound,0.9999998874781072,1.0000012637475186,-0.1002138895611479,0.16909184820758422,0.5062147206631817,0.29350204886261455,0.037061252175052295,-0.030458426733576082,-0.45012602898303117,0.21650394098446968,-0.6415740893457357,0.7997167695257963,0.06887795864643631,0.16909184820758422,0.8685947281722326,-0.73083881087936,-0.630624921318212
deepseek-coder-1.3b,base_0101,base_0083,calib,flip_ab_mismatched,mismatched,90,1,no_shift,0,other,0.99999984960421,1.0000007655545096,-0.2636946401932993,-0.30327317985013397,-0.12932334652850874,0.41449854212873855,0.2719449090783763,-0.1760761233926421,-1.248116193963043,1.5771135326085695,-0.14307258393775768,0.28517519560022975,-0.5669678200434333,-0.30327317985013397,-0.2817926244432035,-0.852143015643663,-0.5884483754503638
deepseek-coder-1.3b,base_0101,base_0083,calib,flip_ab_mismatched,mismatched,90,1,no_shift,3,other,0.9999997956548945,1.0000010789393967,-0.25104598247032023,-0.43576399765391866,0.2467683816775867,0.5988471342373509,0.2840721596866298,-0.2037347739165616,-0.7417259772551068,1.5667045635892314,-1.0641202246103894,0.8456155159149377,-0.6868099801242389,-0.43576399765391866,0.1588055357906989,-1.5324254960391765,-1.2813795135688564
deepseek-coder-1.3b,base_0101,base_0083,calib,flip_ab_mismatched,mismatched,90,1,no_shift,7,other,0.999999858158833,1.0000008595699759,-0.14916588834032676,-0.42297634223974434,0.6885972275005946,0.5385270144195469,0.052229243813110844,-0.1104540606727643,-0.4261776085693463,1.382250208566651,-1.5528287930665785,1.2271242419201416,-0.5721422305800711,-0.42297634223974434,0.6549820113400704,-1.7992664725002125,-1.650100584159886
deepseek-coder-1.3b,base_0101,base_0083,calib,flip_ab_mismatched,mismatched,90,1,no_shift,11,other,0.9999997955169165,1.000000196984786,-0.10978039683669376,-0.8437273544385735,0.8615317513655218,0.42376935652387193,0.0503116164118423,-0.08812548362893546,-0.6406293967986602,2.052750156658292,-1.7060998477887952,1.2853011078893937,-0.9535077512752672,-0.8437273544385735,0.33179335661412646,-2.238808859164661,-2.129028462327967
deepseek-coder-1.3b,base_0101,base_0083,calib,flip_ab_mismatched,mismatched,90,1,no_shift,15,other,0.9999998360823865,0.9999999843307552,-0.1268128709582486,-0.7268749192006592,0.951353577671755,0.7313245326194139,0.21317917073607223,-0.026258632239010687,-0.6195609897063202,1.2101637159436893,-1.6065134366183227,1.682678110291169,-0.8536877901589077,-0.7268749192006592,0.8289903201322613,-2.5363659004500767,-2.4095530294918284
deepseek-coder-1.3b,base_0101,base_0083,calib,flip_ab_mismatched,mismatched,90,1,no_shift,19,other,0.9999998788555013,1.0000001969847858,-0.14942261522852357,0.03870302984695005,0.8432881073448253,0.8187241483139444,0.06648186163988629,-0.051318770298481226,-0.6331721051821033,0.2220584749062402,-1.155341813213453,1.6620122556587695,-0.11071958538157353,0.03870302984695005,1.551292670277196,-1.772731841040343,-1.6233092258118196
deepseek-coder-1.3b,base_0102,base_0045,test,flip_ab_mismatched,mismatched,90,1,no_shift,0,bound,1.0000002675092639,0.9999989466714827,-0.009231990287081045,0.026344981677300428,-0.004362633962307988,-0.027357961980309476,0.003238374704117322,-0.055129349632502336,-0.24683259867633858,0.2783906930154889,0.034939164303851744,-0.031720595942617474,0.017112991390219386,0.026344981677300428,-0.014607604552398123,0.04883358733283686,0.0580655776199179
deepseek-coder-1.3b,base_0102,base_0045,test,flip_ab_mismatched,mismatched,90,1,no_shift,3,bound,1.0000003306832757,0.9999992421721533,0.005439985938758572,0.01883746014604578,-0.023265120704888897,-0.037802470652827186,-0.004450981038978327,-0.057939770538790736,-0.12188528570968556,0.293149333300237,-0.07208423925099289,-0.06106759135771611,0.024277446084804345,0.01883746014604578,-0.036790145272911745,0.08534503744252045,0.0799050515037619
deepseek-coder-1.3b,base_0102,base_0045,test,flip_ab_mismatched,mismatched,90,1,no_shift,7,bound,1.0000002988784285,0.9999990238759819,-0.00823880262910592,0.08797730088361433,0.1065407202624904,-0.14107827746912288,-0.06393942993878002,-0.02864820321371115,-0.04582256288032305,0.2516484096695104,-0.15844042968701846,-0.034537557206632485,0.0797384982545084,0.08797730088361433,0.045200941047875864,0.11427605546114089,0.12251485809024681
deepseek-coder-1.3b,base_0102,base_0045,test,flip_ab_mismatched,mismatched,90,1,no_shift,11,bound,1.000000241150452,0.9999994529098424,-0.020594471514982567,0.04380219485417894,0.2040594586871155,-0.1581086071381907,-0.023052924846197635,-0.015185893619507462,-0.09178421990580646,0.19719776790987065,-0.13633409266708996,0.04595085154892481,0.023207723339196372,0.04380219485417894,0.06915857488812116,-0.022743128209728437,-0.0021486566947458707
deepseek-coder-1.3b,base_0102,base_0045,test,flip_ab_mismatched,mismatched,90,1,no_shift,15,bound,1.000000199107058,0.999999585363249,-0.02319702589793904,0.05247492850286823,0.2763703111908985,-0.18488107310045188,0.004981024888608743,0.0010051980844399992,-0.09522437351264587,0.063129339398317,-0.0946589432979047,0.09148923809044662,0.0292779026049292,0.05247492850286823,0.12076714069537581,-0.062211335485517424,-0.03901430958757839
deepseek-coder-1.3b,base_0102,base_0045,test,flip_ab_mismatched,mismatched,90,1,no_shift,19,bound,1.000000225030187,0.9999995292145224,-0.026766688535966497,0.24481559298064146,0.2494545743905962,-0.0041056973798120275,0.04051278438672297,-0.0092465532381231,-0.080274527864785,-0.20637561821101758,-0.2080145623439209,0.24534887701078417,0.21804890444467495,0.24481559298064146,0.4633977814554592,-0.02729997256610922,-0.0005332840301427166
deepseek-coder-1.3b,base_0102,base_0045,test,flip_ab_mismatched,mismatched,90,1,no_shift,0,other,1.0000001249490034,0.99999957699288,-0.02096788233792684,-0.25697056019009673,0.16476600270599354,0.16659690479627068,0.006347495991029545,-0.07362928277183939,-0.2963895509954979,0.4022311145479657,-0.09198478970202184,0.3313629075022642,-0.2779384425280236,-0.25697056019009673,0.05342446497424069,-0.6093013500302877,-0.588333467692361
