example_id,layer,n_steps,sanitized,t_failure,model_ever_wrong,t_latent_jlens,lead_jlens,latent_first_jlens,t_latent_logit,lead_logit,latent_first_logit,t_latent_random,lead_random,latent_first_random,t_latent_probe,lead_probe,latent_first_probe
synthetic_taint_0_378596,11,4,False,2,True,2.0,0.0,False,,,False,2.0,0.0,False,,,False
synthetic_taint_0_378596,15,4,False,2,True,2.0,0.0,False,3.0,-1.0,False,,,False,,,False
synthetic_taint_0_378596,19,4,False,2,True,2.0,0.0,False,,,False,3.0,-1.0,False,,,False
synthetic_taint_0_378596,23,4,False,2,True,2.0,0.0,False,2.0,0.0,False,,,False,,,False
synthetic_taint_1_145269,-1,6,True,2,True,6.0,-4.0,False,6.0,-4.0,False,6.0,-4.0,False,6.0,-4.0,False
synthetic_taint_1_145269,0,6,True,2,True,6.0,-4.0,False,6.0,-4.0,False,,,False,4.0,-2.0,False
synthetic_taint_1_145269,3,6,True,2,True,6.0,-4.0,False,4.0,-2.0,False,6.0,-4.0,False,6.0,-4.0,False
synthetic_taint_1_145269,7,6,True,2,True,6.0,-4.0,False,6.0,-4.0,False,2.0,0.0,False,2.0,0.0,False
synthetic_taint_1_145269,11,6,True,2,True,7.0,-5.0,False,7.0,-5.0,False,,,False,,,False
synthetic_taint_1_145269,15,6,True,2,True,7.0,-5.0,False,2.0,0.0,False,,,False,,,False
synthetic_taint_1_145269,19,6,True,2,True,5.0,-3.0,False,7.0,-5.0,False,7.0,-5.0,False,,,False
synthetic_taint_1_145269,23,6,True,2,True,5.0,-3.0,False,5.0,-3.0,False,,,False,,,False
synthetic_taint_1_978659,-1,4,True,2,True,4.0,-2.0,False,4.0,-2.0,False,4.0,-2.0,False,4.0,-2.0,False
synthetic_taint_1_978659,0,4,True,2,True,4.0,-2.0,False,4.0,-2.0,False,5.0,-3.0,False,,,False
synthetic_taint_1_978659,3,4,True,2,True,4.0,-2.0,False,2.0,0.0,False,4.0,-2.0,False,4.0,-2.0,False
synthetic_taint_1_978659,7,4,True,2,True,4.0,-2.0,False,4.0,-2.0,False,2.0,0.0,False,,,False
synthetic_taint_1_978659,11,4,True,2,True,2.0,0.0,False,5.0,-3.0,False,2.0,0.0,False,4.0,-2.0,False
synthetic_taint_1_978659,15,4,True,2,True,2.0,0.0,False,3.0,-1.0,False,,,False,4.0,-2.0,False
synthetic_taint_1_978659,19,4,True,2,True,2.0,0.0,False,4.0,-2.0,False,3.0,-1.0,False,,,False
synthetic_taint_1_978659,23,4,True,2,True,2.0,0.0,False,2.0,0.0,False,,,False,5.0,-3.0,False
synthetic_taint_1_682554,-1,5,True,2,True,5.0,-3.0,False,5.0,-3.0,False,5.0,-3.0,False,5.0,-3.0,False
synthetic_taint_1_682554,0,5,True,2,True,5.0,-3.0,False,5.0,-3.0,False,4.0,-2.0,False,,,False
synthetic_taint_1_682554,3,5,True,2,True,5.0,-3.0,False,5.0,-3.0,False,5.0,-3.0,False,5.0,-3.0,False
synthetic_taint_1_682554,7,5,True,2,True,5.0,-3.0,False,5.0,-3.0,False,2.0,0.0,False,3.0,-1.0,False
synthetic_taint_1_682554,11,5,True,2,True,5.0,-3.0,False,2.0,0.0,False,,,False,2.0,0.0,False
synthetic_taint_1_682554,15,5,True,2,True,6.0,-4.0,False,2.0,0.0,False,,,False,,,False
synthetic_taint_1_682554,19,5,True,2,True,6.0,-4.0,False,6.0,-4.0,False,5.0,-3.0,False,2.0,0.0,False
synthetic_taint_1_682554,23,5,True,2,True,,,False,,,False,,,False,,,False
synthetic_taint_0_562201,-1,5,False,2,True,,,False,,,False,,,False,,,False
synthetic_taint_0_562201,0,5,False,2,True,,,False,,,False,,,False,4.0,-2.0,False
synthetic_taint_0_562201,3,5,False,2,True,,,False,4.0,-2.0,False,,,False,,,False
synthetic_taint_0_562201,7,5,False,2,True,,,False,,,False,2.0,0.0,False,2.0,0.0,False
synthetic_taint_0_562201,11,5,False,2,True,,,False,,,False,,,False,6.0,-4.0,False
synthetic_taint_0_562201,15,5,False,2,True,,,False,2.0,0.0,False,,,False,,,False
synthetic_taint_0_562201,19,5,False,2,True,5.0,-3.0,False,,,False,,,False,,,False
synthetic_taint_0_562201,23,5,False,2,True,5.0,-3.0,False,5.0,-3.0,False,,,False,,,False
synthetic_taint_0_252175,-1,6,False,2,True,,,False,,,False,,,False,,,False
synthetic_taint_0_252175,0,6,False,2,True,,,False,,,False,4.0,-2.0,False,7.0,-5.0,False
synthetic_taint_0_252175,3,6,False,2,True,,,False,,,False,,,False,,,False
synthetic_taint_0_252175,7,6,False,2,True,,,False,,,False,2.0,0.0,False,3.0,-1.0,False
synthetic_taint_0_252175,11,6,False,2,True,,,False,2.0,0.0,False,,,False,2.0,0.0,False
synthetic_taint_0_252175,15,6,False,2,True,,,False,2.0,0.0,False,7.0,-5.0,False,,,False
synthetic_taint_0_252175,19,6,False,2,True,,,False,,,False,,,False,2.0,0.0,False
synthetic_taint_0_252175,23,6,False,2,True,,,False,,,False,,,False,,,False
synthetic_taint_1_683681,-1,4,True,2,True,4.0,-2.0,False,4.0,-2.0,False,4.0,-2.0,False,4.0,-2.0,False
synthetic_taint_1_683681,0,4,True,2,True,4.0,-2.0,False,4.0,-2.0,False,4.0,-2.0,False,,,False
synthetic_taint_1_683681,3,4,True,2,True,4.0,-2.0,False,4.0,-2.0,False,4.0,-2.0,False,4.0,-2.0,False
synthetic_taint_1_683681,7,4,True,2,True,4.0,-2.0,False,4.0,-2.0,False,2.0,0.0,False,3.0,-1.0,False
synthetic_taint_1_683681,11,4,True,2,True,5.0,-3.0,False,2.0,0.0,False,,,False,2.0,0.0,False
synthetic_taint_1_683681,15,4,True,2,True,5.0,-3.0,False,2.0,0.0,False,,,False,4.0,-2.0,False
synthetic_taint_1_683681,19,4,True,2,True,5.0,-3.0,False,5.0,-3.0,False,4.0,-2.0,False,2.0,0.0,False
synthetic_taint_1_683681,23,4,True,2,True,,,False,,,False,,,False,,,False
synthetic_taint_0_452845,-1,3,False,2,True,,,False,,,False,,,False,,,False
synthetic_taint_0_452845,0,3,False,2,True,,,False,,,False,,,False,4.0,-2.0,False
synthetic_taint_0_452845,3,3,False,2,True,,,False,,,False,,,False,,,False
synthetic_taint_0_452845,7,3,False,2,True,,,False,,,False,2.0,0.0,False,2.0,0.0,False
synthetic_taint_0_452845,11,3,False,2,True,,,False,,,False,,,False,4.0,-2.0,False
synthetic_taint_0_452845,15,3,False,2,True,,,False,2.0,0.0,False,,,False,,,False
synthetic_taint_0_452845,19,3,False,2,True,,,False,,,False,,,False,,,False
synthetic_taint_0_452845,23,3,False,2,True,,,False,,,False,,,False,,,False
synthetic_taint_1_421789,-1,7,True,2,True,7.0,-5.0,False,7.0,-5.0,False,7.0,-5.0,False,7.0,-5.0,False
synthetic_taint_1_421789,0,7,True,2,True,7.0,-5.0,False,7.0,-5.0,False,7.0,-5.0,False,,,False
synthetic_taint_1_421789,3,7,True,2,True,7.0,-5.0,False,2.0,0.0,False,7.0,-5.0,False,7.0,-5.0,False
synthetic_taint_1_421789,7,7,True,2,True,7.0,-5.0,False,7.0,-5.0,False,2.0,0.0,False,5.0,-3.0,False
synthetic_taint_1_421789,11,7,True,2,True,2.0,0.0,False,8.0,-6.0,False,2.0,0.0,False,7.0,-5.0,False
synthetic_taint_1_421789,15,7,True,2,True,2.0,0.0,False,3.0,-1.0,False,7.0,-5.0,False,7.0,-5.0,False
synthetic_taint_1_421789,19,7,True,2,True,2.0,0.0,False,8.0,-6.0,False,3.0,-1.0,False,7.0,-5.0,False
synthetic_taint_1_421789,23,7,True,2,True,2.0,0.0,False,2.0,0.0,False,,,False,,,False
synthetic_taint_1_350811,-1,4,True,2,True,4.0,-2.0,False,4.0,-2.0,False,4.0,-2.0,False,4.0,-2.0,False
synthetic_taint_1_350811,0,4,True,2,True,4.0,-2.0,False,4.0,-2.0,False,4.0,-2.0,False,,,False
synthetic_taint_1_350811,3,4,True,2,True,4.0,-2.0,False,2.0,0.0,False,4.0,-2.0,False,2.0,0.0,False
synthetic_taint_1_350811,7,4,True,2,True,4.0,-2.0,False,4.0,-2.0,False,2.0,0.0,False,,,False
synthetic_taint_1_350811,11,4,True,2,True,5.0,-3.0,False,2.0,0.0,False,5.0,-3.0,False,,,False
synthetic_taint_1_350811,15,4,True,2,True,2.0,0.0,False,3.0,-1.0,False,5.0,-3.0,False,,,False
synthetic_taint_1_350811,19,4,True,2,True,2.0,0.0,False,5.0,-3.0,False,5.0,-3.0,False,,,False
synthetic_taint_1_350811,23,4,True,2,True,2.0,0.0,False,2.0,0.0,False,,,False,,,False
synthetic_taint_1_840296,-1,6,True,2,True,6.0,-4.0,False,6.0,-4.0,False,6.0,-4.0,False,6.0,-4.0,False
synthetic_taint_1_840296,0,6,True,2,True,6.0,-4.0,False,6.0,-4.0,False,4.0,-2.0,False,,,False
synthetic_taint_1_840296,3,6,True,2,True,6.0,-4.0,False,6.0,-4.0,False,6.0,-4.0,False,6.0,-4.0,False
synthetic_taint_1_840296,7,6,True,2,True,6.0,-4.0,False,6.0,-4.0,False,2.0,0.0,False,3.0,-1.0,False
synthetic_taint_1_840296,11,6,True,2,True,7.0,-5.0,False,2.0,0.0,False,6.0,-4.0,False,2.0,0.0,False
synthetic_taint_1_840296,15,6,True,2,True,7.0,-5.0,False,2.0,0.0,False,6.0,-4.0,False,,,False
synthetic_taint_1_840296,19,6,True,2,True,7.0,-5.0,False,7.0,-5.0,False,6.0,-4.0,False,2.0,0.0,False
synthetic_taint_1_840296,23,6,True,2,True,,,False,,,False,6.0,-4.0,False,,,False
synthetic_taint_1_471924,-1,7,True,2,True,7.0,-5.0,False,7.0,-5.0,False,7.0,-5.0,False,7.0,-5.0,False
synthetic_taint_1_471924,0,7,True,2,True,7.0,-5.0,False,7.0,-5.0,False,,,False,,,False
synthetic_taint_1_471924,3,7,True,2,True,7.0,-5.0,False,2.0,0.0,False,7.0,-5.0,False,7.0,-5.0,False
synthetic_taint_1_471924,7,7,True,2,True,7.0,-5.0,False,7.0,-5.0,False,2.0,0.0,False,5.0,-3.0,False
synthetic_taint_1_471924,11,7,True,2,True,2.0,0.0,False,8.0,-6.0,False,2.0,0.0,False,7.0,-5.0,False
synthetic_taint_1_471924,15,7,True,2,True,2.0,0.0,False,3.0,-1.0,False,8.0,-6.0,False,7.0,-5.0,False
synthetic_taint_1_471924,19,7,True,2,True,2.0,0.0,False,7.0,-5.0,False,3.0,-1.0,False,,,False
synthetic_taint_1_471924,23,7,True,2,True,2.0,0.0,False,2.0,0.0,False,,,False,8.0,-6.0,False
synthetic_taint_1_205943,-1,7,True,2,True,7.0,-5.0,False,7.0,-5.0,False,7.0,-5.0,False,7.0,-5.0,False
synthetic_taint_1_205943,0,7,True,2,True,7.0,-5.0,False,7.0,-5.0,False,,,False,4.0,-2.0,False
synthetic_taint_1_205943,3,7,True,2,True,7.0,-5.0,False,4.0,-2.0,False,7.0,-5.0,False,7.0,-5.0,False
synthetic_taint_1_205943,7,7,True,2,True,7.0,-5.0,False,7.0,-5.0,False,2.0,0.0,False,2.0,0.0,False
synthetic_taint_1_205943,11,7,True,2,True,8.0,-6.0,False,8.0,-6.0,False,,,False,,,False
synthetic_taint_1_205943,15,7,True,2,True,8.0,-6.0,False,2.0,0.0,False,,,False,,,False
synthetic_taint_1_205943,19,7,True,2,True,5.0,-3.0,False,8.0,-6.0,False,8.0,-6.0,False,,,False
synthetic_taint_1_205943,23,7,True,2,True,5.0,-3.0,False,5.0,-3.0,False,,,False,,,False
synthetic_taint_1_132467,-1,6,True,2,True,6.0,-4.0,False,6.0,-4.0,False,6.0,-4.0,False,6.0,-4.0,False
synthetic_taint_1_132467,0,6,True,2,True,6.0,-4.0,False,6.0,-4.0,False,6.0,-4.0,False,,,False
synthetic_taint_1_132467,3,6,True,2,True,6.0,-4.0,False,2.0,0.0,False,6.0,-4.0,False,2.0,0.0,False
synthetic_taint_1_132467,7,6,True,2,True,6.0,-4.0,False,6.0,-4.0,False,2.0,0.0,False,,,False
synthetic_taint_1_132467,11,6,True,2,True,7.0,-5.0,False,2.0,0.0,False,,,False,,,False
synthetic_taint_1_132467,15,6,True,2,True,2.0,0.0,False,3.0,-1.0,False,6.0,-4.0,False,7.0,-5.0,False
synthetic_taint_1_132467,19,6,True,2,True,2.0,0.0,False,7.0,-5.0,False,7.0,-5.0,False,,,False
synthetic_taint_1_132467,23,6,True,2,True,2.0,0.0,False,2.0,0.0,False,,,False,,,False
synthetic_taint_1_691514,-1,7,True,2,True,7.0,-5.0,False,7.0,-5.0,False,7.0,-5.0,False,7.0,-5.0,False
synthetic_taint_1_691514,0,7,True,2,True,7.0,-5.0,False,7.0,-5.0,False,,,False,,,False
synthetic_taint_1_691514,3,7,True,2,True,7.0,-5.0,False,2.0,0.0,False,7.0,-5.0,False,2.0,0.0,False
synthetic_taint_1_691514,7,7,True,2,True,7.0,-5.0,False,7.0,-5.0,False,2.0,0.0,False,6.0,-4.0,False
synthetic_taint_1_691514,11,7,True,2,True,8.0,-6.0,False,2.0,0.0,False,,,False,,,False
synthetic_taint_1_691514,15,7,True,2,True,2.0,0.0,False,3.0,-1.0,False,7.0,-5.0,False,,,False
synthetic_taint_1_691514,19,7,True,2,True,2.0,0.0,False,8.0,-6.0,False,7.0,-5.0,False,,,False
synthetic_taint_1_691514,23,7,True,2,True,2.0,0.0,False,2.0,0.0,False,,,False,,,False
synthetic_taint_0_350811,-1,6,False,2,True,,,False,,,False,,,False,,,False
synthetic_taint_0_350811,0,6,False,2,True,,,False,,,False,,,False,7.0,-5.0,False
synthetic_taint_0_350811,3,6,False,2,True,,,False,2.0,0.0,False,,,False,2.0,0.0,False
synthetic_taint_0_350811,7,6,False,2,True,,,False,,,False,2.0,0.0,False,6.0,-4.0,False
synthetic_taint_0_350811,11,6,False,2,True,,,False,2.0,0.0,False,,,False,,,False
synthetic_taint_0_350811,15,6,False,2,True,2.0,0.0,False,3.0,-1.0,False,,,False,,,False
synthetic_taint_0_350811,19,6,False,2,True,2.0,0.0,False,,,False,,,False,7.0,-5.0,False
synthetic_taint_0_350811,23,6,False,2,True,2.0,0.0,False,2.0,0.0,False,,,False,,,False
synthetic_taint_0_421789,-1,6,False,2,True,,,False,,,False,,,False,,,False
synthetic_taint_0_421789,0,6,False,2,True,,,False,,,False,,,False,,,False
synthetic_taint_0_421789,3,6,False,2,True,,,False,2.0,0.0,False,,,False,,,False
synthetic_taint_0_421789,7,6,False,2,True,,,False,,,False,2.0,0.0,False,5.0,-3.0,False
synthetic_taint_0_421789,11,6,False,2,True,2.0,0.0,False,,,False,2.0,0.0,False,,,False
synthetic_taint_0_421789,15,6,False,2,True,2.0,0.0,False,3.0,-1.0,False,,,False,,,False
synthetic_taint_0_421789,19,6,False,2,True,2.0,0.0,False,,,False,3.0,-1.0,False,,,False
synthetic_taint_0_421789,23,6,False,2,True,2.0,0.0,False,2.0,0.0,False,,,False,,,False
synthetic_taint_1_165688,-1,4,True,2,True,4.0,-2.0,False,4.0,-2.0,False,4.0,-2.0,False,4.0,-2.0,False
synthetic_taint_1_165688,0,4,True,2,True,4.0,-2.0,False,4.0,-2.0,False,4.0,-2.0,False,,,False
synthetic_taint_1_165688,3,4,True,2,True,4.0,-2.0,False,2.0,0.0,False,4.0,-2.0,False,2.0,0.0,False
synthetic_taint_1_165688,7,4,True,2,True,4.0,-2.0,False,4.0,-2.0,False,2.0,0.0,False,4.0,-2.0,False
synthetic_taint_1_165688,11,4,True,2,True,5.0,-3.0,False,2.0,0.0,False,5.0,-3.0,False,4.0,-2.0,False
synthetic_taint_1_165688,15,4,True,2,True,2.0,0.0,False,3.0,-1.0,False,4.0,-2.0,False,4.0,-2.0,False
synthetic_taint_1_165688,19,4,True,2,True,2.0,0.0,False,5.0,-3.0,False,5.0,-3.0,False,4.0,-2.0,False
synthetic_taint_1_165688,23,4,True,2,True,2.0,0.0,False,2.0,0.0,False,,,False,,,False
synthetic_taint_1_412651,-1,7,True,2,True,7.0,-5.0,False,7.0,-5.0,False,7.0,-5.0,False,7.0,-5.0,False
synthetic_taint_1_412651,0,7,True,2,True,7.0,-5.0,False,7.0,-5.0,False,7.0,-5.0,False,,,False
synthetic_taint_1_412651,3,7,True,2,True,7.0,-5.0,False,2.0,0.0,False,7.0,-5.0,False,7.0,-5.0,False
synthetic_taint_1_412651,7,7,True,2,True,7.0,-5.0,False,7.0,-5.0,False,2.0,0.0,False,5.0,-3.0,False
synthetic_taint_1_412651,11,7,True,2,True,2.0,0.0,False,8.0,-6.0,False,2.0,0.0,False,7.0,-5.0,False
synthetic_taint_1_412651,15,7,True,2,True,2.0,0.0,False,3.0,-1.0,False,7.0,-5.0,False,7.0,-5.0,False
synthetic_taint_1_412651,19,7,True,2,True,2.0,0.0,False,8.0,-6.0,False,3.0,-1.0,False,7.0,-5.0,False
synthetic_taint_1_412651,23,7,True,2,True,2.0,0.0,False,2.0,0.0,False,8.0,-6.0,False,,,False
synthetic_taint_0_145269,-1,4,False,2,True,,,False,,,False,,,False,,,False
synthetic_taint_0_145269,0,4,False,2,True,,,False,,,False,,,False,4.0,-2.0,False
synthetic_taint_0_145269,3,4,False,2,True,,,False,4.0,-2.0,False,,,False,,,False
synthetic_taint_0_145269,7,4,False,2,True,,,False,,,False,2.0,0.0,False,2.0,0.0,False
synthetic_taint_0_145269,11,4,False,2,True,,,False,,,False,5.0,-3.0,False,5.0,-3.0,False
synthetic_taint_0_145269,15,4,False,2,True,,,False,2.0,0.0,False,5.0,-3.0,False,,,False
synthetic_taint_0_145269,19,4,False,2,True,,,False,,,False,,,False,,,False
synthetic_taint_0_145269,23,4,False,2,True,,,False,,,False,,,False,,,False
synthetic_taint_1_317188,-1,5,True,2,True,5.0,-3.0,False,5.0,-3.0,False,5.0,-3.0,False,5.0,-3.0,False
synthetic_taint_1_317188,0,5,True,2,True,5.0,-3.0,False,5.0,-3.0,False,5.0,-3.0,False,,,False
synthetic_taint_1_317188,3,5,True,2,True,5.0,-3.0,False,2.0,0.0,False,5.0,-3.0,False,2.0,0.0,False
synthetic_taint_1_317188,7,5,True,2,True,5.0,-3.0,False,5.0,-3.0,False,2.0,0.0,False,,,False
synthetic_taint_1_317188,11,5,True,2,True,6.0,-4.0,False,2.0,0.0,False,,,False,,,False
synthetic_taint_1_317188,15,5,True,2,True,2.0,0.0,False,3.0,-1.0,False,5.0,-3.0,False,,,False
synthetic_taint_1_317188,19,5,True,2,True,2.0,0.0,False,6.0,-4.0,False,6.0,-4.0,False,,,False
synthetic_taint_1_317188,23,5,True,2,True,2.0,0.0,False,2.0,0.0,False,,,False,,,False
synthetic_taint_0_256787,-1,3,False,2,True,,,False,,,False,,,False,,,False
synthetic_taint_0_256787,0,3,False,2,True,,,False,,,False,,,False,,,False
synthetic_taint_0_256787,3,3,False,2,True,,,False,2.0,0.0,False,,,False,,,False
synthetic_taint_0_256787,7,3,False,2,True,,,False,,,False,2.0,0.0,False,4.0,-2.0,False
synthetic_taint_0_256787,11,3,False,2,True,2.0,0.0,False,,,False,2.0,0.0,False,,,False
synthetic_taint_0_256787,15,3,False,2,True,2.0,0.0,False,3.0,-1.0,False,,,False,,,False
synthetic_taint_0_256787,19,3,False,2,True,2.0,0.0,False,,,False,3.0,-1.0,False,,,False
synthetic_taint_0_256787,23,3,False,2,True,2.0,0.0,False,2.0,0.0,False,,,False,,,False
synthetic_taint_0_317853,-1,5,False,2,True,,,False,,,False,,,False,,,False
synthetic_taint_0_317853,0,5,False,2,True,,,False,,,False,,,False,,,False
synthetic_taint_0_317853,3,5,False,2,True,,,False,2.0,0.0,False,,,False,,,False
synthetic_taint_0_317853,7,5,False,2,True,,,False,,,False,2.0,0.0,False,5.0,-3.0,False
synthetic_taint_0_317853,11,5,False,2,True,2.0,0.0,False,,,False,2.0,0.0,False,,,False
synthetic_taint_0_317853,15,5,False,2,True,2.0,0.0,False,3.0,-1.0,False,,,False,,,False
synthetic_taint_0_317853,19,5,False,2,True,2.0,0.0,False,,,False,3.0,-1.0,False,,,False
synthetic_taint_0_317853,23,5,False,2,True,2.0,0.0,False,2.0,0.0,False,,,False,,,False
synthetic_taint_0_502233,-1,6,False,2,True,,,False,,,False,,,False,,,False
synthetic_taint_0_502233,0,6,False,2,True,,,False,,,False,,,False,7.0,-5.0,False
synthetic_taint_0_502233,3,6,False,2,True,,,False,2.0,0.0,False,,,False,2.0,0.0,False
synthetic_taint_0_502233,7,6,False,2,True,,,False,,,False,2.0,0.0,False,6.0,-4.0,False
synthetic_taint_0_502233,11,6,False,2,True,,,False,2.0,0.0,False,,,False,,,False
synthetic_taint_0_502233,15,6,False,2,True,2.0,0.0,False,3.0,-1.0,False,,,False,,,False
synthetic_taint_0_502233,19,6,False,2,True,2.0,0.0,False,,,False,,,False,7.0,-5.0,False
synthetic_taint_0_502233,23,6,False,2,True,2.0,0.0,False,2.0,0.0,False,,,False,,,False
synthetic_taint_0_387007,-1,4,False,2,True,,,False,,,False,,,False,,,False
synthetic_taint_0_387007,0,4,False,2,True,,,False,,,False,4.0,-2.0,False,5.0,-3.0,False
synthetic_taint_0_387007,3,4,False,2,True,,,False,,,False,,,False,,,False
synthetic_taint_0_387007,7,4,False,2,True,,,False,,,False,2.0,0.0,False,3.0,-1.0,False
synthetic_taint_0_387007,11,4,False,2,True,,,False,2.0,0.0,False,5.0,-3.0,False,2.0,0.0,False
synthetic_taint_0_387007,15,4,False,2,True,,,False,2.0,0.0,False,5.0,-3.0,False,,,False
synthetic_taint_0_387007,19,4,False,2,True,,,False,,,False,,,False,2.0,0.0,False
synthetic_taint_0_387007,23,4,False,2,True,,,False,,,False,,,False,,,False
synthetic_taint_0_294504,-1,6,False,2,True,,,False,,,False,,,False,,,False
synthetic_taint_0_294504,0,6,False,2,True,,,False,,,False,,,False,7.0,-5.0,False
synthetic_taint_0_294504,3,6,False,2,True,,,False,2.0,0.0,False,,,False,2.0,0.0,False
synthetic_taint_0_294504,7,6,False,2,True,,,False,,,False,2.0,0.0,False,6.0,-4.0,False
synthetic_taint_0_294504,11,6,False,2,True,,,False,2.0,0.0,False,,,False,,,False
synthetic_taint_0_294504,15,6,False,2,True,2.0,0.0,False,3.0,-1.0,False,,,False,,,False
synthetic_taint_0_294504,19,6,False,2,True,2.0,0.0,False,,,False,,,False,7.0,-5.0,False
synthetic_taint_0_294504,23,6,False,2,True,2.0,0.0,False,2.0,0.0,False,,,False,,,False
synthetic_taint_0_539218,-1,5,False,2,True,,,False,,,False,,,False,,,False
synthetic_taint_0_539218,0,5,False,2,True,,,False,,,False,,,False,4.0,-2.0,False
synthetic_taint_0_539218,3,5,False,2,True,,,False,4.0,-2.0,False,,,False,,,False
synthetic_taint_0_539218,7,5,False,2,True,,,False,,,False,2.0,0.0,False,2.0,0.0,False
synthetic_taint_0_539218,11,5,False,2,True,,,False,,,False,6.0,-4.0,False,6.0,-4.0,False
synthetic_taint_0_539218,15,5,False,2,True,,,False,2.0,0.0,False,,,False,,,False
synthetic_taint_0_539218,19,5,False,2,True,5.0,-3.0,False,,,False,,,False,,,False
synthetic_taint_0_539218,23,5,False,2,True,5.0,-3.0,False,5.0,-3.0,False,,,False,,,False
synthetic_taint_0_43208,-1,4,False,2,True,,,False,,,False,,,False,,,False
synthetic_taint_0_43208,0,4,False,2,True,,,False,,,False,,,False,,,False
synthetic_taint_0_43208,3,4,False,2,True,,,False,2.0,0.0,False,,,False,2.0,0.0,False
synthetic_taint_0_43208,7,4,False,2,True,,,False,,,False,2.0,0.0,False,5.0,-3.0,False
synthetic_taint_0_43208,11,4,False,2,True,,,False,2.0,0.0,False,,,False,,,False
synthetic_taint_0_43208,15,4,False,2,True,2.0,0.0,False,3.0,-1.0,False,,,False,,,False
synthetic_taint_0_43208,19,4,False,2,True,2.0,0.0,False,,,False,,,False,,,False
synthetic_taint_0_43208,23,4,False,2,True,2.0,0.0,False,2.0,0.0,False,5.0,-3.0,False,,,False
synthetic_taint_1_438484,-1,7,True,2,True,7.0,-5.0,False,7.0,-5.0,False,7.0,-5.0,False,7.0,-5.0,False
synthetic_taint_1_438484,0,7,True,2,True,7.0,-5.0,False,7.0,-5.0,False,4.0,-2.0,False,,,False
synthetic_taint_1_438484,3,7,True,2,True,7.0,-5.0,False,7.0,-5.0,False,7.0,-5.0,False,7.0,-5.0,False
synthetic_taint_1_438484,7,7,True,2,True,7.0,-5.0,False,7.0,-5.0,False,2.0,0.0,False,3.0,-1.0,False
synthetic_taint_1_438484,11,7,True,2,True,8.0,-6.0,False,2.0,0.0,False,8.0,-6.0,False,2.0,0.0,False
synthetic_taint_1_438484,15,7,True,2,True,8.0,-6.0,False,2.0,0.0,False,,,False,,,False
synthetic_taint_1_438484,19,7,True,2,True,8.0,-6.0,False,8.0,-6.0,False,7.0,-5.0,False,2.0,0.0,False
synthetic_taint_1_438484,23,7,True,2,True,8.0,-6.0,False,8.0,-6.0,False,8.0,-6.0,False,,,False
synthetic_taint_1_775286,-1,6,True,2,True,6.0,-4.0,False,6.0,-4.0,False,6.0,-4.0,False,6.0,-4.0,False
synthetic_taint_1_775286,0,6,True,2,True,6.0,-4.0,False,6.0,-4.0,False,6.0,-4.0,False,,,False
synthetic_taint_1_775286,3,6,True,2,True,6.0,-4.0,False,2.0,0.0,False,6.0,-4.0,False,6.0,-4.0,False
synthetic_taint_1_775286,7,6,True,2,True,6.0,-4.0,False,6.0,-4.0,False,2.0,0.0,False,5.0,-3.0,False
synthetic_taint_1_775286,11,6,True,2,True,2.0,0.0,False,7.0,-5.0,False,2.0,0.0,False,6.0,-4.0,False
synthetic_taint_1_775286,15,6,True,2,True,2.0,0.0,False,3.0,-1.0,False,6.0,-4.0,False,6.0,-4.0,False
synthetic_taint_1_775286,19,6,True,2,True,2.0,0.0,False,7.0,-5.0,False,3.0,-1.0,False,6.0,-4.0,False
synthetic_taint_1_775286,23,6,True,2,True,2.0,0.0,False,2.0,0.0,False,,,False,,,False
synthetic_taint_1_96268,-1,4,True,2,True,4.0,-2.0,False,4.0,-2.0,False,4.0,-2.0,False,4.0,-2.0,False
synthetic_taint_1_96268,0,4,True,2,True,4.0,-2.0,False,4.0,-2.0,False,4.0,-2.0,False,,,False
synthetic_taint_1_96268,3,4,True,2,True,4.0,-2.0,False,5.0,-3.0,False,4.0,-2.0,False,4.0,-2.0,False
synthetic_taint_1_96268,7,4,True,2,True,4.0,-2.0,False,4.0,-2.0,False,2.0,0.0,False,2.0,0.0,False
synthetic_taint_1_96268,11,4,True,2,True,5.0,-3.0,False,5.0,-3.0,False,,,False,4.0,-2.0,False
synthetic_taint_1_96268,15,4,True,2,True,5.0,-3.0,False,2.0,0.0,False,,,False,4.0,-2.0,False
synthetic_taint_1_96268,19,4,True,2,True,5.0,-3.0,False,5.0,-3.0,False,,,False,,,False
synthetic_taint_1_96268,23,4,True,2,True,,,False,,,False,,,False,,,False
synthetic_taint_0_580533,-1,3,False,2,True,,,False,,,False,,,False,,,False
synthetic_taint_0_580533,0,3,False,2,True,,,False,,,False,4.0,-2.0,False,4.0,-2.0,False
synthetic_taint_0_580533,3,3,False,2,True,,,False,,,False,,,False,,,False
synthetic_taint_0_580533,7,3,False,2,True,,,False,,,False,2.0,0.0,False,3.0,-1.0,False
synthetic_taint_0_580533,11,3,False,2,True,,,False,2.0,0.0,False,,,False,2.0,0.0,False
synthetic_taint_0_580533,15,3,False,2,True,,,False,2.0,0.0,False,4.0,-2.0,False,,,False
synthetic_taint_0_580533,19,3,False,2,True,,,False,,,False,,,False,2.0,0.0,False
synthetic_taint_0_580533,23,3,False,2,True,,,False,,,False,,,False,,,False
synthetic_taint_0_132467,-1,3,False,2,True,,,False,,,False,,,False,,,False
