model,base_id,arm,split,layer,question,style,variant,delta_contrast_prob,delta_contrast_z,contrast_prob_inner_member,contrast_prob_outer_member,contrast_z_inner_member,contrast_z_outer_member,n_pairs_in_lexicon,delta_z_mechanism,delta_prob_mechanism,delta_z_control,delta_prob_control,delta_z_family_scope,delta_z_family_shadowing,delta_z_family_ordinal,delta_z_family_action
deepseek-coder-1.3b,base_0164,ba,test,3,scope/direct,scope,direct,-0.00013813917327611114,-0.004496767423476877,-0.0085615634822616,-0.008423424308985489,-0.12271249003029269,-0.11821572260681582,10,-0.010655051700783862,-0.0005262171475679158,-0.0006081937505028213,-0.0004237684218012833,0.003577749986064249,-0.022035353656731205,-0.013701081141461622,0.0019299614510452923
deepseek-coder-1.3b,base_0165,ab,test,3,scope/direct,scope,direct,-0.00011358867356176666,-0.006035935852666319,-0.007727114417769888,-0.007613525744208122,-0.11678096357694337,-0.11074502772427705,10,0.0017854898537177995,-0.00016394914936287432,0.0011166087308493227,0.0002943669137010506,0.004160207359072549,-0.02058849956048378,-0.019358256832639247,0.0008315410477241769
deepseek-coder-1.3b,base_0165,ba,test,3,scope/direct,scope,direct,-0.00012131481474553923,-0.00616085412628814,-0.00754618958850984,-0.007424874773764301,-0.11454047798811684,-0.1083796238618287,10,0.001134023459537128,-0.0002293277606970198,0.0009894129754186914,0.00025598171811899305,0.00501652208798474,-0.020939747167351808,-0.019862627077188798,-0.0005735006079510968
deepseek-coder-1.3b,base_0166,ab,test,3,scope/direct,scope,direct,-0.00020439693229547945,-0.011058130524634252,-0.008589642308815683,-0.008385245376520203,-0.13265258234746116,-0.12159445182282691,10,-0.006905885431224055,-0.0008887983151573003,0.006186985243506485,0.0006971588913385058,-0.013194133690819149,0.006625559359219935,-0.0157297839176128,-0.008620489044723678
deepseek-coder-1.3b,base_0166,ba,test,3,scope/direct,scope,direct,-0.0002037856112137998,-0.011063692612422682,-0.008718178574607556,-0.008514392963393756,-0.13398924098661197,-0.12292554837418929,10,-0.006708694077749302,-0.0008858405926628283,0.006431228543542925,0.0007621672758595877,-0.012734398520767007,0.006773813238301951,-0.015475835578912198,-0.010022819271362206
deepseek-coder-1.3b,base_0167,ab,calib,3,scope/direct,scope,direct,7.247235201836982e-05,-0.004146781033982333,-0.008718178574607556,-0.008790650926625926,-0.13398924098661197,-0.12984245995262964,10,-0.011437336119173762,-0.0008144815067144698,0.0028348201470790703,0.00037256154091732047,-0.003473858766921023,-0.003366417862688653,-0.014733348949955625,0.009997044720208008
deepseek-coder-1.3b,base_0167,ba,calib,3,scope/direct,scope,direct,6.42856672590092e-05,-0.004075524557949822,-0.008589642308815683,-0.008653927976074692,-0.13265258234746116,-0.12857705778951134,10,-0.01091807225668211,-0.0007908419398405242,0.003022315619038477,0.00039577463754033974,-0.004072515096354548,-0.002979110560908771,-0.013850347991893743,0.010032484671255115
deepseek-coder-1.3b,base_0168,ab,test,3,scope/direct,scope,direct,-0.0002694292897017156,-0.009626720017085033,-0.009243938584223066,-0.00897450929452135,-0.13325428947675497,-0.12362756945966993,10,0.005952830772627151,0.00033384035258096135,-0.0006176936853822925,0.00031683789629008516,-0.013865273705105804,-0.0013459338211959382,-0.0011984742119608652,-0.0179323744466741
deepseek-coder-1.3b,base_0168,ba,test,3,scope/direct,scope,direct,-0.000291952440037678,-0.010159798669399617,-0.009535712530977437,-0.00924376009093976,-0.13871442667144754,-0.12855462800204792,10,0.00520079231723864,0.0002878626735308828,-0.0009713480167461001,0.0003082929634343714,-0.014456899872104856,-0.0020323567715437585,-0.0014613944532282782,-0.018676923537173845
deepseek-coder-1.3b,base_0169,ab,test,3,scope/direct,scope,direct,-0.0005539981572107999,-0.013779438200762828,-0.009100974960886625,-0.008546976803675825,-0.14434770985201045,-0.13056827165124762,10,0.006198582880829155,9.976067847709282e-05,-0.001867080833284664,-0.0004030601998799634,-0.007688582881152109,-0.02835708405953699,-0.01069114869824873,-0.023304760164368457
deepseek-coder-1.3b,base_0169,ba,test,3,scope/direct,scope,direct,-0.0005621220768466176,-0.013883230680006742,-0.009109914722110077,-0.00854779264526346,-0.1445859898001658,-0.13070275912015905,10,0.005757673096278454,6.955572065508141e-05,-0.001922604520526994,-0.0004059449402666432,-0.007750398868586944,-0.029026595457387727,-0.010161630545677562,-0.02415961211564957
deepseek-coder-1.3b,base_0170,ab,calib,3,scope/direct,scope,direct,-0.0004235760397062818,-0.010243582392420764,-0.009373312115534368,-0.008949736075828087,-0.13937925075043234,-0.12913566835801157,10,0.003646219516180882,0.00034166972223117413,-0.0002338275853345168,0.00032201634776602914,-0.008058178378713934,-0.00028393606933382887,-0.013864658600767764,-0.014162599268857337
deepseek-coder-1.3b,base_0170,ba,calib,3,scope/direct,scope,direct,-0.00043417507595437665,-0.010023732963182708,-0.00934386968041269,-0.008909694604458313,-0.14019598405927286,-0.13017225109609015,10,0.003160237710444479,0.0003154911226276606,-0.00026576548029222814,0.0003305756159515084,-0.0074128295006616884,4.5143657299157036e-05,-0.013560664239258478,-0.01497458128435196
deepseek-coder-1.3b,base_0171,ab,calib,3,scope/direct,scope,direct,0.00026850476441131477,0.008166436874406213,-0.008518401928919651,-0.008786906693330966,-0.11112634486484885,-0.11929278173925506,10,0.005836907289039051,0.000852020863599559,0.0016189132156063058,-0.0002638667848814612,0.009407363785794612,0.00709084677043309,0.007346479786603716,0.007452313735319668
deepseek-coder-1.3b,base_0171,ba,calib,3,scope/direct,scope,direct,0.0002508917585647488,0.0080305317578645,-0.00854282494225602,-0.00879371670082077,-0.11246205845698673,-0.12049259021485123,10,0.0061427616255140555,0.0008752303577178181,0.001547572069190119,-0.0002635438008203589,0.008996111717922126,0.007030410201101067,0.0073643156359258595,0.007598756799038972
deepseek-coder-1.3b,base_0172,ab,calib,3,scope/direct,scope,direct,-0.0014018749226324678,-0.02287741832822565,-0.010764771936845226,-0.009362897014212758,-0.14840401087861063,-0.12552659255038498,10,0.0022975819190611366,-0.00024075383148975012,-0.0045378439131007215,-0.001136138882005613,-0.027285968227142812,-0.010400832314868491,-0.006293828829287589,-0.045173995785477275
deepseek-coder-1.3b,base_0172,ba,calib,3,scope/direct,scope,direct,-0.0013985116525790098,-0.02298281517678244,-0.010842233967475697,-0.009443722314896687,-0.14959572350105696,-0.12661290832427452,10,0.0025940200934061806,-0.00020324032274147887,-0.004645897092424986,-0.0011410943581023703,-0.02848327201429058,-0.012615563329094914,-0.005731557823739819,-0.043042413455173845
deepseek-coder-1.3b,base_0173,ab,test,3,scope/direct,scope,direct,0.0002638793819171384,0.002934313128828109,-0.007716570492953913,-0.007980449874871051,-0.11361480940334726,-0.11654912253217536,10,0.006985150824584837,0.0004028847776867497,0.0006925659129731795,-8.159813389101806e-05,0.005396875042673652,0.005735093423702875,-0.003855159448569152,0.006793008019795391
deepseek-coder-1.3b,base_0173,ba,test,3,scope/direct,scope,direct,0.0002666994431869893,0.0030366690339112268,-0.007949907663064006,-0.008216607106250995,-0.11786014858182536,-0.12089681761573659,10,0.006487095350324998,0.00035335927200274035,0.0010248224814419925,-2.7867277772247474e-05,0.00536933922148676,0.005435779421351372,-0.0032306287654348207,0.0065727201640590205
deepseek-coder-1.3b,base_0174,ab,test,3,scope/direct,scope,direct,5.41717995521801e-06,-0.0029206516583340225,-0.009172269338133657,-0.009177686518088875,-0.13934395825058438,-0.13642330659225035,10,-0.0019019667751759863,-0.0001854358515613818,0.005653638771261923,0.00018064199428079056,0.01256492019403227,0.0018133906962344848,-0.03077403213209939,0.005521254170296967
deepseek-coder-1.3b,base_0174,ba,test,3,scope/direct,scope,direct,1.2555467597506753e-05,-0.002558038025574305,-0.009250444744921885,-0.009263000212519391,-0.14143948176160992,-0.13888144373603561,10,-0.00226736130110846,-0.00019564246494127645,0.005588432609412474,0.00017122774958252456,0.013467856643635603,0.0018509971645324363,-0.03061032344841442,0.0052640831752125555
deepseek-coder-1.3b,base_0175,ab,test,3,scope/direct,scope,direct,-0.0003669419610610597,-0.006541485967991728,-0.010809232847653956,-0.010442290886592896,-0.1485122373684632,-0.14197075140047147,10,0.007287965477593192,0.00020084142185364403,-0.0011122520005157014,-0.0007405293048931853,-0.011682750795441794,-0.011874245581718429,0.006128586717097031,-0.0125976855338613
deepseek-coder-1.3b,base_0175,ba,test,3,scope/direct,scope,direct,-0.00036831254567987887,-0.0066024568628873515,-0.010772795595938162,-0.010404483050258283,-0.1485968134000846,-0.14199435653719725,10,0.006446117298144929,0.00015246528174456568,-0.0011137674082314967,-0.0007638478621672043,-0.011100785428037573,-0.010643769262682401,0.0049859473655340155,-0.012967749875321483
deepseek-coder-1.3b,base_0176,ab,test,3,scope/direct,scope,direct,3.799023882717495e-05,-0.0033273102326210058,-0.007765020723608962,-0.007803010962436137,-0.11967395249462556,-0.11634664226200456,10,-0.009601888008209773,-0.0009697352249127267,0.0019318792188927928,6.180482027208349e-05,-0.005232741405913316,-0.011038325984671526,-0.013893218630571294,0.020187922586914445
deepseek-coder-1.3b,base_0176,ba,test,3,scope/direct,scope,direct,2.3526513348005873e-05,-0.0034398443401567336,-0.007518067772432482,-0.007541594285780488,-0.11379389216031638,-0.11035404782015965,10,-0.009002773673610773,-0.0009019857489563122,0.00221831843633337,9.833183300814001e-05,-0.005210721102518537,-0.012876245063273756,-0.0135050382132659,0.019917900355788942
deepseek-coder-1.3b,base_0177,ab,test,3,scope/direct,scope,direct,3.9430233230192124e-05,0.00454717135792268,-0.008397240620066214,-0.008436670853296406,-0.10881133689269826,-0.11335850825062094,10,-0.0038509547998907792,-0.00012809675218210183,0.00018183789769712997,-0.00047734601163003994,-0.010196302144277317,0.02234224405322488,0.012928060322794241,0.012565248567364448
deepseek-coder-1.3b,base_0177,ba,test,3,scope/direct,scope,direct,4.599705619112021e-05,0.004256086643545376,-0.00835921030535177,-0.00840520736154289,-0.10912488541379217,-0.11338097205733755,10,-0.00378576175479417,-0.00011826603295315703,0.0002430240912500289,-0.00046294835006136935,-0.010920319302885714,0.021803186047248957,0.013011580593810565,0.012702107909157823
deepseek-coder-1.3b,base_0178,ab,test,3,scope/direct,scope,direct,-0.0005062042293808092,-0.013892766876825446,-0.009057410546155428,-0.008551206316774619,-0.13360296665863294,-0.1197101997818075,10,0.0018614494170525664,-0.0003778994499430313,0.006265611138859576,0.000519205114388143,-0.010388765354356871,0.0043342201610158115,-0.015432298174392484,-0.027704966494332697
deepseek-coder-1.3b,base_0178,ba,test,3,scope/direct,scope,direct,-0.0004917127773591615,-0.013156212467555967,-0.008769136851684858,-0.008277424074325697,-0.12761968091359308,-0.11446346844603711,10,0.003284199745840635,-0.0002663513334860044,0.0067876170055120024,0.0006145498599025616,-0.010372409968708099,0.005086303320577551,-0.013594284610533774,-0.02718796714485186
deepseek-coder-1.3b,base_0179,ab,test,3,scope/direct,scope,direct,-0.00023960159035843476,-0.005265429860316501,-0.009363090033861703,-0.009123488443503268,-0.1391881726083163,-0.1339227427479998,10,0.0022991112186515426,0.00033255574652454054,0.000928218750552422,0.00020236418543333786,0.0011888179313977176,-0.009841398571007992,-0.012315899642582088,-0.005310236415000488
deepseek-coder-1.3b,base_0179,ba,test,3,scope/direct,scope,direct,-0.00022627822623842025,-0.005115054665255858,-0.009244452693881085,-0.009018174467642665,-0.13627637623347166,-0.1311613215682158,10,0.0021138041544635964,0.00033202077376968736,0.0008995810775409051,0.00021361045608023243,0.001402494700546264,-0.011538711934669654,-0.01185765731111804,-0.004824420793359249
deepseek-coder-1.3b,base_0180,ab,test,3,scope/direct,scope,direct,-0.00048298664823302057,-0.008234217988979942,-0.010464278242074007,-0.009981291593840987,-0.14257953023406503,-0.13434531224508509,10,0.004781802016295039,0.00024413212691324075,-0.006203904778076813,-0.0009720708526444129,-0.017575421961922966,-0.008143542712987034,0.008812925774373126,-0.015167863326119788
deepseek-coder-1.3b,base_0180,ba,test,3,scope/direct,scope,direct,-0.0005063054509627934,-0.008584677370529314,-0.010775894717900164,-0.01026958926693737,-0.14888933427368015,-0.14030465690315083,10,0.0032129263519736976,0.00017109375164414816,-0.0061675162589741265,-0.0009941889453221181,-0.017858488890620416,-0.008115748404127376,0.008365996749328539,-0.015697529993334805
deepseek-coder-1.3b,base_0181,ab,test,3,scope/direct,scope,direct,5.064619040039131e-05,-0.0015996188240490206,-0.007594196098881359,-0.00764484228928175,-0.10988045404493813,-0.1082808352208891,10,-0.0023454780907920803,-0.00022321106098691763,0.005666750416495649,0.0011118007429047356,-0.0041834588647520765,0.027575792666417492,-0.008833996490179855,-0.00016807798867975177
deepseek-coder-1.3b,base_0181,ba,test,3,scope/direct,scope,direct,5.2249797014514154e-05,-0.0015016162854606108,-0.0077466120830697455,-0.00779886188008426,-0.11213333127991235,-0.11063171499445174,10,-0.001804783396721981,-0.00018594925293417548,0.005518294316339805,0.0010753245935293955,-0.0040247469750440135,0.02766265882206656,-0.008436781689786572,-0.0006347443535683617
deepseek-coder-1.3b,base_0182,ab,test,3,scope/direct,scope,direct,-0.00031697249581986997,-0.008588258209830668,-0.008968397722046995,-0.008651425226227125,-0.12698835194908142,-0.11840009373925076,10,-0.006638174278837408,-0.000704756800599481,0.0012236503429469228,-0.0005775376861862702,-0.010662190888866524,-0.012250724675511276,-0.01056777189965771,0.00036011091582184573
deepseek-coder-1.3b,base_0182,ba,test,3,scope/direct,scope,direct,-0.0003186895495121689,-0.008529006402663825,-0.00876691626126333,-0.008448226711751161,-0.12352244558278666,-0.11499343918012284,10,-0.00679760884879135,-0.0007250959156446836,0.0015465605585391344,-0.0005323474373401328,-0.010763499642807414,-0.012952801347397819,-0.010006869795441048,0.000368672639156048
deepseek-coder-1.3b,base_0183,ab,test,3,scope/direct,scope,direct,0.00013358013130843754,0.006171979081259382,-0.008273168587951261,-0.008406748719259699,-0.10667673441585576,-0.11284871349711514,10,-0.00196916373770457,0.000568408240789913,-0.0007895371013815849,-0.0005864267313065114,0.011012288268444637,-0.00048595216646596384,0.0003928034760093922,0.008489089738626387
deepseek-coder-1.3b,base_0183,ba,test,3,scope/direct,scope,direct,0.00012309769893587008,0.005774188212476661,-0.008613605399258421,-0.008736703098194291,-0.11268647353106881,-0.11846066174354547,10,-0.0019753761502677995,0.000572957255085697,-0.0009137279323572578,-0.0005960673991789193,0.010523604178868995,-0.0006842272494364532,-0.00012085011875923382,0.00834712150750233
deepseek-coder-1.3b,base_0184,ab,test,3,scope/direct,scope,direct,-0.0005702534630532136,-0.012648156835110391,-0.009761668771148528,-0.009191415308095315,-0.14908059806997198,-0.1364324412348616,10,-0.0001973787577431954,-0.0006707784624689537,0.005881332956380197,0.0002432505684346213,-0.0138575386831198,0.004191135682497793,-0.02226898815089262,-0.004217792424222398
deepseek-coder-1.3b,base_0184,ba,test,3,scope/direct,scope,direct,-0.0005872530077844496,-0.013012903653705776,-0.009424069287300711,-0.008836816279516262,-0.14438143755636557,-0.1313685339026598,10,0.0002892070073192173,-0.0006426213405048334,0.005892899820287172,0.0001886368066939232,-0.013357914542419191,0.002371027442357454,-0.022820856203469034,-0.005302918599665633
deepseek-coder-1.3b,base_0185,ab,test,3,scope/direct,scope,direct,0.0005095290071402275,0.0054665311995555355,-0.006875858881923547,-0.007385387889063774,-0.10024648627320024,-0.10571301747275577,10,-0.006085891080989955,6.674289503258413e-05,0.0033228733133950604,0.00032869905846600754,0.0154235757169362,-0.016789333518439503,-0.011467695311738337,0.022081714290732572
deepseek-coder-1.3b,base_0185,ba,test,3,scope/direct,scope,direct,0.0004905088390063442,0.004891606093894024,-0.006620322880101413,-0.0071108317191077575,-0.09541845051150594,-0.10031005660539996,10,-0.005435223245564238,9.721418191618912e-05,0.003060307591534579,0.000301621980595994,0.013346250703917928,-0.01669303182364648,-0.01122866173924807,0.02295503758232978
deepseek-coder-1.3b,base_0186,ab,calib,3,scope/direct,scope,direct,-0.00030201459197363306,-0.006336352690653552,-0.009046907705971205,-0.008744893113997572,-0.1341904842120179,-0.12785413152136435,10,-0.0019612867646707846,-2.3136300170593666e-05,0.0005550138942015817,-0.00015561022846208696,0.003407097855080976,-0.006635994795367445,-0.022083150386454614,-0.0020532361860642334
deepseek-coder-1.3b,base_0186,ba,calib,3,scope/direct,scope,direct,-0.00029652519308537295,-0.006168437861240245,-0.009395925823971911,-0.009099400630886538,-0.14045005167392224,-0.134281613812682,10,-0.0025001656981363824,-6.50876984185601e-05,0.0004601463510977436,-0.00015458867390293188,0.002890056314872963,-0.007151335453498053,-0.021272900244993675,-0.0011372838417077896
deepseek-coder-1.3b,base_0187,ab,calib,3,scope/direct,scope,direct,0.00012580333003243266,0.0012546967372621676,-0.007718611409294439,-0.007844414739326871,-0.11448954030651146,-0.11574423704377362,10,0.0032924177977632597,2.9672648508314442e-05,0.0005824087553669339,4.5196099423280216e-05,0.003671470765453752,-0.011191316677900465,0.001931006797359784,0.0016296902983141542
deepseek-coder-1.3b,base_0187,ba,calib,3,scope/direct,scope,direct,0.00011934085290624119,0.001131483906378572,-0.007708777301994756,-0.007828118154900997,-0.11301029751152791,-0.11414178141790648,10,0.003483812992506846,4.519162601185757e-05,0.0008127293440378664,8.730225702160315e-05,0.0035840844099188224,-0.010825815922733295,0.0016517892864695571,0.001424474743717527
deepseek-coder-1.3b,base_0188,ab,test,3,scope/direct,scope,direct,-0.00030706293643783383,-0.00514635850713796,-0.009490605285621269,-0.009183542349183435,-0.13800179224984196,-0.132855433742704,10,0.011990599094421746,0.0009206188191205028,-0.007931444229541545,-0.0008864460214089506,-0.012464714210552078,-0.011121055196081725,0.008043931898589096,-0.007307734364428463
deepseek-coder-1.3b,base_0188,ba,test,3,scope/direct,scope,direct,-0.00030248334409655603,-0.00500265351976828,-0.0095071905222407,-0.009204707178144145,-0.13924270937954308,-0.1342400558597748,10,0.01153145757142706,0.0008960801956702277,-0.007774802253963867,-0.0008485549045765287,-0.01185205491439395,-0.01072484718989683,0.00795827202459086,-0.007884142211991678
deepseek-coder-1.3b,base_0189,ab,test,3,scope/direct,scope,direct,-0.0002802335016805352,-0.00754054931314288,-0.00950954770734691,-0.009229314205666375,-0.13801700757549717,-0.1304764582623543,10,-9.767162380702975e-05,-8.567062404455034e-05,-0.004111959403909203,-0.00015612221309459798,-0.015093811168996968,-0.012525342068007955,0.008840923019946628,-0.01451383772363661
deepseek-coder-1.3b,base_0189,ba,test,3,scope/direct,scope,direct,-0.00027357350478802306,-0.007096513476403193,-0.009248019280504519,-0.008974445775716496,-0.13365268832419547,-0.12655617484779227,10,-0.00041450391820088835,-0.00012536181895474912,-0.004159510162708066,-0.00019034395498166405,-0.014084683609120949,-0.012724130749579038,0.008613608626354251,-0.013871547728515843
deepseek-coder-1.3b,base_0190,ab,test,3,scope/direct,scope,direct,0.0002620301830093749,-0.0018883675665677113,-0.008704158388791884,-0.008966188571801259,-0.12698994940301048,-0.12510158183644277,10,-0.005166415624615399,-0.0004414849813395446,0.006411645297583189,0.0008237910314635751,0.014489289821273343,-0.011361446802024583,-0.026225726838211515,0.006598896182944347
deepseek-coder-1.3b,base_0190,ba,test,3,scope/direct,scope,direct,0.00026769974013965414,-0.0020460351874850013,-0.008456008283717939,-0.008723708023857593,-0.12433817256454352,-0.12229213737705852,10,-0.005041209153041901,-0.00044271941722109323,0.005880990603028414,0.0007268582417712765,0.014126132005891953,-0.011939276427239631,-0.02669871807790059,0.007535275381261905
deepseek-coder-1.3b,base_0191,ab,test,3,scope/direct,scope,direct,-0.0003540675735209456,-0.01660037143321541,-0.008589642308815683,-0.008235574735294737,-0.13265258234746116,-0.11605221091424575,10,-0.012484494273536663,-0.0015028028323355537,0.005891632759068918,0.0010479792713276267,-0.012164891855524385,-0.017992065953741754,-0.027268786038972377,-0.00877286141969856
deepseek-coder-1.3b,base_0191,ba,test,3,scope/direct,scope,direct,-0.00034902523776515065,-0.01688106646671192,-0.008718178574607556,-0.008369153336842405,-0.13398924098661197,-0.11710817451990005,10,-0.012017210457748949,-0.0014611653664571118,0.005971242129429611,0.0010828970979250444,-0.012699073985850004,-0.0183569210537525,-0.027392008209544093,-0.008740711520667237
deepseek-coder-1.3b,base_0192,ab,calib,3,scope/direct,scope,direct,-0.00022900904287957713,-0.007374424954558839,-0.007698879660960001,-0.007469870618080424,-0.11645771194023447,-0.10908328698567563,10,-0.009997216041790236,-0.0008073652167528845,0.00041768902788162513,5.239930287098964e-05,0.0012171464418771483,-0.018646314577446782,-0.022957602404587052,0.004453143239055601
deepseek-coder-1.3b,base_0192,ba,calib,3,scope/direct,scope,direct,-0.00021744707662417484,-0.00687500695816759,-0.007729721793392402,-0.0075122747167682274,-0.11692191849284014,-0.11004691153467255,10,-0.00970742209267306,-0.0007824230483806985,0.000563494357748444,7.38180117363684e-05,0.0020625981919286662,-0.01857756214321929,-0.023015287948078094,0.0053114818190310165
deepseek-coder-1.3b,base_0193,ab,calib,3,scope/direct,scope,direct,-0.00028906979786270937,-0.004571782080837528,-0.009428415395084891,-0.009139345597222182,-0.1342970231603178,-0.12972524107948027,10,0.012576848441295784,0.0009663665571794165,-0.007696637385614422,-0.0008444448668648083,-0.01120690418779606,-0.010402623674638317,0.007763761959611731,-0.006889433130693991
deepseek-coder-1.3b,base_0193,ba,calib,3,scope/direct,scope,direct,-0.0002954420740460609,-0.004977951207522258,-0.009279154910796457,-0.008983712836750396,-0.13190555521663772,-0.12692760400911546,10,0.012439234171331718,0.0009602269466373325,-0.007667982585803293,-0.0008698493310348705,-0.012094695401740047,-0.009670318267442912,0.007597037126713405,-0.007260761790479964
deepseek-coder-1.3b,base_0194,ab,calib,3,scope/direct,scope,direct,-0.000271915720577387,-0.008490956420850682,-0.009520901405387007,-0.00924898568480962,-0.1385611564211855,-0.1300702000003348,10,0.00022442831089044177,-4.5377973119501954e-05,0.001515628425904116,0.0006591393902248646,-0.015769787499636825,0.01626467026498596,-0.006563403380649831,-0.009202437166498198
deepseek-coder-1.3b,base_0194,ba,calib,3,scope/direct,scope,direct,-0.0002840242076612015,-0.008617715720120545,-0.009233272292283164,-0.008949248084621962,-0.13224097423744036,-0.12362325851731981,10,0.0005182269943871447,-2.4926170271796864e-05,0.0013272101492151755,0.0006499962980170314,-0.015317303038369576,0.014761428560138207,-0.0066724999008169516,-0.009825936952706824
deepseek-coder-1.3b,base_0195,ab,calib,3,scope/direct,scope,direct,-0.00014772258897900736,-0.004010465366089677,-0.008245274628613838,-0.008097552039634831,-0.10754689271333479,-0.10353642734724511,10,0.0014333964613544535,0.0002103116295401324,-0.0006150129096926772,0.00012332996474456845,0.0018574574594907162,-0.009711051976912521,-0.010541427762541331,-0.00309957411716158
deepseek-coder-1.3b,base_0195,ba,calib,3,scope/direct,scope,direct,-0.00011909194855406341,-0.0031635807866807752,-0.008011871377782066,-0.007892779429228003,-0.10420241610628839,-0.10103883531960761,10,0.0022969001076325597,0.00024907916369516065,-0.000199757689509357,0.00016830077225525668,0.0031785043327653,-0.007514298866755781,-0.010388395958394737,-0.0028351692279644305
deepseek-coder-1.3b,base_0196,ab,test,3,scope/direct,scope,direct,0.0002046611359294223,0.0014099322409959203,-0.007949823693253547,-0.008154484829182969,-0.1178662659306152,-0.11927619817161111,10,0.0028924269921620544,6.305944183483464e-05,0.005972394075929563,0.000841173680722207,0.003971853872828016,0.01810392624624846,-0.012611770045146627,0.008971645403919745
deepseek-coder-1.3b,base_0196,ba,test,3,scope/direct,scope,direct,0.00019969374327984124,0.0012650687673836092,-0.007726196566723943,-0.007925890310003784,-0.11497415635263289,-0.1162392251200165,10,0.0032986886525620982,9.38849115850026e-05,0.005753543157990717,0.0008063785451384725,0.003857195241147221,0.01783123040807716,-0.01277875777184046,0.008863474808345748
deepseek-coder-1.3b,base_0197,ab,test,3,scope/direct,scope,direct,-0.0007561956084576119,-0.013562218006054033,-0.009081641950597304,-0.008325446342139692,-0.13617253158955298,-0.12261031358349894,10,-0.0074274160881294135,-0.0004046076155737228,-0.0035089458858416495,-0.00013539195571841267,-0.014327625628207247,0.001694044169093828,-0.014647378069701804,-0.018031793753849973
deepseek-coder-1.3b,base_0197,ba,test,3,scope/direct,scope,direct,-0.0007849100373822221,-0.014277280919199192,-0.00936079841588075,-0.008575888378498528,-0.14069084328008205,-0.12641356236088286,10,-0.006327875161790739,-0.00030651519097589855,-0.0036707663550976204,-0.00014565000247936414,-0.0157234812808478,0.00010052580555944268,-0.013852087729219859,-0.019211573343250576
deepseek-coder-1.3b,base_0198,ab,test,3,scope/direct,scope,direct,-0.00020218194070589085,-0.0054537289095968056,-0.008823973500775628,-0.008621791560069737,-0.12679797070934898,-0.12134424179975217,10,-0.012340127259694722,-0.0011599692639962206,0.0002556352929306278,-0.0003673140720310867,-0.015298015732862075,-0.0018589590932509281,-0.00221236797944991,0.007575418433540607
deepseek-coder-1.3b,base_0198,ba,test,3,scope/direct,scope,direct,-0.00021783462368572815,-0.00577842846584925,-0.0085615634822616,-0.008343728858575872,-0.12271249003029269,-0.11693406156444344,10,-0.012313175115701772,-0.0011758977117875742,2.023607670277247e-06,-0.0003621890578427824,-0.015285862822059113,-0.0024520371920195017,-0.002691452493342572,0.006942780650895944
deepseek-coder-1.3b,base_0199,ab,test,3,scope/direct,scope,direct,-0.00020849932006106187,-0.006000559602840155,-0.009035753797618833,-0.00882725447755777,-0.12687431930796184,-0.12087375970512168,10,-0.010468045592955761,-0.0009961464638918612,-0.0009323066803512141,-0.00010522701306809603,-0.019012053465549225,0.013790903189189324,-0.0011260748177884354,0.002814969548985441
deepseek-coder-1.3b,base_0199,ba,test,3,scope/direct,scope,direct,-0.00020984378599035736,-0.0060441755099421846,-0.008697488628367084,-0.008487644842376726,-0.12159254249099119,-0.115548366981049,10,-0.009932585640665828,-0.0009735539634960408,-0.000614234909264533,-7.918202982787695e-05,-0.018777727198322547,0.015334749763118188,-0.0016648802562618057,0.0021645223497680915
deepseek-coder-1.3b,base_0000,ab,calib,7,scope/direct,scope,direct,0.0005039106123297978,0.002113991182772182,0.0056081991857108715,0.005104288573381074,0.05895422107024886,0.05684022988747668,10,-0.004339889149294288,9.279439209021315e-05,-0.008032555317679232,-0.0016897042996081432,-0.0192597127306756,0.002474445341676068,0.011988260402532851,0.0298697681005749
deepseek-coder-1.3b,base_0000,ba,calib,7,scope/direct,scope,direct,0.00029112318440364937,-0.0017876231242764662,0.005052264023788659,0.00476114083938501,0.05831215884432081,0.06009978196859728,10,-0.004641362036342944,0.0006060140735805011,-0.006794517966712423,-0.0011426795479537013,-0.023888073033850085,0.003300780552990601,0.003597384498532554,0.031791563422023855
deepseek-coder-1.3b,base_0001,ab,test,7,scope/direct,scope,direct,-0.000359390499495002,-0.007856168329438057,0.003915828397398666,0.004275218896893668,0.046700822062185926,0.05455699039162398,10,0.011219750415831915,0.0014683448641724904,-0.002258450249924802,0.000220010595550782,-0.019770226119975975,0.03935589960592267,-0.017286218700259426,0.006510988840189774
deepseek-coder-1.3b,base_0001,ba,test,7,scope/direct,scope,direct,-0.000490223370983589,-0.00756968796651257,0.00375643054205458,0.004246653913038169,0.04571068653135946,0.05328037449787203,10,0.013788608247343103,0.0018028648840298274,-0.003172234603168967,0.0002882052441888632,-0.024110393501379807,0.015618209985582387,-0.009165971724986795,0.016312199764885432
deepseek-coder-1.3b,base_0002,ab,calib,7,scope/direct,scope,direct,0.00020192167213705162,-0.0011365298183091815,0.0029422289828361613,0.0027403073106991097,0.042479261251495135,0.043615791069804316,10,0.005490326560928297,0.0015835260976556859,-0.006272765431319739,-0.0006374472132136513,-0.008656477558510525,-0.005623489621387617,-0.011649029883713637,0.03191559566173957
