model,base_id,donor_id,split,contrast,contrast_kind,contrast_order,binding_changes,expect,layer,target_condition,rho_from,rho_to,delta_frac_inner_def_name,delta_frac_inner_def_value,delta_frac_outer_def_name,delta_frac_outer_def_value,delta_frac_use_site,delta_frac_return_kw,delta_frac_signature,delta_frac_question_var,delta_frac_question,delta_frac_other,delta_frac_outer_def,delta_frac_inner_def,delta_frac_inner_def_identical,delta_frac_both_defs,delta_frac_question_all,binding_shift,binding_shift_identical
deepseek-coder-1.3b,base_0111,base_0072,calib,flip_ab_mismatched,mismatched,90,1,no_shift,7,outer,1.0000002211062524,0.9999999529607508,-0.020062147136430963,-0.005003047823074298,0.008758109038962847,-0.006312154873475215,-0.010862266081200727,-0.0038831863302753187,-0.008774577254469472,0.002733711267560987,0.03731317505662379,0.006092115990276703,0.002445954165487624,-0.02506519495950526,-0.005003047823074298,-0.022619240794017642,0.04004688632418474,-0.027511149124992883,-0.007449001988561922
deepseek-coder-1.3b,base_0111,base_0072,calib,flip_ab_mismatched,mismatched,90,1,no_shift,11,outer,1.0000002690693781,1.0000000936753048,-0.007664573612889344,-0.0023690450645328432,0.010609310562359753,-0.007645771276269055,-0.0036452573591403523,-0.006582582445372459,-0.009444365865463614,-0.0033191678555954535,0.010916689766610088,0.019144587756220022,0.002963539286090694,-0.010033618677422189,-0.0023690450645328432,-0.007070079391331502,0.007597521911014593,-0.012997157963512883,-0.005332584350623537
deepseek-coder-1.3b,base_0111,base_0072,calib,flip_ab_mismatched,mismatched,90,1,no_shift,15,outer,1.0000002857249806,1.0000000034943441,-0.010659603415567652,-0.001024191831022638,-0.005005894764899085,-0.0060483246312848064,-0.007238517619011051,-0.008021205895701943,-0.019396491253659068,-0.0003937415539927037,0.04530011613304408,0.012487572601458469,-0.011054219396183895,-0.011683795246590288,-0.001024191831022638,-0.022738014642774182,0.044906374579051445,-0.0006295758504063931,0.010030027565161257
deepseek-coder-1.3b,base_0111,base_0072,calib,flip_ab_mismatched,mismatched,90,1,no_shift,19,outer,1.0000002400410426,1.0000000075262798,-0.009166958330095969,-0.005202548591316043,-0.01339371023029186,-0.005864624556752612,-0.0069385954283571775,-0.0033269157668871442,-0.03546516586733123,0.005443112667995787,0.07024636772116621,0.0036688058671073276,-0.01925833478704447,-0.014369506921412013,-0.005202548591316043,-0.03362784170845648,0.07568948038916201,0.0048888278656324564,0.014055786195728427
deepseek-coder-1.3b,base_0111,base_0072,calib,flip_ab_mismatched,mismatched,90,1,no_shift,0,margin,1.0000232112592293,0.9999723729050459,-0.04193025795680215,0.05711535740074647,-0.12929169789009706,0.24600360047215758,-0.19550932659930503,-0.05873012602629569,-0.045214666600436854,0.2036263428884345,-0.383941555879427,0.3478214918368277,0.11671190258206052,0.01518509944394432,0.05711535740074647,0.13189700202600485,-0.1803152129909925,-0.1015268031381162,-0.05959654518131405
deepseek-coder-1.3b,base_0111,base_0072,calib,flip_ab_mismatched,mismatched,90,1,no_shift,3,margin,0.9999865165586018,0.9999921565107844,0.0033339444717426694,0.04381402445355455,0.15257615671164626,0.22061635650234226,-0.2522776308529845,-0.03441308672385982,-0.021695460525027993,0.19795966760826228,-0.5110638236715079,0.2011554919780223,0.3731925132139885,0.047147968925297226,0.04381402445355455,0.4203404821392857,-0.3131041560632456,-0.3260445442886913,-0.32937848876043396
deepseek-coder-1.3b,base_0111,base_0072,calib,flip_ab_mismatched,mismatched,90,1,no_shift,7,margin,0.9999949311628524,0.9999957853268673,0.07257121071830624,0.009851232076512522,0.10457703951603992,0.10743497906013216,-0.054149001991391874,-0.05911072933134743,0.057547028746614104,0.16678608133258044,-0.34518605936914165,-0.06032092659429511,0.21201201857617202,0.08242244279481875,0.009851232076512522,0.29443446137099083,-0.1783999780365612,-0.12958957578135327,-0.2021607864996595
deepseek-coder-1.3b,base_0111,base_0072,calib,flip_ab_mismatched,mismatched,90,1,no_shift,11,margin,0.9999867946754948,0.9999901847083117,0.04898756884102552,-0.008895241876249398,0.01961555416128047,0.0837598942740558,-0.09386707687539042,-0.02308478455299661,-0.005894311138005898,0.17721980655504893,-0.032612861887261785,-0.16522515746870192,0.1033754484353363,0.04009232696477613,-0.008895241876249398,0.14346777540011246,0.14460694466778712,-0.06328312147056017,-0.11227069031158571
deepseek-coder-1.3b,base_0111,base_0072,calib,flip_ab_mismatched,mismatched,90,1,no_shift,15,margin,0.9999820248662741,1.0000020461276202,0.05968658997665838,0.008242639385256108,-0.01819330924329271,0.08103438713648473,-0.07354401857032263,-0.017635424180326115,-0.012780867337436615,0.18310049852103763,-0.05099042512801716,-0.15890004929869256,0.06284107789319204,0.06792922936191448,0.008242639385256108,0.1307703072551064,0.13211007339302044,0.005088151468722435,-0.054598438507935936
deepseek-coder-1.3b,base_0111,base_0072,calib,flip_ab_mismatched,mismatched,90,1,no_shift,19,margin,0.9999813055263505,1.000003550118865,0.06258717673369989,0.015223208577032077,0.0022535757743796236,0.05772287888981828,-0.06785662363834519,-0.07162317077585023,0.01598552062325804,0.12074613561714419,-0.10701142915480524,-0.028005028053809222,0.05997645466419793,0.07781038531073196,0.015223208577032077,0.1377868399749299,0.01373470646233893,0.017833930646534032,-0.044753246087165854
deepseek-coder-1.3b,base_0112,base_0198,test,flip_ab_mismatched,mismatched,90,1,no_shift,0,inner,1.0000000903044484,0.9999997195638388,-0.002005624680954622,0.003263447471886815,-0.03471141192384142,-0.008538715295918271,-0.008126086266170503,0.0011398009196708994,0.02056946891215955,0.013168153869475622,-0.0023599605634348486,0.017600556816516955,-0.04325012721975968,0.0012578227909321935,0.003263447471886815,-0.04199230442882751,0.01080819330604077,0.044507950010691875,0.0465135746916465
deepseek-coder-1.3b,base_0112,base_0198,test,flip_ab_mismatched,mismatched,90,1,no_shift,3,inner,1.000000451552224,0.9999998186599854,-0.0024382341475883878,0.0015654434512735352,-0.015937684952409714,-0.01232333416971094,-0.0037624721999688594,0.004021752854045484,0.012248816604169592,0.013249097691943938,-0.0020343686950010653,0.005410350671007702,-0.028261019122120645,-0.000872790696314853,0.0015654434512735352,-0.029133809818435497,0.011214728996942869,0.027388228425805794,0.02982646257339418
deepseek-coder-1.3b,base_0112,base_0198,test,flip_ab_mismatched,mismatched,90,1,no_shift,7,inner,1.0000003335148357,0.9999999027433628,-0.002666795614924112,0.001053087048479599,-0.011970051520309888,-0.013077168333945474,0.0009904443426593194,0.00565080815791829,0.008004135447250676,0.009557289513699881,-0.005692528921545037,0.008150349109243615,-0.02504721985425537,-0.001613708566444513,0.001053087048479599,-0.026660928420699892,0.003864760592154848,0.023433511287810856,0.02610030690273497
deepseek-coder-1.3b,base_0112,base_0198,test,flip_ab_mismatched,mismatched,90,1,no_shift,11,inner,1.0000003164853117,0.9999998823307432,0.001909855423416481,0.0011625228852842756,-0.009046576599264167,-0.009642995939578779,0.001242145516220386,0.005626039929055538,0.00878676461947657,0.0091383228583063,-0.01769440452005766,0.008517891672572692,-0.018689572538842958,0.0030723783087007565,0.0011625228852842756,-0.015617194230142184,-0.008556081661751369,0.021761950847543714,0.019852095424127233
deepseek-coder-1.3b,base_0112,base_0198,test,flip_ab_mismatched,mismatched,90,1,no_shift,15,inner,1.000000284465009,0.9999998838142183,0.003997348182890442,0.0037543414569935,-0.008868044466405628,-0.007683478793586669,-0.001857311953989648,0.007198767790354979,0.011539963926199465,0.007994647104383669,-0.020169229900868002,0.004092596003237137,-0.016551523259992297,0.0077516896398839436,0.0037543414569935,-0.008799833620108347,-0.012174582796484312,0.02430321289987624,0.020305864716985797
deepseek-coder-1.3b,base_0112,base_0198,test,flip_ab_mismatched,mismatched,90,1,no_shift,19,inner,1.000000270073862,0.9999998915282897,-0.00026070026075785714,0.005279530133883265,-0.012708139749580011,-0.006186077984178947,-0.005447635171820822,0.011958081976993589,0.014201925967743737,0.00642831534984626,-0.0074552490519105286,-0.00581042975579113,-0.018894217733758958,0.005018829873125408,0.005279530133883265,-0.013875387860633552,-0.0010269337020641922,0.023913047606884365,0.024173747867642224
deepseek-coder-1.3b,base_0112,base_0198,test,flip_ab_mismatched,mismatched,90,1,no_shift,0,outer,1.0000001896412016,0.9999999477771837,-0.004709102323367869,0.0046115096022097506,-0.033076855566572694,-0.01104566582224975,-0.00821249987249184,0.0008339895148230438,0.01950758261263294,0.0107442833453233,0.004594619773020003,0.016751896872655103,-0.044122521388822444,-9.759272115811637e-05,0.0046115096022097506,-0.04422011410998056,0.015338903118343294,0.04402492866766433,0.0487340309910322
deepseek-coder-1.3b,base_0112,base_0198,test,flip_ab_mismatched,mismatched,90,1,no_shift,3,outer,1.0000002823845469,1.000000129560883,-0.005251716587786129,0.0032010673642591803,-0.017854861454168786,-0.014459058741812615,-0.0034340268986826246,0.003908222013469275,0.013583776349179191,0.010609949299926487,0.006294839133966834,0.0034016566979853113,-0.032313920195981394,-0.0020506492235269486,0.0032010673642591803,-0.0343645694195083,0.016904788433893314,0.030263270972454445,0.035514987560240574
deepseek-coder-1.3b,base_0112,base_0198,test,flip_ab_mismatched,mismatched,90,1,no_shift,7,outer,1.0000001962395424,1.0000001202634108,-0.004110908049235762,0.0027349100522505443,-0.013478459691014716,-0.01500348748360586,0.00017892072818286378,0.005809209111961438,0.006688685383044374,0.008315821909291005,0.002601469384096,0.0062637626788983325,-0.028481947174620575,-0.001375997996985217,0.0027349100522505443,-0.02985794517160581,0.010917291293386977,0.02710594917763536,0.03121685722687112
deepseek-coder-1.3b,base_0112,base_0198,test,flip_ab_mismatched,mismatched,90,1,no_shift,11,outer,1.0000001444303481,1.0000001348737246,0.0015710064915729367,0.0032165951940802988,-0.009204381977742565,-0.011659790084340633,0.0008730583190395599,0.005909033920275578,0.008167622965417426,0.005449454334681678,-0.013093568077936824,0.008770959358328806,-0.020864172062083214,0.0047876016856532345,0.0032165951940802988,-0.016076570376429983,-0.007644113743255132,0.02565177374773645,0.024080767256163513
deepseek-coder-1.3b,base_0112,base_0198,test,flip_ab_mismatched,mismatched,90,1,no_shift,15,outer,1.0000001295229857,1.0000001275081944,0.0034919768175505524,0.006020555713988562,-0.008630482772411463,-0.01008342819952043,-0.0020971448196310943,0.007670301703751335,0.01094256128553825,0.005882553005308246,-0.017595101314200834,0.004398206564835638,-0.018713910971931896,0.009512532531539112,0.006020555713988562,-0.009201378440392788,-0.011712548308892567,0.02822644350347101,0.02473446668592046
deepseek-coder-1.3b,base_0112,base_0198,test,flip_ab_mismatched,mismatched,90,1,no_shift,19,outer,1.000000167035775,1.0000001467068713,-0.0013894051045451432,0.0072905214792892805,-0.01242420934888795,-0.008355147904265073,-0.0055760049302512075,0.013431169876040976,0.014226882606788782,0.003749074173719183,-0.004685738358241487,-0.006267162818550859,-0.020779357253153025,0.005901116374744136,0.0072905214792892805,-0.014878240878408881,-0.0009366641845223178,0.02668047362789716,0.028069878732442304
deepseek-coder-1.3b,base_0112,base_0198,test,flip_ab_mismatched,mismatched,90,1,no_shift,0,margin,0.9999948312912772,0.9999866252786743,0.15350123316472328,-0.07962400070537769,-0.12752094202966818,0.12076661938041852,0.002566967558492811,0.022233896528012477,0.0844965522807172,0.14852597719480987,-0.39762600170009804,0.07267149231535963,-0.006754322649249661,0.07387723245934558,-0.07962400070537769,0.06712290981009592,-0.24910002450528818,0.08063155510859524,-0.07286967805612803
deepseek-coder-1.3b,base_0112,base_0198,test,flip_ab_mismatched,mismatched,90,1,no_shift,3,margin,1.0000094075027035,0.9999819799791954,0.16103216124333897,-0.09355322256068135,0.11576651551844086,0.10063646609458238,-0.01404684980019208,0.010066891421485192,-0.07567067558394597,0.15980624437778512,-0.5076224235749344,0.14355746534061242,0.21640298161302318,0.0674789386826576,-0.09355322256068135,0.2838819202956807,-0.3478161791971493,-0.1489240429303656,-0.3099562041737045
deepseek-coder-1.3b,base_0112,base_0198,test,flip_ab_mismatched,mismatched,90,1,no_shift,7,margin,1.0000076010422396,0.9999874220116225,0.07863703516957535,-0.08945082951065143,0.10247772707625424,0.09510587417532473,0.04586230230351125,-0.007060436548718754,0.0700226418929642,0.07948996479230953,-0.5058230713589013,0.13071861297771492,0.19758360125157903,-0.010813794341076086,-0.08945082951065143,0.18676980691050282,-0.42633310656659174,-0.20839739559265513,-0.28703443076223045
deepseek-coder-1.3b,base_0112,base_0198,test,flip_ab_mismatched,mismatched,90,1,no_shift,11,margin,1.0000094252923768,0.9999853920746384,0.023373670811699783,-0.1119889474519083,0.031037025810420005,0.10513267901330983,0.022198740395686527,-0.012989845654568288,0.030584799020460907,0.2099942631156521,-0.3065834456892621,0.009217027410777234,0.1361697048237298,-0.08861527664020852,-0.1119889474519083,0.04755442818352129,-0.09658918257360997,-0.22478498146393833,-0.2481586522756381
deepseek-coder-1.3b,base_0112,base_0198,test,flip_ab_mismatched,mismatched,90,1,no_shift,15,margin,1.00000848729142,0.9999859012909127,0.03396291488434523,-0.12034937016852436,0.005993909089428429,0.12938251037828843,0.013897455378965952,-0.020457727939236184,0.036432279841371665,0.12512304224579035,-0.21313407573228135,0.009126476021343422,0.1353764194677169,-0.08638645528417913,-0.12034937016852436,0.04898996418353774,-0.088011033486491,-0.22176287475189602,-0.25572578963624126
deepseek-coder-1.3b,base_0112,base_0198,test,flip_ab_mismatched,mismatched,90,1,no_shift,19,margin,1.000005725040325,0.9999852500483308,0.06243564366476205,-0.10615223216528263,-0.007462083839259781,0.11759396867936989,0.002686915604368862,-0.06662484234912507,0.011670092506996067,0.1461188712598992,-0.19615192035495196,0.03586511200122283,0.1101318848401101,-0.04371658850052059,-0.10615223216528263,0.06641529633958954,-0.05003304909505277,-0.1538484733406307,-0.21628411700539274
deepseek-coder-1.3b,base_0113,base_0111,calib,flip_ab_mismatched,mismatched,90,1,no_shift,0,inner,1.00000032758404,1.0000004443676813,0.0035776987006095554,-0.006257029245472261,0.02951354394615857,0.0008890463258001274,-0.008384680553875213,0.005813600679481537,-0.011556384309345216,-0.00034480705920226715,-0.006435631830333577,-0.006815239870180123,0.03040259027195874,-0.002679330544862706,-0.006257029245472261,0.027723259727095995,-0.006780438889535834,-0.033081920816821445,-0.036659619517431005
deepseek-coder-1.3b,base_0113,base_0111,calib,flip_ab_mismatched,mismatched,90,1,no_shift,3,inner,1.0000001993989809,1.0000005088880557,0.00202930898652748,-0.0073796675834504515,0.0010861350201077091,0.0009460656332885046,-0.009214280179850449,0.005240243598058714,-0.01081076870807985,0.0024735867954650687,0.009319947888685842,0.0063097380383223545,0.002032200653396238,-0.005350358596922972,-0.0073796675834504515,-0.003318157943526745,0.011793534684150897,-0.00738255925031921,-0.009411868236846688
deepseek-coder-1.3b,base_0113,base_0111,calib,flip_ab_mismatched,mismatched,90,1,no_shift,7,inner,1.000000200670658,1.000000438017016,-0.0027607765208820783,-0.012032944611785574,-0.007749822100548642,0.0014968593622469383,-0.006494942345609068,-0.0017137907135227465,-0.012276855665697112,0.0012296587531605285,0.010608382223379342,0.029694468965616283,-0.006252962738301698,-0.014793721132667654,-0.012032944611785574,-0.021046683870969363,0.011838040976539843,-0.008540758394365956,-0.0057799818734838755
deepseek-coder-1.3b,base_0113,base_0111,calib,flip_ab_mismatched,mismatched,90,1,no_shift,11,inner,1.000000174587146,1.000000477581959,-0.001303233985894596,-0.00752586166120232,-0.007736251639009789,0.0019912584163961776,-0.012308208320643225,-0.0034162866884304035,-0.015667243549877835,-0.004711930111541234,0.005701496163654618,0.04497656437136155,-0.005744993222613598,-0.008829095647096916,-0.00752586166120232,-0.014574088869710539,0.000989566052113422,-0.0030841024244833183,-0.0017808684385887223
deepseek-coder-1.3b,base_0113,base_0111,calib,flip_ab_mismatched,mismatched,90,1,no_shift,15,inner,1.0000002577265739,1.0000003982135501,-0.006284004019871382,-0.0059988483709032476,-0.007652688699412505,0.00020515544848737858,-0.014949428704567534,-0.004456065822965725,-0.01609033373350066,-0.0005018019996658601,-0.004508567133974295,0.06023672352335005,-0.007447533250925127,-0.012282852390774628,-0.0059988483709032476,-0.019730385641699766,-0.005010369133640169,-0.004835319139849501,0.0014486848800218796
deepseek-coder-1.3b,base_0113,base_0111,calib,flip_ab_mismatched,mismatched,90,1,no_shift,19,inner,1.0000002229108789,1.0000003036393228,-0.003793356806366447,-0.007041474254171608,-0.0030152140798610384,-0.0011306507942243074,-0.015010173358370807,-0.0004489898213516294,-0.01358565536468255,-0.0034063651948554718,-0.002422688942757656,0.049854649345085336,-0.004145864874085347,-0.010834831060538053,-0.007041474254171608,-0.014980695934623405,-0.005829054137613143,-0.006688966186452707,-0.0028956093800862615
deepseek-coder-1.3b,base_0113,base_0111,calib,flip_ab_mismatched,mismatched,90,1,no_shift,0,outer,1.0000002059367472,1.0000006731891875,0.0012513835979215612,-0.007613868948398347,0.031528884147355996,0.0001426630344090905,-0.008566837550057821,0.005644296078868022,-0.011520404013672238,0.0029317531528831042,-0.004593106281931825,-0.009204295964937548,0.03167154718176507,-0.006362485350476786,-0.007613868948398347,0.025309061831288338,-0.0016613531290487482,-0.03803403253224186,-0.03928541613016342
deepseek-coder-1.3b,base_0113,base_0111,calib,flip_ab_mismatched,mismatched,90,1,no_shift,3,outer,1.0000002101372212,1.0000007342726307,-7.978619502608565e-05,-0.00846857016565027,-0.0008095799830528383,0.0009768739333216887,-0.009779112204217469,0.005423286292944078,-0.007953683716130616,0.005966617282560337,0.013067949803851842,0.0016565290868088,0.00016729395026884863,-0.008548356360676355,-0.00846857016565027,-0.008381062410407536,0.019034567086412157,-0.008715650310945204,-0.008635864115919118
deepseek-coder-1.3b,base_0113,base_0111,calib,flip_ab_mismatched,mismatched,90,1,no_shift,7,outer,1.0000001857858252,1.0000006555119172,-0.004661493330401261,-0.013990444405246955,-0.008809804886340478,0.0021085501245269554,-0.007557768818289325,-0.0006698042664689565,-0.010452600296547973,0.004737883428469418,0.011323440424374276,0.027972511752016427,-0.006701254761813519,-0.01865193773564822,-0.013990444405246955,-0.025353192497461735,0.0160613238528437,-0.011950682973834701,-0.0072891896434334365
deepseek-coder-1.3b,base_0113,base_0111,calib,flip_ab_mismatched,mismatched,90,1,no_shift,11,outer,1.0000002234198009,1.0000006114398194,-0.00181969720121377,-0.008031275151476636,-0.007831983277415494,0.0021950599535883425,-0.012446249983535922,-0.003000497379891218,-0.013808740228793456,-0.003742457840997247,0.0038050421590073435,0.044681186970746745,-0.005636923323827148,-0.009850972352690404,-0.008031275151476636,-0.015487895676517566,6.25843180100949e-05,-0.0042140490288632565,-0.0023943518276494883
deepseek-coder-1.3b,base_0113,base_0111,calib,flip_ab_mismatched,mismatched,90,1,no_shift,15,outer,1.000000126468322,1.000000540488585,-0.006836431883563785,-0.006956659848446895,-0.0074139235753466134,0.0001900339174868501,-0.015344030014952374,-0.004268362179655531,-0.014861003153728042,0.003183562834743442,-0.007720633420157386,0.06002786134388291,-0.007223889657859764,-0.013793091732010682,-0.006956659848446895,-0.021016981389870446,-0.0045370705854139715,-0.006569202074150918,0.0002672298094128691
deepseek-coder-1.3b,base_0113,base_0111,calib,flip_ab_mismatched,mismatched,90,1,no_shift,19,outer,1.0000002261444325,1.0000003627472671,-0.004408696752175657,-0.008335048611390467,-0.0025196002279846592,-0.0013832720140971814,-0.014952658384822537,4.8819576396297304e-05,-0.012182152618181702,-0.003516536420983516,-0.0034581655535210754,0.05070744760959518,-0.0039028722420818415,-0.012743745363566124,-0.008335048611390467,-0.016646617605647965,-0.00697470197450456,-0.008840873121484284,-0.004432176369308626
deepseek-coder-1.3b,base_0113,base_0111,calib,flip_ab_mismatched,mismatched,90,1,no_shift,0,margin,1.0000284851532417,0.9999854160135417,0.051368371002388946,0.5599364559227937,0.1651381775403727,0.6072380002730665,-0.25976868205155124,-0.1164595351117893,-0.08466442801417877,-0.27256802194972546,-0.5436592896494981,-0.10660411710156881,0.7723761778134391,0.6113048269251826,0.5599364559227937,1.3836810047386219,-0.8162273115992233,-0.16107135088825653,-0.21243972189064542
deepseek-coder-1.3b,base_0113,base_0111,calib,flip_ab_mismatched,mismatched,90,1,no_shift,3,margin,0.9999977138299503,0.9999857062619092,0.1738871955782135,0.2902561211990233,-0.34810259435762414,0.3513892659481818,-0.20008627968177659,-0.05388308539407502,-0.03699808853338293,-0.28346025653917883,0.3671544487725473,-0.2601687345599525,0.003286671590557677,0.46414331677723675,0.2902561211990233,0.4674299883677944,0.08369419223336855,0.46085664518667907,0.2869694496084656
deepseek-coder-1.3b,base_0113,base_0111,calib,flip_ab_mismatched,mismatched,90,1,no_shift,7,margin,1.000003646047067,0.9999861535624746,0.32731440142249757,0.3036791236064135,-0.7492491964135714,-0.06982706512356902,0.06700823322296706,-0.057944233568934383,0.1582531265748901,-0.3406808740317626,0.7692530142532567,-0.4078240224267834,-0.8190762615371403,0.630993525028911,0.3036791236064135,-0.18808273650822926,0.42857214022149404,1.4500697865660515,1.1227553851435539
deepseek-coder-1.3b,base_0113,base_0111,calib,flip_ab_mismatched,mismatched,90,1,no_shift,11,margin,0.9999888713446463,0.9999916861734768,0.19266058906063266,0.13506867099465708,-1.020574851944708,-0.10178259974491552,-0.009587284594008977,0.06323998218202218,0.1594738984083454,0.046713841831551,1.0975107599309928,-0.5627201912957399,-1.1223574516896235,0.3277292600552897,0.13506867099465708,-0.7946281916343338,1.1442246017625437,1.4500867117449132,1.2574261226842807
deepseek-coder-1.3b,base_0113,base_0111,calib,flip_ab_mismatched,mismatched,90,1,no_shift,15,margin,1.0000306399342076,0.9999910539886776,0.22582171468721407,0.16869873471609922,-0.950168136947145,-0.1380734863436378,0.050811517946697075,0.05279128568706089,0.06856076135364408,-0.4141998614696696,1.6633265230299592,-0.727608638605742,-1.088241623290783,0.3945204494033133,0.16869873471609922,-0.6937211738874695,1.2491266615602894,1.4827620726940962,1.2569403580068823
deepseek-coder-1.3b,base_0113,base_0111,calib,flip_ab_mismatched,mismatched,90,1,no_shift,19,margin,0.9999994744436664,0.9999964215954711,0.18721049983070742,0.2261375356276591,-0.7237717167591212,-0.12396918186698327,-0.10666019362099802,-0.07386872911595294,-0.17411425879582812,0.14004377986367894,1.2943010786367153,-0.645311866648109,-0.8477408986261044,0.4133480354583665,0.2261375356276591,-0.43439286316773784,1.4343448585003942,1.2610889340844709,1.0738784342537635
deepseek-coder-1.3b,base_0114,base_0091,test,flip_ab_mismatched,mismatched,90,1,no_shift,0,inner,0.9999998258015361,1.000000304322494,-0.010021452326055523,0.0020760318881270527,0.011232527222841626,-0.0007096887677642341,-0.007667490539844722,-0.002153185569511125,-0.023312829606348524,0.0045586583299151075,0.01843267649105812,0.007565231398540262,0.010522838455077399,-0.00794542043792847,0.0020760318881270527,0.0025774180171488914,0.022991334820973264,-0.01846825889300587,-0.008446806566950345
deepseek-coder-1.3b,base_0114,base_0091,test,flip_ab_mismatched,mismatched,90,1,no_shift,3,inner,0.9999999452949601,1.000000255894603,-0.0065686593667052175,0.00016753330421992538,-0.0050398986922269295,-0.0019326246035352088,-0.006219022375594068,-0.0013943494030840492,-0.024730153885301254,0.0059286512516178854,0.029072954489093084,0.010715879881158907,-0.0069725232957621175,-0.006401126062485295,0.00016753330421992538,-0.01337364935824742,0.035001605740710984,0.0005713972332768227,0.007140056599982043
deepseek-coder-1.3b,base_0114,base_0091,test,flip_ab_mismatched,mismatched,90,1,no_shift,7,inner,0.9999999676637582,1.000000180607546,-0.0046446967429423286,-0.0009316023647335925,-0.005385511518688213,0.006516176059122027,-0.010765888540891564,-0.006502611455202752,-0.03435857863695037,0.007781286883964957,0.023875081426205702,0.024416557833903785,0.0011306645404338123,-0.005576299107675922,-0.0009316023647335925,-0.004445634567242118,0.03165636831017066,-0.006706963648109734,-0.0020622669051674047
deepseek-coder-1.3b,base_0114,base_0091,test,flip_ab_mismatched,mismatched,90,1,no_shift,11,inner,0.9999999452370099,1.0000002254542146,-0.0040476573163954095,-0.00359439916419369,-0.003216119603558859,0.009149862144998376,-0.011896375806263713,-0.008922486455301758,-0.03672800756672967,-0.0003235652573929152,0.016081309705631486,0.04349771953641085,0.005933742541439496,-0.0076420564805890975,-0.00359439916419369,-0.0017083139391496083,0.015757744448238575,-0.013575799022028594,-0.009528141705633186
deepseek-coder-1.3b,base_0114,base_0091,test,flip_ab_mismatched,mismatched,90,1,no_shift,15,inner,0.9999999887576507,1.0000002202451643,-0.009103144256931903,-0.007086342000475745,-0.012173868903533835,0.010142654306615428,-0.02075643526356296,-0.005724966806067744,-0.0465401800476698,0.005451210036058153,0.03894059572534969,0.04685070869773231,-0.002031214596918414,-0.016189486257407647,-0.007086342000475745,-0.01822070085432606,0.04439180576140789,-0.014158271660489233,-0.005055127403557331
deepseek-coder-1.3b,base_0114,base_0091,test,flip_ab_mismatched,mismatched,90,1,no_shift,19,inner,0.9999999925823675,1.0000001165525036,-0.008236968672572094,-0.013364909569773147,-0.01293108199728719,0.007898717776977728,-0.03130507582717845,0.00012206096987768793,-0.05898697604296323,0.004660748854275384,0.05813667545616941,0.05400693302261009,-0.005032364220309463,-0.02160187824234524,-0.013364909569773147,-0.0266342424626547,0.06279742431044477,-0.016569514022035776,-0.008332545349463684
deepseek-coder-1.3b,base_0114,base_0091,test,flip_ab_mismatched,mismatched,90,1,no_shift,0,outer,1.0000001712705293,1.0000006104633141,-0.01204813625899625,0.0028289068870740145,0.012771143250508044,-0.0002056260974923861,-0.0068813912326270415,-0.00269449037823592,-0.023012810851688506,0.005514628577851635,0.018259264483472537,0.005468950812918538,0.012565517153015682,-0.009219229371922238,0.0028289068870740145,0.003346287781093471,0.02377389306132416,-0.02178474652493792,-0.009736610265941668
deepseek-coder-1.3b,base_0114,base_0091,test,flip_ab_mismatched,mismatched,90,1,no_shift,3,outer,1.0000000212500186,1.000000418984657,-0.009853445451486632,0.0010601818506645027,-0.009508186786935435,-0.00045241344021877423,-0.006837936390734241,-0.0014585981276771095,-0.021594785485046057,0.006582648431110027,0.03687034440030018,0.005192588734662051,-0.009960600227154198,-0.008793263600822127,0.0010601818506645027,-0.018753863827976336,0.04345299283141024,0.001167336626332071,0.011020782077818701
deepseek-coder-1.3b,base_0114,base_0091,test,flip_ab_mismatched,mismatched,90,1,no_shift,7,outer,0.999999903451003,1.0000003017289987,-0.007181317188688377,-0.0010621360708241785,-0.009379745962620811,0.006939200657203841,-0.013367708842110967,-0.0053539018236323085,-0.0327465730039975,0.0068908948975624496,0.03283386555462947,0.022427820060473946,-0.0024405453054169857,-0.008243453259512557,-0.0010621360708241785,-0.010683998564929548,0.03972476045219192,-0.005802907954095571,0.0013784092345928071
deepseek-coder-1.3b,base_0114,base_0091,test,flip_ab_mismatched,mismatched,90,1,no_shift,11,outer,0.9999999092254646,1.0000003062324165,-0.006447624016532918,-0.0034397933184981185,-0.005119694833707916,0.009411612221146608,-0.012764806317449199,-0.00806678453734765,-0.03431606394098369,-0.004323165356202903,0.017868281064093328,0.047198436042434455,0.0042919173874386984,-0.009887417335031037,-0.0034397933184981185,-0.005595499947592314,0.01354511570789041,-0.014179334722469735,-0.007731710705936817
deepseek-coder-1.3b,base_0114,base_0091,test,flip_ab_mismatched,mismatched,90,1,no_shift,15,outer,0.9999999952649415,1.000000336088409,-0.01139291423230479,-0.0061892551658711365,-0.01432654643837946,0.010600551506880914,-0.021392359666975114,-0.0050794891714319446,-0.045674078938400225,0.0026646300680518813,0.042442111239361036,0.04834769162253644,-0.0037259949314985483,-0.017582169398175928,-0.0061892551658711365,-0.02130816432967448,0.04510674130741299,-0.01385617446667738,-0.0024632602343725883
